Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
"AGILENT TECHNOLOGIES, INC.",0001090872,A,,10-K,2020-12-18,edgar/data/1090872/0001090872-20-000020.txt
"Spectrum Brands Holdings, Inc.",0000109177,SPB,,10-K,2020-11-18,edgar/data/109177/0000109177-20-000058.txt
EDGEWELL PERSONAL CARE Co,0001096752,EPC,,10-K,2020-11-20,edgar/data/1096752/0001096752-20-000059.txt
DESTINY MEDIA TECHNOLOGIES INC,0001099369,DSNY,,10-K,2020-11-18,edgar/data/1099369/0001062993-20-005782.txt
"DELTA APPAREL, INC",0001101396,,,10-K,2020-11-23,edgar/data/1101396/0001437749-20-024322.txt
"CMC Materials, Inc.",0001102934,,,10-K,2020-11-17,edgar/data/1102934/0001102934-20-000055.txt
"Sonnet BioTherapeutics Holdings, Inc.",0001106838,,,10-K,2020-12-17,edgar/data/1106838/0001493152-20-023801.txt
"MERITOR, INC.",0001113256,,,10-K,2020-11-12,edgar/data/1113256/0001113256-20-000123.txt
"MODEL N, INC.",0001118417,,,10-K,2020-11-23,edgar/data/1118417/0001118417-20-000129.txt
"FTE Networks, Inc.",0001122063,,,10-K,2020-11-05,edgar/data/1122063/0001493152-20-020612.txt
BEACON ROOFING SUPPLY INC,0001124941,,,10-K,2020-11-20,edgar/data/1124941/0001564590-20-054777.txt
SPIRE INC,0001126956,SRJN,,10-K,2020-11-18,edgar/data/1126956/0001564590-20-054448.txt
"Digital Brand Media & Marketing Group, Inc.",0001127475,DBMM,,10-K,2020-12-15,edgar/data/1127475/0001185185-20-001749.txt
CALAVO GROWERS INC,0001133470,CVGW,,10-K,2020-12-21,edgar/data/1133470/0001558370-20-014499.txt
"Novo Integrated Sciences, Inc.",0001138978,NVOS,,10-K,2020-12-09,edgar/data/1138978/0001493152-20-023201.txt
AMERISOURCEBERGEN CORP,0001140859,COR,,10-K,2020-11-19,edgar/data/1140859/0001140859-20-000050.txt
GLADSTONE CAPITAL CORP,0001143513,GLAD,,10-K,2020-11-10,edgar/data/1143513/0001193125-20-290152.txt
ACUITY BRANDS INC,0001144215,AYI,,10-K,2020-10-23,edgar/data/1144215/0001144215-20-000125.txt
HENNESSY ADVISORS INC,0001145255,HNNAZ,,10-K,2020-12-01,edgar/data/1145255/0001193125-20-307086.txt
"DUCK CREEK TECHNOLOGIES, INC.",0001160951,,,10-K,2020-11-03,edgar/data/1160951/0001564590-20-050056.txt
"NeuBase Therapeutics, Inc.",0001173281,,,10-K,2020-12-23,edgar/data/1173281/0001104659-20-139139.txt
ORAMED PHARMACEUTICALS INC.,0001176309,ORMP,,10-K,2020-11-24,edgar/data/1176309/0001213900-20-038924.txt
ENANTA PHARMACEUTICALS INC,0001177648,ENTA,,10-K,2020-11-25,edgar/data/1177648/0001564590-20-055233.txt
GOLDEN GRAIN ENERGY,0001206942,,,10-K,2020-12-28,edgar/data/1206942/0001206942-20-000032.txt
SPDR GOLD TRUST,0001222333,GLD,,10-K,2020-11-24,edgar/data/1222333/0001193125-20-301561.txt
LIQUIDITY SERVICES INC,0001235468,LQDT,,10-K,2020-12-08,edgar/data/1235468/0001235468-20-000206.txt
TransDigm Group INC,0001260221,TDG,,10-K,2020-11-12,edgar/data/1260221/0001260221-20-000099.txt
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,UTI,,10-K,2020-12-03,edgar/data/1261654/0001261654-20-000071.txt
"PARKS AMERICA, INC",0001297937,PRKA,,10-K,2020-12-15,edgar/data/1297937/0001078782-20-000974.txt
"Premier Product Group, Inc.",0001301838,,,10-K,2020-11-09,edgar/data/1301838/0001721868-20-000500.txt
"SmartMetric, Inc.",0001301991,,,10-K,2020-10-20,edgar/data/1301991/0001213900-20-032110.txt
Cannagistics Inc.,0001304741,,,10-K,2020-11-17,edgar/data/1304741/0001663577-20-000425.txt
"Dolby Laboratories, Inc.",0001308547,DLB,,10-K,2020-11-16,edgar/data/1308547/0001628280-20-016459.txt
"China Health Industries Holdings, Inc.",0001309057,,,10-K,2020-10-13,edgar/data/1309057/0001213900-20-031015.txt
ANAVEX LIFE SCIENCES CORP.,0001314052,AVXL,,10-K,2020-12-28,edgar/data/1314052/0001731122-20-001338.txt
Sonos Inc,0001314727,SONO,,10-K,2020-11-23,edgar/data/1314727/0001314727-20-000052.txt
Warner Music Group Corp.,0001319161,WMG,,10-K,2020-11-23,edgar/data/1319161/0001319161-20-000032.txt
SemiLEDs Corp,0001333822,LEDS,,10-K,2020-11-17,edgar/data/1333822/0001564590-20-054257.txt
URANIUM ENERGY CORP,0001334933,UEC,,10-K,2020-10-29,edgar/data/1334933/0001437749-20-021877.txt
"Magyar Bancorp, Inc.",0001337068,MGYR,,10-K,2020-12-18,edgar/data/1337068/0001174947-20-001225.txt
"GULFSLOPE ENERGY, INC.",0001341726,,,10-K,2020-12-29,edgar/data/1341726/0001580695-20-000455.txt
Cannabics Pharmaceuticals Inc.,0001343009,CNBX,,10-K,2020-11-04,edgar/data/1343009/0001683168-20-003686.txt
Enertopia Corp.,0001346022,ENRT,,10-K,2020-11-04,edgar/data/1346022/0001062993-20-005369.txt
Lexaria Bioscience Corp.,0001348362,LEXX,,10-K,2020-10-15,edgar/data/1348362/0001640334-20-002561.txt
"Lincolnway Energy, LLC",0001350420,,,10-K,2020-12-23,edgar/data/1350420/0001350420-20-000010.txt
"Mueller Water Products, Inc.",0001350593,MWA,,10-K,2020-11-19,edgar/data/1350593/0001350593-20-000066.txt
Cardinal Ethanol LLC,0001352081,,,10-K,2020-11-18,edgar/data/1352081/0001352081-20-000025.txt
RedHawk Holdings Corp.,0001353406,,,10-K,2020-11-18,edgar/data/1353406/0001753926-20-000393.txt
"RED TRAIL ENERGY, LLC",0001359687,,,10-K,2020-12-18,edgar/data/1359687/0001359687-20-000020.txt
"Sally Beauty Holdings, Inc.",0001368458,SBH,,10-K,2020-11-24,edgar/data/1368458/0001564590-20-054910.txt
Indigenous Roots Corp.,0001373690,,,10-K,2020-12-07,edgar/data/1373690/0001640334-20-003018.txt
"Luvu Brands, Inc.",0001374567,LUVU,,10-K,2020-10-01,edgar/data/1374567/0001017386-20-000391.txt
"Cavitation Technologies, Inc.",0001376793,CVAT,,10-K,2020-10-13,edgar/data/1376793/0001683168-20-003422.txt
Tennessee Valley Authority,0001376986,TVC,,10-K,2020-11-17,edgar/data/1376986/0001376986-20-000030.txt
"Bridgeline Digital, Inc.",0001378590,BLIN,,10-K,2020-12-23,edgar/data/1378590/0001437749-20-025835.txt
"BERRY GLOBAL GROUP, INC.",0001378992,,,10-K,2020-11-23,edgar/data/1378992/0001140361-20-026326.txt
"NANOVIRICIDES, INC.",0001379006,NNVC,,10-K,2020-10-13,edgar/data/1379006/0001104659-20-114577.txt
TFS Financial CORP,0001381668,TFSL,,10-K,2020-11-24,edgar/data/1381668/0001381668-20-000107.txt
"ESSA Bancorp, Inc.",0001382230,,,10-K,2020-12-14,edgar/data/1382230/0001564590-20-056993.txt
"PREDICTIVE TECHNOLOGY GROUP, INC.",0001382943,,,10-K,2020-10-20,edgar/data/1382943/0001091818-20-000224.txt
PENNANTPARK INVESTMENT CORP,0001383414,PNNT,,10-K,2020-11-19,edgar/data/1383414/0001564590-20-054639.txt
TE Connectivity Ltd.,0001385157,TEL,,10-K,2020-11-10,edgar/data/1385157/0001558370-20-013511.txt
"AYTU BIOSCIENCE, INC",0001385818,AYTU,,10-K,2020-10-06,edgar/data/1385818/0001654954-20-010891.txt
Kallo Inc.,0001389034,,,10-K,2020-12-17,edgar/data/1389034/0001520138-20-000630.txt
CREATIVE LEARNING Corp,0001394638,DWAY,,10-K,2020-12-30,edgar/data/1394638/0001731122-20-001347.txt
Optex Systems Holdings Inc,0001397016,OPXS,,10-K,2020-12-17,edgar/data/1397016/0001493152-20-023848.txt
VISA INC.,0001403161,V,,10-K,2020-11-19,edgar/data/1403161/0001403161-20-000070.txt
Portage Resources Inc.,0001403674,,,10-K,2020-11-06,edgar/data/1403674/0001683168-20-003731.txt
Portage Resources Inc.,0001403674,,,10-K,2020-11-06,edgar/data/1403674/0001683168-20-003733.txt
Portage Resources Inc.,0001403674,,,10-K,2020-11-06,edgar/data/1403674/0001683168-20-003735.txt
"THC Therapeutics, Inc.",0001404935,,,10-K,2020-11-04,edgar/data/1404935/0001477932-20-006275.txt
Forestar Group Inc.,0001406587,FOR,,10-K,2020-11-19,edgar/data/1406587/0001406587-20-000087.txt
"Bespoke Extracts, Inc.",0001409197,BSPK,,10-K,2020-12-18,edgar/data/1409197/0001213900-20-043297.txt
Voip-pal.com Inc,0001410738,VPLM,,10-K,2020-12-16,edgar/data/1410738/0001493152-20-023764.txt
"CANNABIS GLOBAL, INC.",0001413488,,,10-K,2020-10-27,edgar/data/1413488/0001079973-20-000894.txt
Concrete Leveling Systems Inc,0001414382,CLEV,,10-K,2020-10-29,edgar/data/1414382/0001477932-20-006149.txt
Oaktree Specialty Lending Corp,0001414932,OCSL,,10-K,2020-11-19,edgar/data/1414932/0001414932-20-000019.txt
NORTHERN MINERALS & EXPLORATION LTD.,0001415744,NMEX,,10-K,2020-10-29,edgar/data/1415744/0001654954-20-011604.txt
"Hillenbrand, Inc.",0001417398,HI,,10-K,2020-11-12,edgar/data/1417398/0001417398-20-000042.txt
Avaya Holdings Corp.,0001418100,,,10-K,2020-11-25,edgar/data/1418100/0001418100-20-000143.txt
"Healthcare Solutions Management Group, Inc.",0001418115,,,10-K,2020-10-06,edgar/data/1418115/0001477932-20-005758.txt
"iBio, Inc.",0001420720,IBIO,,10-K,2020-10-13,edgar/data/1420720/0001104659-20-114567.txt
"Sino-Global Shipping America, Ltd.",0001422892,SGLY,,10-K,2020-10-13,edgar/data/1422892/0001213900-20-031118.txt
Quanex Building Products CORP,0001423221,NX,,10-K,2020-12-11,edgar/data/1423221/0001423221-20-000021.txt
"LegacyXChange, Inc.",0001423579,,,10-K,2020-12-04,edgar/data/1423579/0001213900-20-041000.txt
"LegacyXChange, Inc.",0001423579,,,10-K,2020-12-23,edgar/data/1423579/0001213900-20-044308.txt
"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",0001424844,,,10-K,2020-12-11,edgar/data/1424844/0001424844-20-000019.txt
Rise Gold Corp.,0001424864,RYES,,10-K,2020-10-29,edgar/data/1424864/0001273511-20-000243.txt
"UNIVERSAL SOLAR TECHNOLOGY, INC.",0001434389,,,10-K,2020-12-29,edgar/data/1434389/0001434389-20-000007.txt
"UNIVERSAL SOLAR TECHNOLOGY, INC.",0001434389,,,10-K,2020-12-30,edgar/data/1434389/0001434389-20-000008.txt
"Marquie Group, Inc.",0001434601,TMGI,,10-K,2020-10-20,edgar/data/1434601/0001322410-20-000020.txt
"First Savings Financial Group, Inc.",0001435508,FSFG,,10-K,2020-12-17,edgar/data/1435508/0001104659-20-136413.txt
Trex Acquisition Corp.,0001437750,TRXA,,10-K,2020-12-23,edgar/data/1437750/0001477932-20-007474.txt
ALJ REGIONAL HOLDINGS INC,0001438731,,,10-K,2020-12-18,edgar/data/1438731/0001564590-20-057536.txt
"Bakhu Holdings, Corp.",0001440153,,,10-K,2020-11-13,edgar/data/1440153/0001096906-20-000263.txt
ALTEROLA BIOTECH INC.,0001442999,,,10-K,2020-12-14,edgar/data/1442999/0001663577-20-000468.txt
GREEN HYGIENICS HOLDINGS INC.,0001443388,,,10-K,2020-10-29,edgar/data/1443388/0001477932-20-006163.txt
ONCOSEC MEDICAL Inc,0001444307,,,10-K,2020-10-28,edgar/data/1444307/0001493152-20-020071.txt
"Xiamen Lutong International Travel Agency Co., Ltd.",0001445175,,,10-K,2020-10-13,edgar/data/1445175/0001731122-20-001040.txt
Texas Mineral Resources Corp.,0001445942,TMRC,,10-K,2020-11-30,edgar/data/1445942/0001078782-20-000930.txt
"GROW CAPITAL, INC.",0001448558,,,10-K,2020-10-13,edgar/data/1448558/0001445866-20-001527.txt
"ESPORTS ENTERTAINMENT GROUP, INC.",0001451448,GMBLZ,,10-K,2020-10-01,edgar/data/1451448/0001493152-20-018724.txt
"MJ Holdings, Inc.",0001456857,,,10-K,2020-12-10,edgar/data/1456857/0001493152-20-023268.txt
Accenture plc,0001467373,ACN,,10-K,2020-10-22,edgar/data/1467373/0001467373-20-000376.txt
"Wall Street Media Co, Inc.",0001473490,GLAI,,10-K,2020-11-12,edgar/data/1473490/0001493152-20-021005.txt
"GOLUB CAPITAL BDC, Inc.",0001476765,GBDC,,10-K,2020-11-30,edgar/data/1476765/0001476765-20-000195.txt
Hartford Great Health Corp.,0001482554,HFUS,,10-K,2020-11-10,edgar/data/1482554/0001493152-20-020943.txt
Medley Capital Corp,0001490349,PFXNZ,,10-K,2020-12-11,edgar/data/1490349/0001490349-20-000056.txt
"Capitol Federal Financial, Inc.",0001490906,CFFN,,10-K,2020-11-25,edgar/data/1490906/0001490906-20-000078.txt
"MACOM Technology Solutions Holdings, Inc.",0001493594,MTSI,,10-K,2020-11-18,edgar/data/1493594/0001493594-20-000063.txt
KinerjaPay Corp.,0001494162,,,10-K,2020-10-07,edgar/data/1494162/0001493152-20-019106.txt
"Ascena Retail Group, Inc.",0001498301,,,10-K,2020-12-11,edgar/data/1498301/0001498301-20-000105.txt
NEUROONE MEDICAL TECHNOLOGIES Corp,0001500198,NMTC,,10-K,2020-12-09,edgar/data/1500198/0001213900-20-041661.txt
"AngioSoma, Inc.",0001502152,,,10-K,2020-12-03,edgar/data/1502152/0001161697-20-000517.txt
PennantPark Floating Rate Capital Ltd.,0001504619,PFLT,,10-K,2020-11-18,edgar/data/1504619/0001564590-20-054484.txt
"Citius Pharmaceuticals, Inc.",0001506251,CTXR,,10-K,2020-12-16,edgar/data/1506251/0001213900-20-043004.txt
"VERDE RESOURCES, INC.",0001506929,VRDR,,10-K,2020-10-22,edgar/data/1506929/0001640334-20-002621.txt
"AmeriCann, Inc.",0001508348,,,10-K,2020-12-21,edgar/data/1508348/0001437749-20-025713.txt
"Rezolute, Inc.",0001509261,RZLT,,10-K,2020-10-13,edgar/data/1509261/0001104659-20-114497.txt
Globe Net Wireless Corp.,0001511820,STEK,,10-K,2020-12-14,edgar/data/1511820/0001493152-20-023476.txt
"Propanc Biopharma, Inc.",0001517681,PPCB,,10-K,2020-10-01,edgar/data/1517681/0001493152-20-018726.txt
Global Seed Corp,0001524829,,,10-K,2020-10-09,edgar/data/1524829/0001213900-20-030842.txt
"Generation Hemp, Inc.",0001527102,,,10-K,2020-12-15,edgar/data/1527102/0001213900-20-042822.txt
"NuZee, Inc.",0001527613,IMG,,10-K,2020-12-28,edgar/data/1527613/0001493152-20-024308.txt
"Artisan Consumer Goods, Inc.",0001530425,ARRT,,10-K,2020-12-16,edgar/data/1530425/0001477932-20-007342.txt
"Post Holdings, Inc.",0001530950,POST,,10-K,2020-11-20,edgar/data/1530950/0001530950-20-000326.txt
"Pazoo, Inc.",0001533427,,,10-K,2020-12-07,edgar/data/1533427/0001477932-20-007118.txt
"Ameri Metro, Inc. (formerly Yellowwood)",0001534155,,,10-K,2020-11-12,edgar/data/1534155/0001534155-20-000215.txt
VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,0001536089,,,10-K,2020-12-29,edgar/data/1536089/0001493152-20-024467.txt
"Arch Therapeutics, Inc.",0001537561,,,10-K,2020-12-11,edgar/data/1537561/0001104659-20-134664.txt
HAMMER FIBER OPTICS HOLDINGS CORP,0001539680,HMMR,,10-K,2020-11-13,edgar/data/1539680/0001078782-20-000851.txt
"RAYONT, INC.",0001539778,,,10-K,2020-12-18,edgar/data/1539778/0001493152-20-023879.txt
"Atlas Financial Holdings, Inc.",0001539894,,,10-K,2020-12-03,edgar/data/1539894/0001539894-20-000071.txt
"Edesa Biotech, Inc.",0001540159,EDSA,,10-K,2020-12-07,edgar/data/1540159/0001654954-20-013236.txt
"Natural Grocers by Vitamin Cottage, Inc.",0001547459,NGVC,,10-K,2020-12-10,edgar/data/1547459/0001437749-20-025108.txt
Patagonia Gold Corp.,0001551206,,,10-K,2020-11-18,edgar/data/1551206/0001721716-20-000030.txt
STERLING CONSOLIDATED Corp,0001555972,,,10-K,2020-10-28,edgar/data/1555972/0001104659-20-118943.txt
"Organicell Regenerative Medicine, Inc.",0001557376,ZEOX,,10-K,2020-10-16,edgar/data/1557376/0001683168-20-003466.txt
"Tianci International, Inc.",0001557798,CIIT,,10-K,2020-10-05,edgar/data/1557798/0001683168-20-003354.txt
PETROTEQ ENERGY INC.,0001561180,,,10-K,2020-12-15,edgar/data/1561180/0001213900-20-042837.txt
Indoor Harvest Corp,0001572565,,,10-K,2020-10-01,edgar/data/1572565/0001493152-20-018652.txt
Allied Corp.,0001575295,,,10-K,2020-12-16,edgar/data/1575295/0001477932-20-007331.txt
Bionovate Technologies Corp.,0001575420,,,10-K,2020-10-19,edgar/data/1575420/0001640334-20-002607.txt
Oaktree Strategic Income Corp,0001577791,,,10-K,2020-11-19,edgar/data/1577791/0001577791-20-000015.txt
"PRUDENTIAL BANCORP, INC.",0001578776,,,10-K,2020-12-18,edgar/data/1578776/0001558370-20-014473.txt
Black Rock Petroleum Co,0001580095,,,10-K,2020-10-30,edgar/data/1580095/0001213900-20-034150.txt
Twist Bioscience Corp,0001581280,TWST,,10-K,2020-11-27,edgar/data/1581280/0001193125-20-303904.txt
Corning Natural Gas Holding Corp,0001582244,,,10-K,2020-12-21,edgar/data/1582244/0001174947-20-001229.txt
Aramark,0001584509,ARMK,,10-K,2020-11-24,edgar/data/1584509/0001584509-20-000230.txt
Healthcare Integrated Technologies Inc.,0001584693,SSGC,,10-K,2020-10-16,edgar/data/1584693/0001493152-20-019531.txt
Banner Energy Services Corp.,0001589361,,,10-K,2020-10-08,edgar/data/1589361/0001493152-20-019150.txt
Blue Bird Corp,0001589526,BLBD,,10-K,2020-12-17,edgar/data/1589526/0001589526-20-000112.txt
"BALLY, CORP.",0001591565,,,10-K,2020-12-22,edgar/data/1591565/0001640334-20-003131.txt
"SB/RH Holdings, LLC",0001592706,,,10-K,2020-11-18,edgar/data/1592706/0000109177-20-000058.txt
Nukkleus Inc.,0001592782,,,10-K,2020-12-28,edgar/data/1592782/0001213900-20-044802.txt
"NightFood Holdings, Inc.",0001593001,NGTF,,10-K,2020-10-13,edgar/data/1593001/0001213900-20-031078.txt
"Keysight Technologies, Inc.",0001601046,KEYS,,10-K,2020-12-17,edgar/data/1601046/0001601046-20-000154.txt
Agentix Corp.,0001603345,AGTX,,10-K,2020-12-09,edgar/data/1603345/0001477932-20-007176.txt
"PeerLogix, Inc.",0001603494,,,10-K,2020-12-18,edgar/data/1603494/0001683168-20-004377.txt
CABOT CORP,0000016040,CBT,,10-K,2020-11-25,edgar/data/16040/0001564590-20-055198.txt
"KushCo Holdings, Inc.",0001604627,,,10-K,2020-11-10,edgar/data/1604627/0001604627-20-000040.txt
Evoqua Water Technologies Corp.,0001604643,,,10-K,2020-11-20,edgar/data/1604643/0001604643-20-000035.txt
"Life Clips, Inc.",0001604930,,,10-K,2020-11-25,edgar/data/1604930/0001493152-20-022464.txt
AB INTERNATIONAL GROUP CORP.,0001605331,AERA,,10-K,2020-12-09,edgar/data/1605331/0001663577-20-000454.txt
LUBYS INC,0000016099,,,10-K,2020-12-09,edgar/data/16099/0000016099-20-000124.txt
"Great Western Bancorp, Inc.",0001613665,,,10-K,2020-11-23,edgar/data/1613665/0001613665-20-000097.txt
TRENDMAKER INC. LTD.,0001613685,,,10-K,2020-10-22,edgar/data/1613685/0001493152-20-019776.txt
"SMART Global Holdings, Inc.",0001616533,PENG,,10-K,2020-10-22,edgar/data/1616533/0001564590-20-047291.txt
"PATRIOT TRANSPORTATION HOLDING, INC.",0001616741,,,10-K,2020-12-11,edgar/data/1616741/0001616741-20-000037.txt
LEGACY VENTURES INTERNATIONAL INC.,0001616788,,,10-K,2020-10-13,edgar/data/1616788/0001079973-20-000881.txt
"Mu Yan Technology Group Co., Ltd",0001617351,,,10-K,2020-11-13,edgar/data/1617351/0001493152-20-021259.txt
World Gold Trust,0001618181,GLDW,,10-K,2020-11-23,edgar/data/1618181/0001193125-20-301507.txt
"Walgreens Boots Alliance, Inc.",0001618921,,,10-K,2020-10-15,edgar/data/1618921/0001618921-20-000082.txt
Summit Networks Inc.,0001619096,SNTW,,10-K,2020-11-13,edgar/data/1619096/0001213900-20-036967.txt
PANAMERA HEALTHCARE Corp,0001620749,PHCI,,10-K,2020-10-29,edgar/data/1620749/0001640334-20-002680.txt
"ARTELO BIOSCIENCES, INC.",0001621221,ARTL,,10-K,2020-11-04,edgar/data/1621221/0001640334-20-002722.txt
Alternus Energy Inc.,0001621499,,,10-K,2020-10-05,edgar/data/1621499/0001477932-20-005725.txt
BOATIM INC.,0001622231,,,10-K,2020-12-02,edgar/data/1622231/0001640334-20-002995.txt
Mirage Energy Corp,0001623360,,,10-K,2020-11-19,edgar/data/1623360/0001640334-20-002886.txt
"Odyssey Group International, Inc.",0001626644,ODYY,,10-K,2020-11-16,edgar/data/1626644/0001683168-20-003913.txt
VISIBER57 CORP.,0001627041,,,10-K,2020-11-30,edgar/data/1627041/0001493152-20-022651.txt
"OPTILEAF, INC.",0001628228,,,10-K,2020-12-22,edgar/data/1628228/0001213900-20-043998.txt
"GridIron BioNutrients, Inc.",0001629205,,,10-K,2020-12-15,edgar/data/1629205/0001477932-20-007273.txt
"ENERGIZER HOLDINGS, INC.",0001632790,ENR,,10-K,2020-11-17,edgar/data/1632790/0001632790-20-000094.txt
ESSA Pharma Inc.,0001633932,,,10-K,2020-12-15,edgar/data/1633932/0001558370-20-014403.txt
FUSE GROUP HOLDING INC.,0001636051,FUST,,10-K,2020-12-16,edgar/data/1636051/0001185185-20-001756.txt
RMR GROUP INC.,0001644378,RMR,,10-K,2020-11-20,edgar/data/1644378/0001644378-20-000044.txt
"cbdMD, Inc.",0001644903,YCBD,,10-K,2020-12-22,edgar/data/1644903/0001654954-20-013835.txt
Hewlett Packard Enterprise Co,0001645590,HPE-PC,,10-K,2020-12-10,edgar/data/1645590/0001645590-20-000056.txt
"Outlook Therapeutics, Inc.",0001649989,OTLK,,10-K,2020-12-23,edgar/data/1649989/0001558370-20-014540.txt
"Ajia Innogroup Holdings, Ltd.",0001650739,,,10-K,2020-10-05,edgar/data/1650739/0001640334-20-002456.txt
"Appsoft Technologies, Inc.",0001651992,ASFT,,10-K,2020-12-03,edgar/data/1651992/0001477932-20-007062.txt
"BorrowMoney.com, Inc.",0001656501,,,10-K,2020-12-01,edgar/data/1656501/0001493152-20-022779.txt
"Road Marshall, Inc.",0001657249,,,10-K,2020-12-15,edgar/data/1657249/0001599916-20-000158.txt
Fellazo Corp,0001659207,,,10-K,2020-12-28,edgar/data/1659207/0001640334-20-003150.txt
