Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
OPTICAL CABLE CORP,0001000230,OCC,,10-K,2012-12-21,edgar/data/1000230/0001193125-12-511683.txt
WALT DISNEY CO/,0001001039,,,10-K,2012-11-21,edgar/data/1001039/0001193125-12-479027.txt
GEOSPACE TECHNOLOGIES CORP,0001001115,GEOS,,10-K,2012-12-12,edgar/data/1001115/0001193125-12-499442.txt
LEARNING TREE INTERNATIONAL INC,0001002037,,,10-K,2012-12-18,edgar/data/1002037/0001193125-12-506687.txt
"ABSOLUTE POTENTIAL, INC.",0001002360,,,10-K,2012-12-28,edgar/data/1002360/0001000096-12-000199.txt
"Nuance Communications, Inc.",0001002517,,,10-K,2012-11-29,edgar/data/1002517/0001002517-12-000006.txt
STAR GAS PARTNERS LP,0001002590,SGU,,10-K,2012-12-10,edgar/data/1002590/0001193125-12-496931.txt
MSC INDUSTRIAL DIRECT CO INC,0001003078,MSM,,10-K,2012-10-31,edgar/data/1003078/0001144204-12-058651.txt
HEADWATERS INC,0001003344,,,10-K,2012-11-16,edgar/data/1003344/0001047469-12-010631.txt
BARNWELL INDUSTRIES INC,0000010048,BRN,,10-K,2012-12-12,edgar/data/10048/0001104659-12-083471.txt
TYSON FOODS INC,0000100493,TSN,,10-K,2012-11-19,edgar/data/100493/0000100493-12-000065.txt
CONCIERGE TECHNOLOGIES INC,0001005101,MGLD,,10-K,2012-10-16,edgar/data/1005101/0001471242-12-001394.txt
SUBURBAN PROPANE PARTNERS LP,0001005210,SPH,,10-K,2012-11-28,edgar/data/1005210/0001193125-12-483681.txt
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,,,10-K,2012-12-21,edgar/data/1005276/0001005276-12-000017.txt
UGI UTILITIES INC,0000100548,,,10-K,2012-11-20,edgar/data/100548/0000100548-12-000008.txt
IDT CORP,0001005731,IDT,,10-K,2012-10-15,edgar/data/1005731/0001193125-12-423374.txt
"PURE BIOSCIENCE, INC.",0001006028,PURE,,10-K,2012-10-29,edgar/data/1006028/0001079973-12-000838.txt
BROCADE COMMUNICATIONS SYSTEMS INC,0001009626,,,10-K,2012-12-14,edgar/data/1009626/0001009626-12-000055.txt
FERRELLGAS PARTNERS FINANCE CORP,0001012493,,,10-K,2012-10-01,edgar/data/1012493/0000922358-12-000009.txt
FACTSET RESEARCH SYSTEMS INC,0001013237,FDS,,10-K,2012-10-30,edgar/data/1013237/0001437749-12-010651.txt
"Digerati Technologies, Inc.",0001014052,DTGI,,10-K,2012-11-13,edgar/data/1014052/0001144204-12-061570.txt
"SIRONA DENTAL SYSTEMS, INC.",0001014507,,,10-K,2012-11-16,edgar/data/1014507/0001193125-12-473814.txt
UNITED REFINING CO,0000101462,,,10-K,2012-11-19,edgar/data/101462/0001193125-12-475519.txt
INTEGRATED BIOPHARMA INC,0001016504,INBP,,10-K,2012-10-15,edgar/data/1016504/0001016504-12-000022.txt
DIGITAL CREATIVE DEVELOPMENT CORP,0001016951,,,10-K,2012-10-16,edgar/data/1016951/0001471242-12-001389.txt
ROFIN SINAR TECHNOLOGIES INC,0001019361,,,10-K,2012-11-29,edgar/data/1019361/0001019361-12-000023.txt
IMPERIAL PETROLEUM RECOVERY CORP,0001020448,,,10-K,2012-12-05,edgar/data/1020448/0001214782-12-000142.txt
"ASPI, INC.",0001021917,AWCA,,10-K,2012-10-16,edgar/data/1021917/0001072588-12-000148.txt
SIMULATIONS PLUS INC,0001023459,SLP,,10-K,2012-11-15,edgar/data/1023459/0001019687-12-004093.txt
NATIONAL HOLDINGS CORP,0001023844,,,10-K,2012-12-27,edgar/data/1023844/0001437749-12-013247.txt
ROCKWELL AUTOMATION INC,0001024478,ROK,,10-K,2012-11-19,edgar/data/1024478/0001024478-12-000024.txt
VALSPAR CORP,0000102741,,,10-K,2012-12-19,edgar/data/102741/0000897101-12-002185.txt
KMG CHEMICALS INC,0001028215,,,10-K,2012-10-15,edgar/data/1028215/0001193125-12-423466.txt
"Spectrum Brands, Inc.",0001028985,,,10-K,2012-11-21,edgar/data/1028985/0001028985-12-000010.txt
RALCORP HOLDINGS INC /MO,0001029506,,,10-K,2012-11-29,edgar/data/1029506/0001193125-12-485918.txt
SONIC FOUNDRY INC,0001029744,,,10-K,2012-12-12,edgar/data/1029744/0001193125-12-500121.txt
MAXIMUS INC,0001032220,MMS,,10-K,2012-11-16,edgar/data/1032220/0001104659-12-078644.txt
KEYNOTE SYSTEMS INC,0001032761,,,10-K,2012-12-11,edgar/data/1032761/0001047469-12-011156.txt
VILLAGE SUPER MARKET INC,0000103595,VLGEA,,10-K,2012-10-09,edgar/data/103595/0001096906-12-002512.txt
UNITED REFINING CO /PA/,0001040270,,,10-K,2012-11-19,edgar/data/1040270/0001193125-12-475519.txt
PRICESMART INC,0001041803,PSMT,,10-K,2012-10-30,edgar/data/1041803/0001041803-12-000046.txt
WALGREEN CO,0000104207,,,10-K,2012-10-19,edgar/data/104207/0000104207-12-000098.txt
"China Precision Steel, Inc.",0001044577,,,10-K,2012-10-15,edgar/data/1044577/0001144204-12-056160.txt
"OFFICIAL PAYMENTS HOLDINGS, INC.",0001045150,,,10-K,2012-12-14,edgar/data/1045150/0001045150-12-000072.txt
KIANTONE PIPELINE CO,0001045539,,,10-K,2012-11-19,edgar/data/1045539/0001193125-12-475519.txt
KWIK FIL INC,0001045540,,,10-K,2012-11-19,edgar/data/1045540/0001193125-12-475519.txt
KWIK FILL CORP,0001045541,,,10-K,2012-11-19,edgar/data/1045541/0001193125-12-475519.txt
UNITED JET CENTER INC,0001045542,,,10-K,2012-11-19,edgar/data/1045542/0001193125-12-475519.txt
BELL OIL CORP,0001045543,,,10-K,2012-11-19,edgar/data/1045543/0001193125-12-475519.txt
PPC INC,0001045544,,,10-K,2012-11-19,edgar/data/1045544/0001193125-12-475519.txt
SUPER TEST PETROLEUM INC,0001045545,,,10-K,2012-11-19,edgar/data/1045545/0001193125-12-475519.txt
VULCAN ASPHALT REFINING CORP,0001045546,,,10-K,2012-11-19,edgar/data/1045546/0001193125-12-475519.txt
INDEPENDENT GASOLINE & OIL CO OF ROCHESTER,0001045547,,,10-K,2012-11-19,edgar/data/1045547/0001193125-12-475519.txt
TIMBERLAND BANCORP INC,0001046050,TSBK,,10-K,2012-12-18,edgar/data/1046050/0000939057-12-000372.txt
WASHINGTON GAS LIGHT CO,0000104819,,,10-K,2012-11-23,edgar/data/104819/0001193125-12-479175.txt
INTEGRATED ELECTRICAL SERVICES INC,0001048268,IESC,,10-K,2012-12-14,edgar/data/1048268/0001193125-12-503507.txt
"XFormity Technologies, Inc.",0001048501,,,10-K,2012-10-09,edgar/data/1048501/0001011034-12-000196.txt
F5 NETWORKS INC,0001048695,FFIV,,10-K,2012-11-21,edgar/data/1048695/0001193125-12-478451.txt
"WSI INDUSTRIES, INC.",0000104897,,,10-K,2012-11-13,edgar/data/104897/0001437749-12-011561.txt
NUTRACEUTICAL INTERNATIONAL CORP,0001050007,,,10-K,2012-11-21,edgar/data/1050007/0001047469-12-010736.txt
WD 40 CO,0000105132,WDFC,,10-K,2012-10-22,edgar/data/105132/0001193125-12-430241.txt
MARINEMAX INC,0001057060,HZO,,10-K,2012-12-07,edgar/data/1057060/0001193125-12-495331.txt
NASB FINANCIAL INC,0001059131,,,10-K,2012-12-14,edgar/data/1059131/0001193125-12-503002.txt
GENEREX BIOTECHNOLOGY CORP,0001059784,,,10-K,2012-10-15,edgar/data/1059784/0001144204-12-056138.txt
"AOXING PHARMACEUTICAL COMPANY, INC.",0001060426,,,10-K,2012-10-15,edgar/data/1060426/0001096906-12-002536.txt
PEREGRINE INDUSTRIES INC,0001061164,,,10-K,2012-10-15,edgar/data/1061164/0001295345-12-000089.txt
"BillMyParents, Inc.",0001062273,,,10-K,2012-12-26,edgar/data/1062273/0001418972-12-000041.txt
PULASKI FINANCIAL CORP,0001062438,,,10-K,2012-12-21,edgar/data/1062438/0001104659-12-085813.txt
PRETIUM PACKAGING L L C,0001064090,,,10-K,2012-12-03,edgar/data/1064090/0001064090-12-000012.txt
CONCUR TECHNOLOGIES INC,0001066026,,,10-K,2012-11-15,edgar/data/1066026/0001066026-12-000021.txt
ASI ENTERTAINMENT INC,0001067873,,,10-K,2012-10-12,edgar/data/1067873/0001393905-12-000570.txt
RGC RESOURCES INC,0001069533,RGCO,,10-K,2012-12-12,edgar/data/1069533/0001193125-12-499625.txt
PACIFIC SANDS INC,0001069799,,,10-K,2012-10-15,edgar/data/1069799/0001096906-12-002552.txt
