CIK;LatestCompanyName;NameChanged;NameVariants;AllNames
0001104040;Asia Cork Inc.;FALSE;1;Asia Cork Inc.
0001104042;ADVANCED ANALOGIC TECHNOLOGIES INC;FALSE;1;ADVANCED ANALOGIC TECHNOLOGIES INC
0001104188;SOHU COM INC;FALSE;1;SOHU COM INC
0001104206;NEVTAH CAPITAL MANAGEMENT CORP;FALSE;1;NEVTAH CAPITAL MANAGEMENT CORP
0001104252;DDI CORP;FALSE;1;DDI CORP
0001104254;LANSDOWNE SECURITY, INC.;TRUE;2;HUDSONS GRILL INTERNATIONAL INC | LANSDOWNE SECURITY, INC.
0001104265;GROW SOLUTIONS HOLDINGS, INC.;TRUE;2;GROW SOLUTIONS HOLDINGS, INC. | LIGHTTOUCH VEIN & LASER INC
0001104280;SANGUI BIOTECH INTERNATIONAL INC;FALSE;1;SANGUI BIOTECH INTERNATIONAL INC
0001104349;CAPELLA EDUCATION CO;FALSE;1;CAPELLA EDUCATION CO
0001104358;BROADVIEW NETWORKS HOLDINGS INC;FALSE;1;BROADVIEW NETWORKS HOLDINGS INC
0001104462;Colambda Technologies, Inc.;TRUE;2;Colambda Technologies, Inc. | New Century Resources Corp
0001104485;NORTHERN OIL & GAS, INC.;FALSE;1;NORTHERN OIL & GAS, INC.
0001104502;ACRONGENOMICS INC;FALSE;1;ACRONGENOMICS INC
0001104506;INSMED Inc;TRUE;2;INSMED INC | INSMED Inc
0001104657;MATERION Corp;TRUE;2;BRUSH ENGINEERED MATERIALS INC | MATERION Corp
0001104672;PARK VIDA GROUP, INC.;TRUE;2;MONTANA MINING CORP | PARK VIDA GROUP, INC.
0001104855;Support.com, Inc.;FALSE;1;Support.com, Inc.
0001104891;SUPERCLICK INC;FALSE;1;SUPERCLICK INC
0001104904;XINHUA CHINA LTD;FALSE;1;XINHUA CHINA LTD
0001105055;DYNEGY HOLDINGS, LLC;TRUE;2;DYNEGY HOLDINGS INC | DYNEGY HOLDINGS, LLC
0001105064;IVOICE, INC /NJ;FALSE;1;IVOICE, INC /NJ
0001105184;NANOSPHERE INC;FALSE;1;NANOSPHERE INC
0001105284;Global Immune Technologies Inc.;FALSE;1;Global Immune Technologies Inc.
0001105360;SALARY. COM, INC.;FALSE;1;SALARY. COM, INC.
0001105472;SONUS NETWORKS INC;FALSE;1;SONUS NETWORKS INC
0001105533;ARGOS THERAPEUTICS INC;FALSE;1;ARGOS THERAPEUTICS INC
0001105705;TIME WARNER INC.;FALSE;1;TIME WARNER INC.
0001105982;OTIX GLOBAL, INC.;FALSE;1;OTIX GLOBAL, INC.
0001106181;WESTSTAR FINANCIAL SERVICES CORP;FALSE;1;WESTSTAR FINANCIAL SERVICES CORP
0001106213;SEAFARER EXPLORATION CORP;FALSE;1;SEAFARER EXPLORATION CORP
0001106644;CHINA PHARMA HOLDINGS, INC.;FALSE;1;CHINA PHARMA HOLDINGS, INC.
0001106645;DEBT RESOLVE INC;FALSE;1;DEBT RESOLVE INC
0001106838;Sonnet BioTherapeutics Holdings, Inc.;TRUE;2;Chanticleer Holdings, Inc. | Sonnet BioTherapeutics Holdings, Inc.
0001106848;EGPI FIRECREEK, INC.;FALSE;1;EGPI FIRECREEK, INC.
0001106851;OMNIVISION TECHNOLOGIES INC;FALSE;1;OMNIVISION TECHNOLOGIES INC
0001106861;FLASHZERO CORP.;FALSE;1;FLASHZERO CORP.
0001106935;IVANHOE ENERGY INC;FALSE;1;IVANHOE ENERGY INC
0001106942;BLACKBOARD INC;FALSE;1;BLACKBOARD INC
0001106974;WESTERGAARD COM INC;FALSE;1;WESTERGAARD COM INC
0001107160;HARLEYSVILLE SAVINGS FINANCIAL CORP;FALSE;1;HARLEYSVILLE SAVINGS FINANCIAL CORP
0001107216;ORCHID CELLMARK INC;FALSE;1;ORCHID CELLMARK INC
0001107280;OCULUS VISIONTECH INC.;TRUE;2;OCULUS VISIONTECH INC. | USA VIDEO INTERACTIVE CORP
0001107332;DENDREON CORP;FALSE;1;DENDREON CORP
0001107421;Alaunos Therapeutics, Inc.;TRUE;2;Alaunos Therapeutics, Inc. | ZIOPHARM ONCOLOGY INC
0001107694;RACKSPACE HOSTING, INC.;FALSE;1;RACKSPACE HOSTING, INC.
0001107699;SUBJEX CORP;FALSE;1;SUBJEX CORP
0001107796;MOTIVATING THE MASSES INC;FALSE;1;MOTIVATING THE MASSES INC
0001107843;QUALYS, INC.;FALSE;1;QUALYS, INC.
0001107998;CLICKER INC.;FALSE;1;CLICKER INC.
0001108046;AlumiFuel Power Corp;FALSE;1;AlumiFuel Power Corp
0001108058;MICROTUNE INC;FALSE;1;MICROTUNE INC
0001108064;NEW GREEN TECHNOLOGIES INC.;FALSE;1;NEW GREEN TECHNOLOGIES INC.
0001108109;COMMUNITY HEALTH SYSTEMS INC;FALSE;1;COMMUNITY HEALTH SYSTEMS INC
0001108134;BERKSHIRE HILLS BANCORP INC;FALSE;1;BERKSHIRE HILLS BANCORP INC
0001108185;OCCAM NETWORKS INC/DE;FALSE;1;OCCAM NETWORKS INC/DE
0001108205;CURIS INC;FALSE;1;CURIS INC
0001108236;AMERICAN RIVER BANKSHARES;FALSE;1;AMERICAN RIVER BANKSHARES
0001108320;SMTC CORP;FALSE;1;SMTC CORP
0001108348;CITIBANK CREDIT CARD ISSUANCE TRUST;FALSE;1;CITIBANK CREDIT CARD ISSUANCE TRUST
0001108426;PNM RESOURCES INC;FALSE;1;PNM RESOURCES INC
0001108524;Salesforce, Inc.;TRUE;3;SALESFORCE COM INC | SALESFORCE.COM, INC. | Salesforce, Inc.
0001108630;Live Current Media Inc.;FALSE;1;Live Current Media Inc.
0001108645;Correlate Infrastructure Partners, Inc.;TRUE;4;Correlate Infrastructure Partners, Inc. | FRONTIER OILFIELD SERVICES INC | TBX RESOURCES INC | TRICCAR INC.
0001108730;PUBLIC MEDIA WORKS INC;FALSE;1;PUBLIC MEDIA WORKS INC
0001108827;QEP RESOURCES, INC.;TRUE;2;QEP RESOURCES, INC. | QUESTAR MARKET RESOURCES INC
0001108924;OPNET TECHNOLOGIES INC;FALSE;1;OPNET TECHNOLOGIES INC
0001108967;Orbital Infrastructure Group, Inc.;TRUE;4;CUI Global, Inc. | Orbital Energy Group, Inc. | Orbital Infrastructure Group, Inc. | Waytronx, Inc.
0001109067;MOVIE STUDIO, INC.;TRUE;2;DESTINATION TELEVISION, INC. | MOVIE STUDIO, INC.
0001109116;ENTRAVISION COMMUNICATIONS CORP;FALSE;1;ENTRAVISION COMMUNICATIONS CORP
0001109153;TRISTAR WELLNESS SOLUTIONS, INC.;TRUE;2;BIOPACK ENVIRONMENTAL SOLUTIONS INC. | TRISTAR WELLNESS SOLUTIONS, INC.
0001109189;BASIC ENERGY SERVICES, INC.;TRUE;2;BASIC ENERGY SERVICES INC | BASIC ENERGY SERVICES, INC.
0001109196;MABVAX THERAPEUTICS HOLDINGS, INC.;TRUE;2;MABVAX THERAPEUTICS HOLDINGS, INC. | TELIK INC
0001109219;DEFI GLOBAL, INC;FALSE;1;DEFI GLOBAL, INC
0001109242;HANMI FINANCIAL CORP;FALSE;1;HANMI FINANCIAL CORP
0001109354;BRUKER CORP;FALSE;1;BRUKER CORP
0001109357;EXELON CORP;TRUE;2;EXELON CORP | EXELON Corp
0001109448;ALLIANCEBERNSTEIN L.P.;FALSE;1;ALLIANCEBERNSTEIN L.P.
0001109486;Endexx Corp;FALSE;1;Endexx Corp
0001109525;BANCORP RHODE ISLAND INC;FALSE;1;BANCORP RHODE ISLAND INC
0001109546;PACIFIC MERCANTILE BANCORP;FALSE;1;PACIFIC MERCANTILE BANCORP
0001109553;KODIAK ENERGY, INC.;FALSE;1;KODIAK ENERGY, INC.
0001109879;Computer Software Innovations, Inc.;FALSE;1;Computer Software Innovations, Inc.
0001110361;EROOMSYSTEM TECHNOLOGIES INC;FALSE;1;EROOMSYSTEM TECHNOLOGIES INC
0001110482;WINGS & THINGS INC;FALSE;1;WINGS & THINGS INC
0001110503;HSBC CREDIT CARD MASTER NOTE TRUST (USA) I;FALSE;1;HSBC CREDIT CARD MASTER NOTE TRUST (USA) I
0001110607;Koil Energy Solutions, Inc.;TRUE;2;Deep Down, Inc. | Koil Energy Solutions, Inc.
0001110611;ON24 INC.;FALSE;1;ON24 INC.
0001110647;OCLARO, INC.;FALSE;1;OCLARO, INC.
0001110648;IMAGE PROTECT, INC.;FALSE;1;IMAGE PROTECT, INC.
0001110737;UNICO INC /AZ/;FALSE;1;UNICO INC /AZ/
0001110783;MONSANTO CO /NEW/;FALSE;1;MONSANTO CO /NEW/
0001110795;METLIFE POLICYHOLDER TRUST;FALSE;1;METLIFE POLICYHOLDER TRUST
0001110803;ILLUMINA, INC.;TRUE;2;ILLUMINA INC | ILLUMINA, INC.
0001110805;NuStar Energy L.P.;FALSE;1;NuStar Energy L.P.
0001110903;NETWORK ENGINES INC;FALSE;1;NETWORK ENGINES INC
0001111118;MOTOR SPORT COUNTRY CLUB HOLDINGS, INC.;TRUE;2;MOTOR SPORT COUNTRY CLUB HOLDINGS, INC. | VICTORIA INDUSTRIES INC
0001111247;RIGHTNOW TECHNOLOGIES INC;FALSE;1;RIGHTNOW TECHNOLOGIES INC
0001111284;GOLD HORSE INTERNATIONAL, INC.;FALSE;1;GOLD HORSE INTERNATIONAL, INC.
0001111285;SEGWAY IV CORP;FALSE;1;SEGWAY IV CORP
0001111335;VISTEON CORP;FALSE;1;VISTEON CORP
0001111391;AMERICAN ENERGY PRODUCTION INC;FALSE;1;AMERICAN ENERGY PRODUCTION INC
0001111468;TRANQUILITY INC;FALSE;1;TRANQUILITY INC
0001111473;Med One Oak, Inc.;TRUE;2;BIDGIVE INTERNATIONAL INC | Med One Oak, Inc.
0001111485;RxSight, Inc.;FALSE;1;RxSight, Inc.
0001111559;TRADESTATION GROUP INC;FALSE;1;TRADESTATION GROUP INC
0001111632;AVISTAR COMMUNICATIONS CORP;FALSE;1;AVISTAR COMMUNICATIONS CORP
0001111634;XO HOLDINGS INC;FALSE;1;XO HOLDINGS INC
0001111665;TELECOMMUNICATION SYSTEMS INC /FA/;FALSE;1;TELECOMMUNICATION SYSTEMS INC /FA/
0001111711;NISOURCE INC.;TRUE;2;NISOURCE INC. | NISOURCE INC/DE
0001111741;DYNARESOURCE INC;FALSE;1;DYNARESOURCE INC
0001111816;WORLDWIDE ENERGY & MANUFACTURING USA INC;FALSE;1;WORLDWIDE ENERGY & MANUFACTURING USA INC
0001111817;LONGWEI PETROLEUM INVESTMENT HOLDING LTD;FALSE;1;LONGWEI PETROLEUM INVESTMENT HOLDING LTD
0001111928;IPG PHOTONICS CORP;FALSE;1;IPG PHOTONICS CORP
0001112064;PROVIDENCE RESOURCES INC;FALSE;1;PROVIDENCE RESOURCES INC
0001112372;MEDICAL INTERNATIONAL TECHNOLOGY INC;FALSE;1;MEDICAL INTERNATIONAL TECHNOLOGY INC
0001112412;ENDEAVOUR INTERNATIONAL CORP;FALSE;1;ENDEAVOUR INTERNATIONAL CORP
0001112551;MERCI INC;FALSE;1;MERCI INC
0001112682;eTELCHARGE.COM;FALSE;1;eTELCHARGE.COM
0001112706;CANYON COPPER CORP.;FALSE;1;CANYON COPPER CORP.
0001112748;HAZ Holdings Inc;FALSE;1;HAZ Holdings Inc
0001112920;GLOBALSCAPE INC;FALSE;1;GLOBALSCAPE INC
0001112985;Delta International Oil & Gas Inc.;TRUE;2;DELTA MUTUAL INC | Delta International Oil & Gas Inc.
0001113026;PIONEER BANKSHARES INC/VA;FALSE;1;PIONEER BANKSHARES INC/VA
0001113148;INFINITY PHARMACEUTICALS, INC.;FALSE;1;INFINITY PHARMACEUTICALS, INC.
0001113169;PRICE T ROWE GROUP INC;FALSE;1;PRICE T ROWE GROUP INC
0001113232;AXCELIS TECHNOLOGIES INC;FALSE;1;AXCELIS TECHNOLOGIES INC
0001113256;MERITOR, INC.;TRUE;3;ARVINMERITOR INC | MERITOR INC | MERITOR, INC.
0001113313;ARVANA INC;FALSE;1;ARVANA INC
0001113336;CNB FINANCIAL SERVICES INC;FALSE;1;CNB FINANCIAL SERVICES INC
0001113481;MEDICINES CO /DE;FALSE;1;MEDICINES CO /DE
0001113513;MobileSmith, Inc.;TRUE;2;MobileSmith, Inc. | SMART ONLINE INC
0001113524;CREATIVE VISTAS INC;FALSE;1;CREATIVE VISTAS INC
0001113668;PRINCETON REVIEW INC;FALSE;1;PRINCETON REVIEW INC
0001113784;CardioNet, Inc.;TRUE;2;CARDIONET INC | CardioNet, Inc.
0001113809;BUILD-A-BEAR WORKSHOP INC;TRUE;2;BUILD A BEAR WORKSHOP INC | BUILD-A-BEAR WORKSHOP INC
0001114200;AMERICAN MEDICAL SYSTEMS HOLDINGS INC;FALSE;1;AMERICAN MEDICAL SYSTEMS HOLDINGS INC
0001114208;NightCulture, Inc.;TRUE;2;NightCulture, Inc. | XXX Acquisition Corp.
0001114220;KERYX BIOPHARMACEUTICALS INC;FALSE;1;KERYX BIOPHARMACEUTICALS INC
0001114274;COL CHINA ONLINE INTERNATIONAL INC;FALSE;1;COL CHINA ONLINE INTERNATIONAL INC
0001114483;Integer Holdings Corp;TRUE;2;GREATBATCH, INC. | Integer Holdings Corp
0001114485;CAMPBELL ALTERNATIVE ASSET TRUST;FALSE;1;CAMPBELL ALTERNATIVE ASSET TRUST
0001114605;AMERICAN SCIENTIFIC RESOURCES INC;FALSE;1;AMERICAN SCIENTIFIC RESOURCES INC
0001114714;KENEXA CORP;FALSE;1;KENEXA CORP
0001114925;LANTRONIX INC;FALSE;1;LANTRONIX INC
0001114927;FIRST NORTHERN COMMUNITY BANCORP;FALSE;1;FIRST NORTHERN COMMUNITY BANCORP
0001114936;ALPHARX INC;FALSE;1;ALPHARX INC
0001114995;IMPINJ INC;FALSE;1;IMPINJ INC
0001115055;PINNACLE FINANCIAL PARTNERS INC;FALSE;1;PINNACLE FINANCIAL PARTNERS INC
0001115128;Quotient Technology Inc.;TRUE;2;COUPONS.com Inc | Quotient Technology Inc.
0001115222;DUN & BRADSTREET CORP/NW;FALSE;1;DUN & BRADSTREET CORP/NW
0001115252;CNH CAPITAL RECEIVABLES LLC;FALSE;1;CNH CAPITAL RECEIVABLES LLC
0001115818;Camelot Entertainment Group, Inc.;FALSE;1;Camelot Entertainment Group, Inc.
0001115836;Belmond Ltd.;TRUE;2;Belmond Ltd. | ORIENT EXPRESS HOTELS LTD
0001115864;International Luxury Products, Inc.;FALSE;1;International Luxury Products, Inc.
0001115975;SILVERGRAPH INTERNATIONAL INC;FALSE;1;SILVERGRAPH INTERNATIONAL INC
0001116112;US FUEL CORP;TRUE;2;NUCLEAR SOLUTIONS INC | US FUEL CORP
0001116132;TAPESTRY, INC.;TRUE;2;COACH INC | TAPESTRY, INC.
0001116137;BRAVO RESOURCE PARTNERS LTD;FALSE;1;BRAVO RESOURCE PARTNERS LTD
0001116204;SINO ASSURANCE INC.;FALSE;1;SINO ASSURANCE INC.
0001116317;XM SATELLITE RADIO INC;FALSE;1;XM SATELLITE RADIO INC
0001116435;AIRVANA INC;FALSE;1;AIRVANA INC
0001116463;ORASURE TECHNOLOGIES INC;FALSE;1;ORASURE TECHNOLOGIES INC
0001116521;AVAYA INC;FALSE;1;AVAYA INC
0001116694;CAPITAL GROWTH SYSTEMS INC /FL/;FALSE;1;CAPITAL GROWTH SYSTEMS INC /FL/
0001116734;UNITED ENERGY CORP /NV/;FALSE;1;UNITED ENERGY CORP /NV/
0001116927;GEOPETRO RESOURCES CO;FALSE;1;GEOPETRO RESOURCES CO
0001116942;TTM TECHNOLOGIES INC;FALSE;1;TTM TECHNOLOGIES INC
0001117045;Trycera Financial, Inc.;FALSE;1;Trycera Financial, Inc.
0001117057;Planet Green Holdings Corp.;TRUE;2;American Lorain CORP | Planet Green Holdings Corp.
0001117106;NETSUITE INC;FALSE;1;NETSUITE INC
0001117171;CBAK Energy Technology, Inc.;TRUE;2;CBAK Energy Technology, Inc. | CHINA BAK BATTERY INC
0001117228;MASS MEGAWATTS WIND POWER INC;FALSE;1;MASS MEGAWATTS WIND POWER INC
0001117297;QUINSTREET, INC;FALSE;1;QUINSTREET, INC
0001117414;PBSJ CORP /FL/;FALSE;1;PBSJ CORP /FL/
0001117480;CHIMERIX INC;FALSE;1;CHIMERIX INC
0001117733;CAFEPRESS INC.;FALSE;1;CAFEPRESS INC.
0001118004;BANCPLUS CORP;FALSE;1;BANCPLUS CORP
0001118037;SAJAN INC;FALSE;1;SAJAN INC
0001118072;SKINOVATION PHARMACEUTICAL INC;FALSE;1;SKINOVATION PHARMACEUTICAL INC
0001118148;AMERICAN PHYSICIANS CAPITAL INC;FALSE;1;AMERICAN PHYSICIANS CAPITAL INC
0001118233;WORLDNET INC OF NEVADA;FALSE;1;WORLDNET INC OF NEVADA
0001118237;MBT FINANCIAL CORP;FALSE;1;MBT FINANCIAL CORP
0001118384;ROGERS INTERNATIONAL RAW MATERIALS FUND LP;FALSE;1;ROGERS INTERNATIONAL RAW MATERIALS FUND LP
0001118417;MODEL N, INC.;FALSE;1;MODEL N, INC.
0001118761;COMCAM INTERNATIONAL INC;FALSE;1;COMCAM INTERNATIONAL INC
0001118941;ENDWAVE CORP;FALSE;1;ENDWAVE CORP
0001118974;30DC, INC.;TRUE;2;30DC, INC. | INFINITY CAPITAL GROUP, INC.
0001119046;ADVANCED TECHNOLOGIES GROUP LTD;FALSE;1;ADVANCED TECHNOLOGIES GROUP LTD
0001119190;HUMBL, INC.;FALSE;1;HUMBL, INC.
0001119643;NUTRA PHARMA CORP;FALSE;1;NUTRA PHARMA CORP
0001119721;Eastern Environment Solutions Corp.;FALSE;1;Eastern Environment Solutions Corp.
0001119807;TRAILBLAZER RESOURCES INC.;TRUE;2;ENERGY COMPOSITES Corp | TRAILBLAZER RESOURCES INC.
0001119809;SUNNYSIDE ACRES MOBILE ESTATES;FALSE;1;SUNNYSIDE ACRES MOBILE ESTATES
0001119897;PCT LTD;TRUE;2;BINGHAM CANYON CORP | PCT LTD
0001119951;Huifeng Bio-Pharmaceutical Technology, Inc.;FALSE;1;Huifeng Bio-Pharmaceutical Technology, Inc.
0001120096;Sino Clean Energy Inc;FALSE;1;Sino Clean Energy Inc
0001120129;FUELS INC;FALSE;1;FUELS INC
0001120193;NASDAQ, INC.;TRUE;2;NASDAQ OMX GROUP, INC. | NASDAQ, INC.
0001120295;IXIA;FALSE;1;IXIA
0001120370;BROADWIND, INC.;TRUE;2;BROADWIND ENERGY, INC. | BROADWIND, INC.
0001120427;SONOMA VALLEY BANCORP;FALSE;1;SONOMA VALLEY BANCORP
0001120434;FRIENDLY ENERGY EXPLORATION;FALSE;1;FRIENDLY ENERGY EXPLORATION
0001120462;IOWA TELECOMMUNICATIONS SERVICES INC;FALSE;1;IOWA TELECOMMUNICATIONS SERVICES INC
0001120792;nFinanSe Inc.;FALSE;1;nFinanSe Inc.
0001120830;China Natural Gas, Inc.;FALSE;1;China Natural Gas, Inc.
0001120914;PDF SOLUTIONS INC;FALSE;1;PDF SOLUTIONS INC
0001120916;AMERICAN OIL & GAS INC;FALSE;1;AMERICAN OIL & GAS INC
0001120970;Comstock Inc.;TRUE;3;Comstock Inc. | Comstock Mining Inc. | GOLDSPRING INC
0001121142;Maxar Technologies Inc.;FALSE;1;Maxar Technologies Inc.
0001121484;OIL STATES INTERNATIONAL, INC;FALSE;1;OIL STATES INTERNATIONAL, INC
0001121702;YIELD10 BIOSCIENCE, INC.;TRUE;2;METABOLIX, INC. | YIELD10 BIOSCIENCE, INC.
0001121716;ICON INCOME FUND EIGHT B LP;FALSE;1;ICON INCOME FUND EIGHT B LP
0001121745;ATLAS AMERICA PUBLIC #9 LTD.;TRUE;2;ATLAS AMERICA PUBLIC #9 LTD. | ATLAS AMERICA PUBLIC NO 9 LTD
0001121783;AMERICAN SPECTRUM REALTY INC;FALSE;1;AMERICAN SPECTRUM REALTY INC
0001121788;GARMIN LTD;FALSE;1;GARMIN LTD
0001121793;JAGGED PEAK, INC.;FALSE;1;JAGGED PEAK, INC.
0001121795;GHST World Inc.;TRUE;2;GHST World Inc. | Ghost Technology Inc.
0001121901;GLOBAL EARTH ENERGY, INC.;FALSE;1;GLOBAL EARTH ENERGY, INC.
0001122020;PCS EDVENTURES COM INC;FALSE;1;PCS EDVENTURES COM INC
0001122051;XTERA COMMUNICATIONS, INC.;FALSE;1;XTERA COMMUNICATIONS, INC.
0001122063;FTE Networks, Inc.;TRUE;2;BEACON ENTERPRISE SOLUTIONS GROUP INC | FTE Networks, Inc.
0001122099;VILLAGEEDOCS INC;FALSE;1;VILLAGEEDOCS INC
0001122101;EPIC ENERGY RESOURCES, INC.;FALSE;1;EPIC ENERGY RESOURCES, INC.
0001122108;GLOBAL FOOD TECHNOLOGIES, INC.;FALSE;1;GLOBAL FOOD TECHNOLOGIES, INC.
0001122130;THEDIRECTORY.COM, INC.;FALSE;1;THEDIRECTORY.COM, INC.
0001122304;AETNA INC /PA/;FALSE;1;AETNA INC /PA/
0001122342;ALLIANCE FIBER OPTIC PRODUCTS INC;FALSE;1;ALLIANCE FIBER OPTIC PRODUCTS INC
0001122388;ELLIE MAE INC;FALSE;1;ELLIE MAE INC
0001122742;FEARLESS FILMS, INC.;FALSE;1;FEARLESS FILMS, INC.
0001122887;JAVA DETOUR INC.;FALSE;1;JAVA DETOUR INC.
0001122897;CVENT INC;FALSE;1;CVENT INC
0001122904;NETGEAR, INC.;TRUE;2;NETGEAR, INC | NETGEAR, INC.
0001122976;AVIENT CORP;TRUE;2;AVIENT CORP | POLYONE CORP
0001122991;Unified Signal, Inc.;TRUE;3;DataJack, Inc. | Quamtel, Inc. | Unified Signal, Inc.
0001122993;BROOKMOUNT EXPLORATIONS INC;FALSE;1;BROOKMOUNT EXPLORATIONS INC
0001123270;BANK MUTUAL CORP;FALSE;1;BANK MUTUAL CORP
0001123312;Yasheng Group;FALSE;1;Yasheng Group
0001123316;Crystal Rock Holdings, Inc.;TRUE;2;Crystal Rock Holdings, Inc. | VERMONT PURE HOLDINGS LTD/DE
0001123360;GLOBAL PAYMENTS INC;FALSE;1;GLOBAL PAYMENTS INC
0001123425;SYNTEC BIOFUEL INC;FALSE;1;SYNTEC BIOFUEL INC
0001123493;China Logistics Group Inc;FALSE;1;China Logistics Group Inc
0001123494;HARVARD BIOSCIENCE INC;FALSE;1;HARVARD BIOSCIENCE INC
0001123541;PENSON WORLDWIDE INC;FALSE;1;PENSON WORLDWIDE INC
0001123596;BAB, INC.;FALSE;1;BAB, INC.
0001123647;ATP OIL & GAS CORP;FALSE;1;ATP OIL & GAS CORP
0001123695;IMARX THERAPEUTICS INC;FALSE;1;IMARX THERAPEUTICS INC
0001123735;COMMUNITY FINANCIAL SHARES INC;FALSE;1;COMMUNITY FINANCIAL SHARES INC
0001123836;DIAMOND DISCOVERIES INTERNATIONAL CORP;FALSE;1;DIAMOND DISCOVERIES INTERNATIONAL CORP
0001123846;EXERGETIC ENERGY, INC.;TRUE;2;EXERGETIC ENERGY, INC. | Specialized Services, Inc.
0001123852;NORTHERN STATES POWER CO;FALSE;1;NORTHERN STATES POWER CO
0001123871;ARENA RESOURCES INC;FALSE;1;ARENA RESOURCES INC
0001123979;SENOMYX INC;FALSE;1;SENOMYX INC
0001124019;360 GLOBAL WINE CO;FALSE;1;360 GLOBAL WINE CO
0001124024;FAR EAST ENERGY CORP;FALSE;1;FAR EAST ENERGY CORP
0001124105;CATALYST BIOSCIENCES, INC.;TRUE;2;CATALYST BIOSCIENCES, INC. | TARGACEPT INC
0001124127;MINT LEASING INC;FALSE;1;MINT LEASING INC
0001124140;EXACT SCIENCES CORP;FALSE;1;EXACT SCIENCES CORP
0001124198;FLUOR CORP;FALSE;1;FLUOR CORP
0001124524;Cryoport, Inc.;FALSE;1;Cryoport, Inc.
0001124608;RESPONSE GENETICS INC;FALSE;1;RESPONSE GENETICS INC
0001124610;VMWARE, INC.;FALSE;1;VMWARE, INC.
0001124676;FIRST CENTURY BANCORP.;FALSE;1;FIRST CENTURY BANCORP.
0001124796;NLIGHT, INC.;FALSE;1;NLIGHT, INC.
0001124804;ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.;TRUE;2;ALLSCRIPTS HEALTHCARE SOLUTIONS, INC. | ALLSCRIPTS-MISYS HEALTHCARE SOLUTIONS, INC.
0001124827;UTi WORLDWIDE INC;FALSE;1;UTi WORLDWIDE INC
0001124941;BEACON ROOFING SUPPLY INC;FALSE;1;BEACON ROOFING SUPPLY INC
0001125053;InterAmerican Gaming, Inc.;FALSE;1;InterAmerican Gaming, Inc.
0001125057;ENCORE ACQUISITION CO;FALSE;1;ENCORE ACQUISITION CO
0001125259;CARNIVAL PLC;FALSE;1;CARNIVAL PLC
0001125264;ATEL CAPITAL EQUIPMENT FUND IX LLC;FALSE;1;ATEL CAPITAL EQUIPMENT FUND IX LLC
0001125280;Intellicell Biosciences, Inc.;TRUE;3;CHINA WIRELESS COMMUNICATIONS INC | Intellicell Biosciences, Inc. | Media Exchange Group, Inc.
0001125345;MACROGENICS INC;FALSE;1;MACROGENICS INC
0001125376;ENSIGN GROUP, INC;FALSE;1;ENSIGN GROUP, INC
0001125536;CONVERA Corp;FALSE;1;CONVERA Corp
0001125699;DAIS Corp;TRUE;2;DAIS ANALYTIC CORP | DAIS Corp
0001125903;SHELRON GROUP INC;FALSE;1;SHELRON GROUP INC
0001125914;OPENTABLE INC;FALSE;1;OPENTABLE INC
0001125920;SHUTTERFLY INC;FALSE;1;SHUTTERFLY INC
0001126003;ALTERNET SYSTEMS INC;FALSE;1;ALTERNET SYSTEMS INC
0001126115;LZG INTERNATIONAL, INC.;FALSE;1;LZG INTERNATIONAL, INC.
0001126162;Purthanol Resources Ltd;TRUE;2;Global Biotech Corp. | Purthanol Resources Ltd
0001126216;NTS, INC.;TRUE;2;NTS, INC. | XFONE INC.
0001126234;LUMOS PHARMA, INC.;TRUE;2;LUMOS PHARMA, INC. | NEWLINK GENETICS CORP
0001126294;GenOn Energy, Inc.;TRUE;2;GenOn Energy, Inc. | RRI ENERGY INC
0001126302;METRO ONE DEVELOPMENT, INC;FALSE;1;METRO ONE DEVELOPMENT, INC
0001126328;PRINCIPAL FINANCIAL GROUP INC;FALSE;1;PRINCIPAL FINANCIAL GROUP INC
0001126411;SURGLINE INTERNATIONAL, INC.;TRUE;2;CHINA NUVO SOLAR ENERGY INC | SURGLINE INTERNATIONAL, INC.
0001126533;Andover Holdings, Inc./FL;FALSE;1;Andover Holdings, Inc./FL
0001126703;Shoshone Silver/Gold Mining Co;TRUE;2;SHOSHONE SILVER MINING CO INC | Shoshone Silver/Gold Mining Co
0001126741;GSI TECHNOLOGY INC;FALSE;1;GSI TECHNOLOGY INC
0001126956;SPIRE INC;TRUE;2;LACLEDE GROUP INC | SPIRE INC
0001126961;GRANDSOUTH BANCORPORATION;FALSE;1;GRANDSOUTH BANCORPORATION
0001126975;Magellan Midstream Partners, L.P.;TRUE;2;MAGELLAN MIDSTREAM PARTNERS LP | Magellan Midstream Partners, L.P.
0001127007;WATAIRE INTERNATIONAL, INC.;FALSE;1;WATAIRE INTERNATIONAL, INC.
0001127160;CAROLINA BANK HOLDINGS INC;FALSE;1;CAROLINA BANK HOLDINGS INC
0001127242;ADARNA ENERGY Corp;TRUE;2;ADARNA ENERGY Corp | ECOSYSTEM CORP
0001127245;WELLS REAL ESTATE FUND XIII L P;FALSE;1;WELLS REAL ESTATE FUND XIII L P
0001127342;GMX RESOURCES INC;FALSE;1;GMX RESOURCES INC
0001127371;CENTRAL VALLEY COMMUNITY BANCORP;FALSE;1;CENTRAL VALLEY COMMUNITY BANCORP
