Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
SONIC FOUNDRY INC,0001029744,,,10-K,2015-12-10,edgar/data/1029744/0001193125-15-400164.txt
MAXIMUS INC,0001032220,MMS,,10-K,2015-11-16,edgar/data/1032220/0001047469-15-008688.txt
"Sevion Therapeutics, Inc.",0001035354,,,10-K,2015-10-09,edgar/data/1035354/0001144204-15-058919.txt
VILLAGE SUPER MARKET INC,0000103595,VLGEA,,10-K,2015-10-07,edgar/data/103595/0000103595-15-000018.txt
UNITED REFINING CO /PA/,0001040270,,,10-K,2015-11-23,edgar/data/1040270/0001193125-15-385265.txt
PRICESMART INC,0001041803,PSMT,,10-K,2015-10-29,edgar/data/1041803/0001041803-15-000046.txt
KIANTONE PIPELINE CO,0001045539,,,10-K,2015-11-23,edgar/data/1045539/0001193125-15-385265.txt
KWIK FIL INC,0001045540,,,10-K,2015-11-23,edgar/data/1045540/0001193125-15-385265.txt
KWIK FILL CORP,0001045541,,,10-K,2015-11-23,edgar/data/1045541/0001193125-15-385265.txt
UNITED JET CENTER INC,0001045542,,,10-K,2015-11-23,edgar/data/1045542/0001193125-15-385265.txt
BELL OIL CORP,0001045543,,,10-K,2015-11-23,edgar/data/1045543/0001193125-15-385265.txt
PPC INC,0001045544,,,10-K,2015-11-23,edgar/data/1045544/0001193125-15-385265.txt
SUPER TEST PETROLEUM INC,0001045545,,,10-K,2015-11-23,edgar/data/1045545/0001193125-15-385265.txt
VULCAN ASPHALT REFINING CORP,0001045546,,,10-K,2015-11-23,edgar/data/1045546/0001193125-15-385265.txt
INDEPENDENT GASOLINE & OIL CO OF ROCHESTER,0001045547,,,10-K,2015-11-23,edgar/data/1045547/0001193125-15-385265.txt
"Track Group, Inc.",0001045942,TRCK,,10-K,2015-12-11,edgar/data/1045942/0001415889-15-004030.txt
TIMBERLAND BANCORP INC,0001046050,TSBK,,10-K,2015-12-07,edgar/data/1046050/0000939057-15-000569.txt
WASHINGTON GAS LIGHT CO,0000104819,,,10-K,2015-11-19,edgar/data/104819/0001103601-15-000012.txt
"Integrated Electrical Services, Inc.",0001048268,IESC,,10-K,2015-12-11,edgar/data/1048268/0001193125-15-400802.txt
F5 NETWORKS INC,0001048695,FFIV,,10-K,2015-11-06,edgar/data/1048695/0001048695-15-000020.txt
"WSI INDUSTRIES, INC.",0000104897,,,10-K,2015-11-04,edgar/data/104897/0001437749-15-019608.txt
NUTRACEUTICAL INTERNATIONAL CORP,0001050007,,,10-K,2015-11-19,edgar/data/1050007/0001047469-15-008809.txt
WD 40 CO,0000105132,WDFC,,10-K,2015-10-22,edgar/data/105132/0000105132-15-000037.txt
MARINEMAX INC,0001057060,HZO,,10-K,2015-12-08,edgar/data/1057060/0001564590-15-011336.txt
GENEREX BIOTECHNOLOGY CORP,0001059784,,,10-K,2015-10-09,edgar/data/1059784/0001607062-15-000445.txt
"AOXING PHARMACEUTICAL COMPANY, INC.",0001060426,,,10-K,2015-10-13,edgar/data/1060426/0001096906-15-001048.txt
PULASKI FINANCIAL CORP,0001062438,,,10-K,2015-12-11,edgar/data/1062438/0001104659-15-084239.txt
RGC RESOURCES INC,0001069533,RGCO,,10-K,2015-12-10,edgar/data/1069533/0001193125-15-399923.txt
PACIFIC SANDS INC,0001069799,,,10-K,2015-10-13,edgar/data/1069799/0001096906-15-001056.txt
"SolarWindow Technologies, Inc.",0001071840,WNDW,,10-K,2015-12-11,edgar/data/1071840/0001477932-15-007592.txt
YUMMIES INC,0001073748,,,10-K,2015-12-16,edgar/data/1073748/0001096906-15-001280.txt
VISUALANT INC,0001074828,USBC,,10-K,2015-11-04,edgar/data/1074828/0001199835-15-000496.txt
WINNEBAGO INDUSTRIES INC,0000107687,WGO,,10-K,2015-10-27,edgar/data/107687/0000107687-15-000045.txt
BECTON DICKINSON & CO,0000010795,BDX,,10-K,2015-11-25,edgar/data/10795/0001628280-15-008984.txt
"Woodward, Inc.",0000108312,WWD,,10-K,2015-11-12,edgar/data/108312/0000108312-15-000018.txt
"EV Charging USA, INC",0001083383,,,10-K,2015-11-06,edgar/data/1083383/0001557234-15-000332.txt
"FREESTONE RESOURCES, INC.",0001089319,,,10-K,2015-10-07,edgar/data/1089319/0001121781-15-000284.txt
AGILENT TECHNOLOGIES INC,0001090872,A,,10-K,2015-12-21,edgar/data/1090872/0001090872-15-000051.txt
"HRG GROUP, INC.",0000109177,SPB,,10-K,2015-11-20,edgar/data/109177/0000109177-15-000060.txt
SYCAMORE NETWORKS INC,0001092367,,,10-K,2015-10-27,edgar/data/1092367/0001193125-15-354679.txt
"MEDINA INTERNATIONAL HOLDINGS, INC.",0001093248,,,10-K,2015-10-13,edgar/data/1093248/0001065949-15-000253.txt
EDGEWELL PERSONAL CARE Co,0001096752,EPC,,10-K,2015-11-30,edgar/data/1096752/0001096752-15-000088.txt
"UnifiedOnline, Inc.",0001097718,,,10-K,2015-10-13,edgar/data/1097718/0001354488-15-004617.txt
CROWN MARKETING,0001098009,,,10-K,2015-10-13,edgar/data/1098009/0001002334-15-000116.txt
Hongli Clean Energy Technologies Corp.,0001099290,,,10-K,2015-10-13,edgar/data/1099290/0001144204-15-059251.txt
DESTINY MEDIA TECHNOLOGIES INC,0001099369,DSNY,,10-K,2015-11-25,edgar/data/1099369/0001062993-15-006436.txt
"Sibling Group Holdings, Inc.",0001099728,,,10-K,2015-10-23,edgar/data/1099728/0001553350-15-001097.txt
"MVC CAPITAL, INC.",0001099941,,,10-K,2015-10-15,edgar/data/1099941/0001104659-15-070712.txt
"DELTA APPAREL, INC",0001101396,,,10-K,2015-12-15,edgar/data/1101396/0001101396-15-000033.txt
"Royal Energy Resources, Inc.",0001102392,,,10-K,2015-11-30,edgar/data/1102392/0001493152-15-005919.txt
CABOT MICROELECTRONICS CORP,0001102934,,,10-K,2015-11-18,edgar/data/1102934/0001102934-15-000033.txt
WGL HOLDINGS INC,0001103601,,,10-K,2015-11-19,edgar/data/1103601/0001103601-15-000012.txt
MONSANTO CO /NEW/,0001110783,,,10-K,2015-10-29,edgar/data/1110783/0001110783-15-000230.txt
MEDICAL INTERNATIONAL TECHNOLOGY INC,0001112372,,,10-K,2015-11-18,edgar/data/1112372/0001213900-15-008860.txt
MERITOR INC,0001113256,,,10-K,2015-11-18,edgar/data/1113256/0001113256-15-000031.txt
AVAYA INC,0001116521,,,10-K,2015-11-23,edgar/data/1116521/0001116521-15-000062.txt
"MODEL N, INC.",0001118417,,,10-K,2015-11-23,edgar/data/1118417/0001564590-15-010979.txt
"30DC, INC.",0001118974,,,10-K,2015-11-17,edgar/data/1118974/0001065949-15-000281.txt
TRAILBLAZER RESOURCES INC.,0001119807,,,10-K,2015-12-23,edgar/data/1119807/0001214659-15-008507.txt
"XTERA COMMUNICATIONS, INC.",0001122051,,,10-K,2015-12-16,edgar/data/1122051/0001564590-15-011515.txt
BEACON ROOFING SUPPLY INC,0001124941,,,10-K,2015-11-24,edgar/data/1124941/0001144204-15-067681.txt
LACLEDE GROUP INC,0001126956,SRJN,,10-K,2015-11-24,edgar/data/1126956/0001126956-15-000077.txt
NEVADA CLASSIC THOROUGHBREDS INC,0001128383,,,10-K,2015-10-13,edgar/data/1128383/0001128383-15-000010.txt
INFITECH VENTURES INC,0001129096,,,10-K,2015-10-29,edgar/data/1129096/0001062993-15-005659.txt
JANEL CORP,0001133062,JANL,,10-K,2015-12-29,edgar/data/1133062/0001144204-15-073189.txt
CALAVO GROWERS INC,0001133470,CVGW,,10-K,2015-12-30,edgar/data/1133470/0001558370-15-002920.txt
"TX Holdings, Inc.",0001133798,,,10-K,2015-12-29,edgar/data/1133798/0001571049-15-010367.txt
PREVENTION INSURANCE COM INC,0001134982,AAPI,,10-K,2015-10-23,edgar/data/1134982/0001213900-15-007901.txt
AMAIZE BEVERAGE Corp,0001137005,,,10-K,2015-11-09,edgar/data/1137005/0001477932-15-006817.txt
ROCKWELL COLLINS INC,0001137411,,,10-K,2015-11-17,edgar/data/1137411/0001137411-15-000135.txt
AMERISOURCEBERGEN CORP,0001140859,COR,,10-K,2015-11-24,edgar/data/1140859/0001047469-15-008939.txt
First National Energy Corp.,0001142129,,,10-K,2015-11-13,edgar/data/1142129/0001354488-15-005003.txt
GLADSTONE CAPITAL CORP,0001143513,GLAD,,10-K,2015-11-23,edgar/data/1143513/0001193125-15-385459.txt
ACUITY BRANDS INC,0001144215,AYI,,10-K,2015-10-27,edgar/data/1144215/0001144215-15-000120.txt
HENNESSY ADVISORS INC,0001145255,HNNAZ,,10-K,2015-11-30,edgar/data/1145255/0001193125-15-390818.txt
"SITO MOBILE, LTD.",0001157817,,,10-K,2015-11-25,edgar/data/1157817/0001213900-15-009115.txt
CHINA HGS REAL ESTATE INC.,0001158420,,,10-K,2015-12-18,edgar/data/1158420/0001144204-15-071601.txt
COUNTRY FAIR INC,0001171162,,,10-K,2015-11-23,edgar/data/1171162/0001193125-15-385265.txt
Ohr Pharmaceutical Inc,0001173281,,,10-K,2015-12-14,edgar/data/1173281/0001387131-15-003603.txt
"METU BRANDS, INC.",0001173313,ABVC,,10-K,2015-11-27,edgar/data/1173313/0001014897-15-000397.txt
TD AMERITRADE HOLDING CORP,0001173431,,,10-K,2015-11-20,edgar/data/1173431/0001173431-15-000169.txt
ORAMED PHARMACEUTICALS INC.,0001176309,ORMP,,10-K,2015-11-25,edgar/data/1176309/0001213900-15-009096.txt
ENANTA PHARMACEUTICALS INC,0001177648,ENTA,,10-K,2015-12-11,edgar/data/1177648/0001193125-15-401602.txt
COMDISCO HOLDING CO INC,0001179484,,,10-K,2015-12-09,edgar/data/1179484/0001104659-15-083776.txt
FLANIGANS ENTERPRISES INC,0000012040,BDL,,10-K,2015-12-24,edgar/data/12040/0001174947-15-001863.txt
IMAGING3 INC,0001205181,,,10-K,2015-11-16,edgar/data/1205181/0001185185-15-002993.txt
IMAGING3 INC,0001205181,,,10-K,2015-11-16,edgar/data/1205181/0001185185-15-003000.txt
"Seaniemac International, Ltd.",0001206133,,,10-K,2015-12-31,edgar/data/1206133/0001493152-15-006489.txt
GOLDEN GRAIN ENERGY,0001206942,,,10-K,2015-12-22,edgar/data/1206942/0001206942-15-000023.txt
PIONEER FINANCIAL SERVICES INC,0001216752,,,10-K,2015-12-17,edgar/data/1216752/0001216752-15-000031.txt
SPDR GOLD TRUST,0001222333,GLD,,10-K,2015-11-24,edgar/data/1222333/0001193125-15-387033.txt
KAANAPALI LAND LLC,0001230058,KANP,,10-K,2015-12-29,edgar/data/1230058/0000892626-15-000373.txt
CLEAN ENVIRO TECH CORP,0001230524,LEEN,,10-K,2015-11-13,edgar/data/1230524/0000721748-15-000827.txt
LIQUIDITY SERVICES INC,0001235468,LQDT,,10-K,2015-11-23,edgar/data/1235468/0001047469-15-008919.txt
TransDigm Group INC,0001260221,TDG,,10-K,2015-11-13,edgar/data/1260221/0001260221-15-000013.txt
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,UTI,,10-K,2015-12-02,edgar/data/1261654/0001261654-15-000042.txt
"AEOLUS PHARMACEUTICALS, INC.",0001261734,,,10-K,2015-12-18,edgar/data/1261734/0001102624-15-001827.txt
Timberline Resources Corp,0001288750,,,10-K,2015-12-29,edgar/data/1288750/0001052918-15-000713.txt
IASIS Healthcare LLC,0001294632,,,10-K,2015-12-22,edgar/data/1294632/0001193125-15-409443.txt
"PARKS AMERICA, INC",0001297937,PRKA,,10-K,2015-12-15,edgar/data/1297937/0001078782-15-002028.txt
CONEXUS CATTLE CORP.,0001301075,,,10-K,2015-11-10,edgar/data/1301075/0001477932-15-006839.txt
"SmartMetric, Inc.",0001301991,,,10-K,2015-10-05,edgar/data/1301991/0001144204-15-058083.txt
"Precious Investments, Inc.",0001304741,,,10-K,2015-11-13,edgar/data/1304741/0001213900-15-008582.txt
ASHLAND INC.,0001305014,,,10-K,2015-11-20,edgar/data/1305014/0001305014-15-000119.txt
"Dolby Laboratories, Inc.",0001308547,DLB,,10-K,2015-11-24,edgar/data/1308547/0001628280-15-008974.txt
"China Health Industries Holdings, Inc.",0001309057,,,10-K,2015-10-13,edgar/data/1309057/0001062993-15-005384.txt
"Trafalgar Resources, Inc.",0001310630,CFOO,,10-K,2015-12-16,edgar/data/1310630/0001548123-15-000430.txt
"VERIFONE SYSTEMS, INC.",0001312073,,,10-K,2015-12-18,edgar/data/1312073/0001312073-15-000057.txt
ANAVEX LIFE SCIENCES CORP.,0001314052,AVXL,,10-K,2015-12-29,edgar/data/1314052/0001615774-15-003756.txt
Warner Music Group Corp.,0001319161,WMG,,10-K,2015-12-10,edgar/data/1319161/0001564590-15-011396.txt
Diamond Foods Inc,0001320947,,,10-K,2015-10-01,edgar/data/1320947/0001628280-15-007491.txt
Biodel Inc,0001322505,,,10-K,2015-12-22,edgar/data/1322505/0001145443-15-001341.txt
Apigee Corp,0001324772,,,10-K,2015-10-14,edgar/data/1324772/0001193125-15-343835.txt
Baying Ecological Holding Group Inc.,0001333519,,,10-K,2015-11-12,edgar/data/1333519/0001477932-15-006855.txt
SemiLEDs Corp,0001333822,LEDS,,10-K,2015-12-15,edgar/data/1333822/0001047469-15-009225.txt
"Li3 Energy, Inc.",0001334699,,,10-K,2015-11-06,edgar/data/1334699/0001144204-15-063301.txt
URANIUM ENERGY CORP,0001334933,UEC,,10-K,2015-10-14,edgar/data/1334933/0001062993-15-005394.txt
"Provision Holding, Inc.",0001335493,,,10-K,2015-10-13,edgar/data/1335493/0001013762-15-000997.txt
"Urban Hydroponics, Inc.",0001336282,,,10-K,2015-10-13,edgar/data/1336282/0001615774-15-002912.txt
"Magyar Bancorp, Inc.",0001337068,MGYR,,10-K,2015-12-18,edgar/data/1337068/0001174947-15-001835.txt
Paracap CORP,0001337408,,,10-K,2015-11-13,edgar/data/1337408/0001372167-15-000164.txt
"Intellect Neurosciences, Inc.",0001337905,,,10-K,2015-10-14,edgar/data/1337905/0001615774-15-002920.txt
China Ginseng Holdings Inc,0001338460,,,10-K,2015-10-13,edgar/data/1338460/0001615774-15-002913.txt
Viacom Inc.,0001339947,,,10-K,2015-11-12,edgar/data/1339947/0001339947-15-000042.txt
"GULFSLOPE ENERGY, INC.",0001341726,,,10-K,2015-12-29,edgar/data/1341726/0001214782-15-000254.txt
Dominovas Energy Corp,0001343254,,,10-K,2015-12-04,edgar/data/1343254/0001165527-15-000589.txt
Panex Resources Inc.,0001345756,,,10-K,2015-11-06,edgar/data/1345756/0001477932-15-006791.txt
Enertopia Corp.,0001346022,ENRT,,10-K,2015-11-25,edgar/data/1346022/0001062993-15-006430.txt
LEXARIA CORP.,0001348362,LEXX,,10-K,2015-11-27,edgar/data/1348362/0001062993-15-006451.txt
"Lincolnway Energy, LLC",0001350420,,,10-K,2015-12-18,edgar/data/1350420/0001350420-15-000025.txt
"Mueller Water Products, Inc.",0001350593,MWA,,10-K,2015-11-24,edgar/data/1350593/0001350593-15-000049.txt
Cardinal Ethanol LLC,0001352081,,,10-K,2015-11-20,edgar/data/1352081/0001352081-15-000035.txt
Energy Services of America CORP,0001357971,ESOA,,10-K,2015-12-17,edgar/data/1357971/0001571049-15-010029.txt
"RED TRAIL ENERGY, LLC",0001359687,,,10-K,2015-12-18,edgar/data/1359687/0001359687-15-000028.txt
PSM HOLDINGS INC,0001362180,,,10-K,2015-10-13,edgar/data/1362180/0001437749-15-018327.txt
Citizens Community Bancorp Inc.,0001367859,CZWI,,10-K,2015-12-07,edgar/data/1367859/0001367859-15-000040.txt
"Sally Beauty Holdings, Inc.",0001368458,SBH,,10-K,2015-11-12,edgar/data/1368458/0001047469-15-008573.txt
Gold Dynamics Corp.,0001371534,,,10-K,2015-11-12,edgar/data/1371534/0001372167-15-000160.txt
KALEX CORP,0001372620,,,10-K,2015-10-09,edgar/data/1372620/0001477932-15-006304.txt
AMERICAN PARAMOUNT GOLD CORP.,0001373690,,,10-K,2015-10-23,edgar/data/1373690/0001165527-15-000505.txt
AMERICAN PARAMOUNT GOLD CORP.,0001373690,,,10-K,2015-12-08,edgar/data/1373690/0001165527-15-000593.txt
"Liberator, Inc.",0001374567,LUVU,,10-K,2015-10-13,edgar/data/1374567/0001017386-15-000267.txt
Kingfish Holding Corp,0001374881,,,10-K,2015-12-22,edgar/data/1374881/0001477932-15-007741.txt
"Lithium Exploration Group, Inc.",0001375576,,,10-K,2015-12-03,edgar/data/1375576/0001062993-15-006527.txt
"Amazing Energy Oil & Gas, Co.",0001375618,,,10-K,2015-11-13,edgar/data/1375618/0001002014-15-000505.txt
"Cavitation Technologies, Inc.",0001376793,CVAT,,10-K,2015-10-13,edgar/data/1376793/0001144204-15-059205.txt
Tennessee Valley Authority,0001376986,TVC,,10-K,2015-11-20,edgar/data/1376986/0001376986-15-000047.txt
PACIFIC OIL Co,0001377167,FGCO,,10-K,2015-12-30,edgar/data/1377167/0001308411-15-000144.txt
"AVIAT NETWORKS, INC.",0001377789,AVNW,,10-K,2015-10-01,edgar/data/1377789/0001377789-15-000072.txt
Blink Couture Inc.,0001378125,,,10-K,2015-11-02,edgar/data/1378125/0001493152-15-005088.txt
Blink Couture Inc.,0001378125,,,10-K,2015-12-07,edgar/data/1378125/0001493152-15-006089.txt
"Bridgeline Digital, Inc.",0001378590,BLIN,,10-K,2015-12-24,edgar/data/1378590/0001437749-15-022760.txt
"Wesco Aircraft Holdings, Inc",0001378718,,,10-K,2015-11-30,edgar/data/1378718/0001104659-15-081971.txt
BERRY PLASTICS GROUP INC,0001378992,,,10-K,2015-11-23,edgar/data/1378992/0001378992-15-000049.txt
"INFRAX SYSTEMS, INC.",0001380277,,,10-K,2015-10-14,edgar/data/1380277/0001079974-15-000678.txt
TFS Financial CORP,0001381668,TFSL,,10-K,2015-11-25,edgar/data/1381668/0001381668-15-000102.txt
"ESSA Bancorp, Inc.",0001382230,,,10-K,2015-12-14,edgar/data/1382230/0001193125-15-402516.txt
PENNANTPARK INVESTMENT CORP,0001383414,PNNT,,10-K,2015-11-10,edgar/data/1383414/0001193125-15-373437.txt
"LRI HOLDINGS, INC.",0001383875,,,10-K,2015-11-02,edgar/data/1383875/0001383875-15-000030.txt
TE Connectivity Ltd.,0001385157,TEL,,10-K,2015-11-10,edgar/data/1385157/0001047469-15-008508.txt
Lightlake Therapeutics Inc.,0001385508,,,10-K,2015-10-26,edgar/data/1385508/0001144204-15-060795.txt
GOLD LAKES CORP.,0001386936,,,10-K,2015-11-13,edgar/data/1386936/0001477932-15-006933.txt
GeoTraq Inc.,0001390134,,,10-K,2015-11-13,edgar/data/1390134/0001477932-15-006937.txt
"Veracity Management Global, Inc.",0001391750,,,10-K,2015-12-17,edgar/data/1391750/0001079974-15-000880.txt
Event Cardio Group Inc.,0001394130,,,10-K,2015-12-14,edgar/data/1394130/0000721748-15-000882.txt
PERPETUAL INDUSTRIES INC.,0001395445,,,10-K,2015-12-18,edgar/data/1395445/0001511164-15-000582.txt
Optex Systems Holdings Inc,0001397016,OPXS,,10-K,2015-12-15,edgar/data/1397016/0001571049-15-009981.txt
VISA INC.,0001403161,V,,10-K,2015-11-20,edgar/data/1403161/0001403161-15-000013.txt
"America Greener Technologies, Inc.",0001403433,,,10-K,2015-10-13,edgar/data/1403433/0001354488-15-004619.txt
QUANTUM MATERIALS CORP.,0001403570,,,10-K,2015-10-14,edgar/data/1403570/0001104659-15-070491.txt
iMedicor,0001408057,,,10-K,2015-12-09,edgar/data/1408057/0001354488-15-005443.txt
Contact Minerals Corp.,0001409175,,,10-K,2015-10-28,edgar/data/1409175/0001062993-15-005635.txt
"DiMi Telematics International, Inc.",0001409197,BSPK,,10-K,2015-12-30,edgar/data/1409197/0001013762-15-001210.txt
"ECO Building Products, Inc.",0001409885,,,10-K,2015-11-10,edgar/data/1409885/0001144204-15-063919.txt
Urban Barns Foods Inc.,0001410253,,,10-K,2015-10-30,edgar/data/1410253/0001062993-15-005678.txt
Emo Capital Corp.,0001410708,NUVI,,10-K,2015-11-12,edgar/data/1410708/0001372167-15-000158.txt
MeeMee Media Inc.,0001411009,,,10-K,2015-11-13,edgar/data/1411009/0001002014-15-000499.txt
SYNERGY RESOURCES CORP,0001413507,,,10-K,2015-10-16,edgar/data/1413507/0001413507-15-000005.txt
"Writ Media Group, Inc.",0001413547,,,10-K,2015-12-14,edgar/data/1413547/0000721748-15-000886.txt
"Oxford City Football Club, Inc.",0001414295,,,10-K,2015-10-22,edgar/data/1414295/0001493152-15-004949.txt
Concrete Leveling Systems Inc,0001414382,CLEV,,10-K,2015-10-26,edgar/data/1414382/0001165527-15-000509.txt
"Calpian, Inc.",0001414628,,,10-K,2015-12-01,edgar/data/1414628/0001628280-15-009018.txt
Fifth Street Finance Corp.,0001414932,OCSL,,10-K,2015-12-01,edgar/data/1414932/0001414932-15-000019.txt
NORTHERN MINERALS & EXPLORATION LTD.,0001415744,NMEX,,10-K,2015-11-17,edgar/data/1415744/0001213900-15-008778.txt
INCEPTION MINING INC.,0001416090,BSAI,,10-K,2015-11-23,edgar/data/1416090/0001493152-15-005806.txt
"Hillenbrand, Inc.",0001417398,HI,,10-K,2015-11-18,edgar/data/1417398/0001417398-15-000046.txt
"SINO PAYMENTS, INC.",0001417664,,,10-K,2015-11-05,edgar/data/1417664/0001078782-15-001749.txt
"iBio, Inc.",0001420720,IBIO,,10-K,2015-10-13,edgar/data/1420720/0001144204-15-059224.txt
"CHERUBIM INTERESTS, INC.",0001421865,,,10-K,2015-12-16,edgar/data/1421865/0001078782-15-002035.txt
Smack Sportswear,0001422768,,,10-K,2015-10-13,edgar/data/1422768/0001213900-15-007614.txt
Quanex Building Products CORP,0001423221,NX,,10-K,2015-12-15,edgar/data/1423221/0001423221-15-000013.txt
Monster Arts Inc.,0001423746,,,10-K,2015-10-21,edgar/data/1423746/0001213900-15-007827.txt
"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",0001424844,,,10-K,2015-12-02,edgar/data/1424844/0001424844-15-000014.txt
Rise Resources Inc.,0001424864,RYES,,10-K,2015-11-02,edgar/data/1424864/0001273511-15-000115.txt
HYDROCARB ENERGY CORP,0001425808,,,10-K,2015-11-13,edgar/data/1425808/0001140361-15-041235.txt
"Car Charging Group, Inc.",0001429764,BLNK,,10-K,2015-12-08,edgar/data/1429764/0001493152-15-006109.txt
"GREEN EARTH TECHNOLOGIES, INC",0001433966,,,10-K,2015-10-13,edgar/data/1433966/0001354488-15-004626.txt
CEMTREX INC,0001435064,CETXP,,10-K,2015-12-21,edgar/data/1435064/0001144204-15-071908.txt
First Savings Financial Group Inc,0001435508,FSFG,,10-K,2015-12-29,edgar/data/1435508/0001144204-15-073146.txt
Source Gold Corp.,0001437925,GMGI,,10-K,2015-11-13,edgar/data/1437925/0001594062-15-000323.txt
OAKRIDGE INTERNATIONAL CORP,0001439724,,,10-K,2015-11-03,edgar/data/1439724/0001642863-15-000005.txt
MMEX Mining Corp,0001440799,MMEX,,10-K,2015-11-05,edgar/data/1440799/0001477932-15-006761.txt
Avago Technologies LTD,0001441634,,,10-K,2015-12-17,edgar/data/1441634/0001441634-15-000089.txt
MARRONE BIO INNOVATIONS INC,0001441693,,,10-K,2015-11-10,edgar/data/1441693/0001193125-15-372823.txt
"STREAMTRACK, INC.",0001442376,,,10-K,2015-12-15,edgar/data/1442376/0001477932-15-007649.txt
ALTEROLA BIOTECH INC.,0001442999,,,10-K,2015-12-30,edgar/data/1442999/0001662252-15-000008.txt
MEDICAL ALARM CONCEPTS HOLDINGS INC,0001443089,,,10-K,2015-12-18,edgar/data/1443089/0001520138-15-000542.txt
ONCOSEC MEDICAL Inc,0001444307,,,10-K,2015-10-14,edgar/data/1444307/0001104659-15-070660.txt
"AMBICOM HOLDINGS, INC",0001444310,,,10-K,2015-11-13,edgar/data/1444310/0001144204-15-065435.txt
Clean Coal Technologies Inc.,0001445109,,,10-K,2015-10-27,edgar/data/1445109/0001185185-15-002637.txt
Texas Rare Earth Resources Corp.,0001445942,TMRC,,10-K,2015-11-30,edgar/data/1445942/0001214782-15-000233.txt
"SAUER ENERGY, INC.",0001446152,,,10-K,2015-11-30,edgar/data/1446152/0001504412-15-000192.txt
"GROW CONDOS, INC.",0001448558,,,10-K,2015-10-15,edgar/data/1448558/0000939798-15-000077.txt
"ENTEST BIOMEDICAL, INC.",0001449447,,,10-K,2015-11-27,edgar/data/1449447/0001607062-15-000525.txt
