Company Name,CIK,Form Type,Date Filed,Filename
NICHOLAS FINANCIAL INC,0001000045,10-K,2023-06-27,edgar/data/1000045/0000950170-23-030037.txt
BLONDER TONGUE LABORATORIES INC,0001000683,10-K,2023-04-17,edgar/data/1000683/0001213900-23-030312.txt
BROADWAY FINANCIAL CORP \DE\,0001001171,10-K,2023-04-11,edgar/data/1001171/0001140361-23-017732.txt
"NetApp, Inc.",0001002047,10-K,2023-06-14,edgar/data/1002047/0000950170-23-027948.txt
"REGIONAL HEALTH PROPERTIES, INC",0001004724,10-K,2023-04-14,edgar/data/1004724/0000950170-23-012916.txt
"SPAR Group, Inc.",0001004989,10-K,2023-04-17,edgar/data/1004989/0001437749-23-010432.txt
COLUMBUS MCKINNON CORP,0001005229,10-K,2023-05-25,edgar/data/1005229/0001005229-23-000169.txt
ARGAN INC,0000100591,10-K,2023-04-17,edgar/data/100591/0001558370-23-006056.txt
STREAMLINE HEALTH SOLUTIONS INC.,0001008586,10-K,2023-04-27,edgar/data/1008586/0001493152-23-013852.txt
JAKKS PACIFIC INC,0001009829,10-K,2023-04-14,edgar/data/1009829/0001185185-23-000342.txt
AIR INDUSTRIES GROUP,0001009891,10-K,2023-05-16,edgar/data/1009891/0001213900-23-040540.txt
GLOBAL DIGITAL SOLUTIONS INC,0001011662,10-K,2023-06-09,edgar/data/1011662/0001520138-23-000260.txt
"GlassBridge Enterprises, Inc.",0001014111,10-K,2023-04-07,edgar/data/1014111/0001493152-23-011555.txt
"Ainos, Inc.",0001014763,10-K,2023-04-03,edgar/data/1014763/0001654954-23-004157.txt
"AMMO, INC.",0001015383,10-K,2023-06-14,edgar/data/1015383/0001493152-23-021280.txt
US ENERGY CORP,0000101594,10-K,2023-04-13,edgar/data/101594/0001493152-23-012144.txt
CARVER BANCORP INC,0001016178,10-K,2023-06-29,edgar/data/1016178/0001016178-23-000011.txt
BIO KEY INTERNATIONAL INC,0001019034,10-K,2023-06-01,edgar/data/1019034/0001437749-23-016374.txt
SEACHANGE INTERNATIONAL INC,0001019671,10-K,2023-04-17,edgar/data/1019671/0000950170-23-013077.txt
UNIVERSAL CORP /VA/,0000102037,10-K,2023-05-25,edgar/data/102037/0000102037-23-000025.txt
DXP ENTERPRISES INC,0001020710,10-K,2023-04-17,edgar/data/1020710/0001020710-23-000044.txt
TRIUMPH GROUP INC,0001021162,10-K,2023-05-24,edgar/data/1021162/0000950170-23-023686.txt
hopTo Inc.,0001021435,10-K,2023-04-14,edgar/data/1021435/0001493152-23-012363.txt
EPLUS INC,0001022408,10-K,2023-05-25,edgar/data/1022408/0001140361-23-026454.txt
8X8 INC /DE/,0001023731,10-K,2023-05-25,edgar/data/1023731/0001023731-23-000061.txt
SharpLink Gaming Ltd.,0001025561,10-K,2023-04-05,edgar/data/1025561/0001654954-23-004409.txt
LOGITECH INTERNATIONAL S.A.,0001032975,10-K,2023-05-17,edgar/data/1032975/0001032975-23-000021.txt
V F CORP,0000103379,10-K,2023-05-25,edgar/data/103379/0000103379-23-000006.txt
RALPH LAUREN CORP,0001037038,10-K,2023-05-25,edgar/data/1037038/0001037038-23-000015.txt
INTERNATIONAL ISOTOPES INC,0001038277,10-K,2023-04-06,edgar/data/1038277/0001515971-23-000035.txt
PETMED EXPRESS INC,0001040130,10-K,2023-05-23,edgar/data/1040130/0001040130-23-000033.txt
