Company Name,CIK,Form Type,Date Filed,Filename
ESTEE LAUDER COMPANIES INC,0001001250,10-K,2013-08-23,edgar/data/1001250/0001104659-13-065820.txt
INTERNET AMERICA INC,0001001279,10-K,2013-09-27,edgar/data/1001279/0001144204-13-052700.txt
PERICOM SEMICONDUCTOR CORP,0001001426,10-K,2013-08-29,edgar/data/1001426/0001145443-13-001761.txt
OPEN TEXT CORP,0001002638,10-K,2013-08-01,edgar/data/1002638/0001002638-13-000022.txt
TWIN DISC INC,0000100378,10-K,2013-09-13,edgar/data/100378/0000100378-13-000044.txt
"ADCARE HEALTH SYSTEMS, INC",0001004724,10-K,2013-07-08,edgar/data/1004724/0001047469-13-007401.txt
LANDEC CORP \CA\,0001005286,10-K,2013-08-07,edgar/data/1005286/0001437749-13-010047.txt
EVOLUTION PETROLEUM CORP,0001006655,10-K,2013-09-13,edgar/data/1006655/0001047469-13-009060.txt
CONSUMERS BANCORP INC /OH/,0001006830,10-K,2013-09-24,edgar/data/1006830/0001144204-13-052148.txt
UNIFI INC,0000100726,10-K,2013-09-10,edgar/data/100726/0001437749-13-011848.txt
PROVIDENT FINANCIAL HOLDINGS INC,0001010470,10-K,2013-09-13,edgar/data/1010470/0000939057-13-000408.txt
AdvanSource Biomaterials Corp,0001011060,10-K,2013-07-15,edgar/data/1011060/0001011060-13-000010.txt
99 CENTS ONLY STORES,0001011290,10-K,2013-07-12,edgar/data/1011290/0001104659-13-054244.txt
FERRELLGAS PARTNERS FINANCE CORP,0001012493,10-K,2013-09-26,edgar/data/1012493/0000922358-13-000014.txt
INTEGRATED BIOPHARMA INC,0001016504,10-K,2013-09-30,edgar/data/1016504/0001016504-13-000011.txt
INTEGRAL TECHNOLOGIES INC,0001018281,10-K,2013-09-30,edgar/data/1018281/0001140361-13-037258.txt
"INTERNET INFINITY, INC.",0001020302,10-K,2013-07-15,edgar/data/1020302/0001493152-13-001326.txt
ROTATE BLACK INC,0001020477,10-K,2013-08-28,edgar/data/1020477/0001354488-13-004921.txt
OPLINK COMMUNICATIONS INC,0001022225,10-K,2013-09-13,edgar/data/1022225/0001022225-13-000033.txt
"StemGen, Inc.",0001023198,10-K,2013-09-20,edgar/data/1023198/0001308411-13-000265.txt
COTY INC.,0001024305,10-K,2013-09-17,edgar/data/1024305/0000930413-13-004596.txt
Asia Travel Corp,0001027235,10-K,2013-07-12,edgar/data/1027235/0001549727-13-000125.txt
TRC COMPANIES INC /DE/,0000103096,10-K,2013-09-12,edgar/data/103096/0001515316-13-000035.txt
GLOBECOMM SYSTEMS INC,0001031028,10-K,2013-09-13,edgar/data/1031028/0001193125-13-366627.txt
SENESCO TECHNOLOGIES INC,0001035354,10-K,2013-09-11,edgar/data/1035354/0001144204-13-050259.txt
OSI SYSTEMS INC,0001039065,10-K,2013-08-16,edgar/data/1039065/0001047469-13-008515.txt
NETSOL TECHNOLOGIES INC,0001039280,10-K,2013-09-12,edgar/data/1039280/0001171843-13-003695.txt
AEHR TEST SYSTEMS,0001040470,10-K,2013-08-28,edgar/data/1040470/0001354488-13-004932.txt
APOLO GOLD & ENERGY INC.,0001040721,10-K,2013-09-24,edgar/data/1040721/0001079973-13-000565.txt
Sutor Technology Group LTD,0001041177,10-K,2013-09-20,edgar/data/1041177/0001144204-13-051732.txt
NET 1 UEPS TECHNOLOGIES INC,0001041514,10-K,2013-08-22,edgar/data/1041514/0001062993-13-004373.txt
VANGUARD HEALTH SYSTEMS INC,0001045829,10-K,2013-08-20,edgar/data/1045829/0001045829-13-000045.txt
FEDEX CORP,0001048911,10-K,2013-07-15,edgar/data/1048911/0001193125-13-290858.txt
MERCURY SYSTEMS INC,0001049521,10-K,2013-08-16,edgar/data/1049521/0001049521-13-000008.txt
SCHOOL SPECIALTY INC,0001055454,10-K,2013-08-07,edgar/data/1055454/0001193125-13-324155.txt
"bebe stores, inc.",0001059272,10-K,2013-09-19,edgar/data/1059272/0001193125-13-371790.txt
WESTERN DIGITAL CORP,0000106040,10-K,2013-08-19,edgar/data/106040/0001193125-13-338607.txt
GENERAL METALS CORP,0001060910,10-K,2013-08-13,edgar/data/1060910/0001437749-13-010610.txt
CORGENIX MEDICAL CORP/CO,0001063665,10-K,2013-09-30,edgar/data/1063665/0001047469-13-009399.txt
LIME ENERGY CO.,0001065860,10-K,2013-07-31,edgar/data/1065860/0001104659-13-058403.txt
CORINTHIAN COLLEGES INC,0001066134,10-K,2013-09-03,edgar/data/1066134/0001047469-13-008803.txt
EGAIN Corp,0001066194,10-K,2013-09-23,edgar/data/1066194/0001564590-13-000619.txt
"CRACKER BARREL OLD COUNTRY STORE, INC",0001067294,10-K,2013-09-26,edgar/data/1067294/0001140361-13-037045.txt
ASI ENTERTAINMENT INC,0001067873,10-K,2013-09-20,edgar/data/1067873/0001393905-13-000536.txt
