Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
MEDALLION FINANCIAL CORP,0001000209,MBNKO,,10-K,2023-03-10,edgar/data/1000209/0000950170-23-007273.txt
HENRY SCHEIN INC,0001000228,HSIC,,10-K,2023-02-21,edgar/data/1000228/0001000228-23-000011.txt
CORE LABORATORIES N V,0001000229,,,10-K,2023-02-10,edgar/data/1000229/0000950170-23-002412.txt
IMPAC MORTGAGE HOLDINGS INC,0001000298,IMPM,,10-K,2023-03-16,edgar/data/1000298/0001558370-23-004051.txt
"Mativ Holdings, Inc.",0001000623,MATV,,10-K,2023-03-01,edgar/data/1000623/0001000623-23-000021.txt
NOVAVAX INC,0001000694,NVAX,,10-K,2023-02-28,edgar/data/1000694/0001000694-23-000005.txt
WATERS CORP /DE/,0001000697,WAT,,10-K,2023-02-27,edgar/data/1000697/0001193125-23-050827.txt
"INSPERITY, INC.",0001000753,NSP,,10-K,2023-02-10,edgar/data/1000753/0001000753-23-000012.txt
DISH Network CORP,0001001082,,,10-K,2023-02-23,edgar/data/1001082/0001558370-23-001811.txt
TUCSON ELECTRIC POWER CO,0000100122,,,10-K,2023-02-10,edgar/data/100122/0000100122-23-000004.txt
"SANGAMO THERAPEUTICS, INC",0001001233,SGMO,,10-K,2023-02-23,edgar/data/1001233/0001628280-23-004666.txt
"TG THERAPEUTICS, INC.",0001001316,TGTX,,10-K,2023-03-01,edgar/data/1001316/0001558370-23-002610.txt
NORTHWEST PIPE CO,0001001385,NWPX,,10-K,2023-03-16,edgar/data/1001385/0001437749-23-006891.txt
"MGT CAPITAL INVESTMENTS, INC.",0001001601,MGTI,,10-K,2023-03-31,edgar/data/1001601/0001493152-23-010322.txt
"Riley Exploration Permian, Inc.",0001001614,REPX,,10-K,2023-03-08,edgar/data/1001614/0001001614-23-000011.txt
SOUTHERN COPPER CORP/,0001001838,SCCO,,10-K,2023-02-28,edgar/data/1001838/0001558370-23-002328.txt
INTEVAC INC,0001001902,,,10-K,2023-02-16,edgar/data/1001902/0001193125-23-041068.txt
AMEREN CORP,0001002910,AEE,,10-K,2023-02-22,edgar/data/1002910/0001002910-23-000053.txt
AMERICAN EXPRESS CREDIT ACCOUNT MASTER TRUST,0001003509,,,10-K,2023-03-28,edgar/data/1003509/0001193125-23-082276.txt
BCTC IV ASSIGNOR CORP,0001003815,,,10-K,2023-03-22,edgar/data/1003815/0001410578-23-000326.txt
TANGER PROPERTIES LTD PARTNERSHIP /NC/,0001004036,,,10-K,2023-02-27,edgar/data/1004036/0000899715-23-000044.txt
SOUTHERN Co GAS,0001004155,,,10-K,2023-02-16,edgar/data/1004155/0000092122-23-000012.txt
"AFFILIATED MANAGERS GROUP, INC.",0001004434,MGRE,,10-K,2023-02-17,edgar/data/1004434/0001004434-23-000010.txt
OCEANFIRST FINANCIAL CORP,0001004702,OCFC,,10-K,2023-02-24,edgar/data/1004702/0001004702-23-000017.txt
PG&E Corp,0001004980,PCG-PX,,10-K,2023-02-23,edgar/data/1004980/0001004980-23-000029.txt
"United Airlines Holdings, Inc.",0000100517,UAL,,10-K,2023-02-16,edgar/data/100517/0000100517-23-000048.txt
