Company Name,CIK,Form Type,Date Filed,Filename
WALT DISNEY CO/,0001001039,10-K,2011-11-23,edgar/data/1001039/0001193125-11-321340.txt
OYO GEOSPACE CORP,0001001115,10-K,2011-12-09,edgar/data/1001115/0001193125-11-336346.txt
ASTA FUNDING INC,0001001258,10-K,2011-12-14,edgar/data/1001258/0001193125-11-341091.txt
LEARNING TREE INTERNATIONAL INC,0001002037,10-K,2011-12-13,edgar/data/1002037/0001193125-11-339516.txt
"ABSOLUTE POTENTIAL, INC.",0001002360,10-K,2011-12-16,edgar/data/1002360/0001000096-11-000307.txt
"ABSOLUTE POTENTIAL, INC.",0001002360,10-K,2011-12-23,edgar/data/1002360/0001000096-11-000330.txt
"ABSOLUTE POTENTIAL, INC.",0001002360,10-K,2011-12-28,edgar/data/1002360/0001000096-11-000346.txt
"ABSOLUTE POTENTIAL, INC.",0001002360,10-K,2011-12-29,edgar/data/1002360/0001000096-11-000357.txt
"Nuance Communications, Inc.",0001002517,10-K,2011-11-29,edgar/data/1002517/0000950123-11-100969.txt
STAR GAS PARTNERS LP,0001002590,10-K,2011-12-07,edgar/data/1002590/0001193125-11-333567.txt
FIRST AMERICAN SCIENTIFIC CORP \NV\,0001002822,10-K,2011-10-13,edgar/data/1002822/0001002014-11-000476.txt
MSC INDUSTRIAL DIRECT CO INC,0001003078,10-K,2011-10-26,edgar/data/1003078/0001144204-11-059451.txt
HEADWATERS INC,0001003344,10-K,2011-11-18,edgar/data/1003344/0001193125-11-316813.txt
PATAPSCO BANCORP INC,0001003961,10-K,2011-10-05,edgar/data/1003961/0001144204-11-056598.txt
BARNWELL INDUSTRIES INC,0000010048,10-K,2011-12-13,edgar/data/10048/0001104659-11-069156.txt
TYSON FOODS INC,0000100493,10-K,2011-11-21,edgar/data/100493/0001193125-11-317791.txt
CONCIERGE TECHNOLOGIES INC,0001005101,10-K,2011-10-13,edgar/data/1005101/0001354488-11-003778.txt
SUBURBAN PROPANE PARTNERS LP,0001005210,10-K,2011-11-23,edgar/data/1005210/0000950123-11-100194.txt
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,10-K,2011-12-29,edgar/data/1005276/0001005276-11-000011.txt
UGI UTILITIES INC,0000100548,10-K,2011-11-21,edgar/data/100548/0001445305-11-003474.txt
IDT CORP,0001005731,10-K,2011-10-11,edgar/data/1005731/0001193125-11-268519.txt
"PURE BIOSCIENCE, INC.",0001006028,10-K,2011-10-31,edgar/data/1006028/0001079973-11-000829.txt
Homeland Security Capital CORP,0001006459,10-K,2011-10-06,edgar/data/1006459/0000950123-11-088835.txt
BROCADE COMMUNICATIONS SYSTEMS INC,0001009626,10-K,2011-12-20,edgar/data/1009626/0001193125-11-346102.txt
FACTSET RESEARCH SYSTEMS INC,0001013237,10-K,2011-10-31,edgar/data/1013237/0001193125-11-288590.txt
"Digerati Technologies, Inc.",0001014052,10-K,2011-10-31,edgar/data/1014052/0001144204-11-060308.txt
"SIRONA DENTAL SYSTEMS, INC.",0001014507,10-K,2011-11-21,edgar/data/1014507/0001193125-11-318651.txt
UNITED REFINING CO,0000101462,10-K,2011-11-29,edgar/data/101462/0001193125-11-324609.txt
"PROELITE, INC.",0001015789,10-K,2011-11-21,edgar/data/1015789/0001019687-11-003664.txt
INTEGRATED BIOPHARMA INC,0001016504,10-K,2011-10-13,edgar/data/1016504/0001016504-11-000011.txt
GENETHERA INC,0001017110,10-K,2011-11-03,edgar/data/1017110/0001017110-11-000004.txt
GENETHERA INC,0001017110,10-K,2011-11-04,edgar/data/1017110/0001017110-11-000006.txt
"NEWPORT DIGITAL TECHNOLOGIES, INC.",0001019216,10-K,2011-10-31,edgar/data/1019216/0001091818-11-000577.txt
ROFIN SINAR TECHNOLOGIES INC,0001019361,10-K,2011-11-29,edgar/data/1019361/0001157523-11-006991.txt
IMPERIAL PETROLEUM RECOVERY CORP,0001020448,10-K,2011-10-20,edgar/data/1020448/0001432093-11-000691.txt
"ASPI, INC.",0001021917,10-K,2011-10-12,edgar/data/1021917/0001065949-11-000190.txt
SIMULATIONS PLUS INC,0001023459,10-K,2011-11-29,edgar/data/1023459/0001019687-11-003728.txt
MEDIA SCIENCES INTERNATIONAL INC,0001024022,10-K,2011-10-12,edgar/data/1024022/0001070188-11-000075.txt
ROCKWELL AUTOMATION INC,0001024478,10-K,2011-11-14,edgar/data/1024478/0000950123-11-098301.txt
VALSPAR CORP,0000102741,10-K,2011-12-21,edgar/data/102741/0000897101-11-002144.txt
KMG CHEMICALS INC,0001028215,10-K,2011-10-14,edgar/data/1028215/0000950123-11-090146.txt
"Spectrum Brands, Inc.",0001028985,10-K,2011-12-08,edgar/data/1028985/0001193125-11-334790.txt
RALCORP HOLDINGS INC /MO,0001029506,10-K,2011-12-14,edgar/data/1029506/0001193125-11-341065.txt
SONIC FOUNDRY INC,0001029744,10-K,2011-11-22,edgar/data/1029744/0001193125-11-319867.txt
AMERICAN SOIL TECHNOLOGIES INC,0001031896,10-K,2011-12-29,edgar/data/1031896/0001165527-11-001245.txt
MAXIMUS INC,0001032220,10-K,2011-11-14,edgar/data/1032220/0001104659-11-063523.txt
KEYNOTE SYSTEMS INC,0001032761,10-K,2011-12-13,edgar/data/1032761/0001047469-11-010047.txt
VILLAGE SUPER MARKET INC,0000103595,10-K,2011-10-12,edgar/data/103595/0001096906-11-002364.txt
WNC HOUSING TAX CREDIT FUND VI LP SERIES 6,0001037156,10-K,2011-12-12,edgar/data/1037156/0001084067-11-000367.txt
WNC HOUSING TAX CREDIT FUND VI LP SERIES 6,0001037156,10-K,2011-12-12,edgar/data/1037156/0001084067-11-000375.txt
WNC HOUSING TAX CREDIT FUND VI LP SERIES 6,0001037156,10-K,2011-12-12,edgar/data/1037156/0001084067-11-000382.txt
WNC HOUSING TAX CREDIT FUND VI LP SERIES 6,0001037156,10-K,2011-12-12,edgar/data/1037156/0001084067-11-000391.txt
XSUNX INC,0001039466,10-K,2011-12-29,edgar/data/1039466/0001391609-11-000598.txt
UNITED REFINING CO /PA/,0001040270,10-K,2011-11-29,edgar/data/1040270/0001193125-11-324609.txt
APOLO GOLD & ENERGY INC.,0001040721,10-K,2011-10-14,edgar/data/1040721/0001079973-11-000795.txt
Sutor Technology Group LTD,0001041177,10-K,2011-10-13,edgar/data/1041177/0001144204-11-057690.txt
PRICESMART INC,0001041803,10-K,2011-11-09,edgar/data/1041803/0001041803-11-000047.txt
WALGREEN CO,0000104207,10-K,2011-10-25,edgar/data/104207/0000104207-11-000102.txt
TIER TECHNOLOGIES INC,0001045150,10-K,2011-12-06,edgar/data/1045150/0001045150-11-000085.txt
KIANTONE PIPELINE CO,0001045539,10-K,2011-11-29,edgar/data/1045539/0001193125-11-324609.txt
KWIK FIL INC,0001045540,10-K,2011-11-29,edgar/data/1045540/0001193125-11-324609.txt
KWIK FILL CORP,0001045541,10-K,2011-11-29,edgar/data/1045541/0001193125-11-324609.txt
UNITED JET CENTER INC,0001045542,10-K,2011-11-29,edgar/data/1045542/0001193125-11-324609.txt
BELL OIL CORP,0001045543,10-K,2011-11-29,edgar/data/1045543/0001193125-11-324609.txt
PPC INC,0001045544,10-K,2011-11-29,edgar/data/1045544/0001193125-11-324609.txt
