Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
"STRATA Skin Sciences, Inc.",0001051514,SSKN,,10-K,2019-10-30,edgar/data/1051514/0001051514-19-000084.txt
MARINEMAX INC,0001057060,HZO,,10-K,2019-12-03,edgar/data/1057060/0001564590-19-045148.txt
"FRESH PROMISE FOODS, INC.",0001058330,,,10-K,2019-11-22,edgar/data/1058330/0001721868-19-000564.txt
GENEREX BIOTECHNOLOGY CORP,0001059784,,,10-K,2019-11-12,edgar/data/1059784/0001607062-19-000429.txt
PEREGRINE INDUSTRIES INC,0001061164,,,10-K,2019-10-01,edgar/data/1061164/0001262463-19-000318.txt
AS-IP TECH INC,0001067873,,,10-K,2019-10-25,edgar/data/1067873/0001393905-19-000298.txt
RGC RESOURCES INC,0001069533,RGCO,,10-K,2019-12-03,edgar/data/1069533/0001069533-19-000048.txt
"SolarWindow Technologies, Inc.",0001071840,WNDW,,10-K,2019-11-18,edgar/data/1071840/0001171843-19-007635.txt
"KNOW LABS, INC.",0001074828,USBC,,10-K,2019-12-27,edgar/data/1074828/0001654954-19-014278.txt
WINNEBAGO INDUSTRIES INC,0000107687,WGO,,10-K,2019-10-23,edgar/data/107687/0000107687-19-000024.txt
BECTON DICKINSON & CO,0000010795,BDX,,10-K,2019-11-27,edgar/data/10795/0000010795-19-000044.txt
"Woodward, Inc.",0000108312,WWD,,10-K,2019-11-25,edgar/data/108312/0000108312-19-000017.txt
"Video River Networks, Inc.",0001084475,NIHK,,10-K,2019-11-22,edgar/data/1084475/0001760319-19-000031.txt
"AGILENT TECHNOLOGIES, INC.",0001090872,A,,10-K,2019-12-19,edgar/data/1090872/0001090872-19-000022.txt
"Spectrum Brands Holdings, Inc.",0000109177,SPB,,10-K,2019-11-15,edgar/data/109177/0000109177-19-000050.txt
EDGEWELL PERSONAL CARE Co,0001096752,EPC,,10-K,2019-11-26,edgar/data/1096752/0001096752-19-000041.txt
"MEDTAINER, INC.",0001096950,,,10-K,2019-12-20,edgar/data/1096950/0001721868-19-000602.txt
DESTINY MEDIA TECHNOLOGIES INC,0001099369,DSNY,,10-K,2019-11-18,edgar/data/1099369/0001062993-19-004514.txt
"Advaxis, Inc.",0001100397,ADXS,,10-K,2019-12-20,edgar/data/1100397/0001493152-19-019523.txt
"DELTA APPAREL, INC",0001101396,,,10-K,2019-11-21,edgar/data/1101396/0001437749-19-023361.txt
CABOT MICROELECTRONICS CORP,0001102934,,,10-K,2019-11-27,edgar/data/1102934/0001102934-19-000058.txt
"Crown Equity Holdings, Inc.",0001103833,CRWE,,10-K,2019-11-21,edgar/data/1103833/0001477932-19-006775.txt
SANGUI BIOTECH INTERNATIONAL INC,0001104280,,,10-K,2019-10-08,edgar/data/1104280/0001445866-19-001219.txt
"MERITOR, INC.",0001113256,,,10-K,2019-11-13,edgar/data/1113256/0001113256-19-000096.txt
"MODEL N, INC.",0001118417,,,10-K,2019-11-15,edgar/data/1118417/0001118417-19-000095.txt
BEACON ROOFING SUPPLY INC,0001124941,,,10-K,2019-11-26,edgar/data/1124941/0001564590-19-044546.txt
SPIRE INC,0001126956,SRJN,,10-K,2019-11-26,edgar/data/1126956/0001564590-19-044464.txt
"Digital Brand Media & Marketing Group, Inc.",0001127475,DBMM,,10-K,2019-11-27,edgar/data/1127475/0001185185-19-001663.txt
NEVADA CLASSIC THOROUGHBREDS INC,0001128383,,,10-K,2019-10-15,edgar/data/1128383/0001128383-19-000011.txt
INFITECH VENTURES INC,0001129096,,,10-K,2019-11-13,edgar/data/1129096/0001062993-19-004361.txt
CALAVO GROWERS INC,0001133470,CVGW,,10-K,2019-12-19,edgar/data/1133470/0001558370-19-011611.txt
"TX Holdings, Inc.",0001133798,,,10-K,2019-12-09,edgar/data/1133798/0001437749-19-024029.txt
"POWER SOLUTIONS INTERNATIONAL, INC.",0001137091,PSIX,,10-K,2019-12-27,edgar/data/1137091/0001628280-19-015322.txt
"Novo Integrated Sciences, Inc.",0001138978,NVOS,,10-K,2019-11-20,edgar/data/1138978/0001493152-19-018107.txt
AMERISOURCEBERGEN CORP,0001140859,COR,,10-K,2019-11-19,edgar/data/1140859/0001140859-19-000040.txt
GLADSTONE CAPITAL CORP,0001143513,GLAD,,10-K,2019-11-13,edgar/data/1143513/0001193125-19-290988.txt
ACUITY BRANDS INC,0001144215,AYI,,10-K,2019-10-29,edgar/data/1144215/0001144215-19-000114.txt
HENNESSY ADVISORS INC,0001145255,HNNAZ,,10-K,2019-12-03,edgar/data/1145255/0001193125-19-305328.txt
"Sundance Strategies, Inc.",0001171838,SUND,,10-K,2019-10-16,edgar/data/1171838/0001493152-19-015587.txt
TD AMERITRADE HOLDING CORP,0001173431,,,10-K,2019-11-15,edgar/data/1173431/0001173431-19-000117.txt
ORAMED PHARMACEUTICALS INC.,0001176309,ORMP,,10-K,2019-11-27,edgar/data/1176309/0001213900-19-024940.txt
ENANTA PHARMACEUTICALS INC,0001177648,ENTA,,10-K,2019-11-27,edgar/data/1177648/0001564590-19-044729.txt
FLANIGANS ENTERPRISES INC,0000012040,BDL,,10-K,2019-12-20,edgar/data/12040/0001174947-19-001315.txt
GOLDEN GRAIN ENERGY,0001206942,,,10-K,2019-12-20,edgar/data/1206942/0001206942-19-000020.txt
SPDR GOLD TRUST,0001222333,GLD,,10-K,2019-11-25,edgar/data/1222333/0001193125-19-299966.txt
Cyber Apps World,0001230524,LEEN,,10-K,2019-10-29,edgar/data/1230524/0001731122-19-000637.txt
LIQUIDITY SERVICES INC,0001235468,LQDT,,10-K,2019-12-10,edgar/data/1235468/0001235468-19-000042.txt
TransDigm Group INC,0001260221,TDG,,10-K,2019-11-19,edgar/data/1260221/0001260221-19-000043.txt
UNIVERSAL TECHNICAL INSTITUTE INC,0001261654,UTI,,10-K,2019-12-06,edgar/data/1261654/0001261654-19-000060.txt
"T-REX OIL, INC.",0001287900,,,10-K,2019-12-04,edgar/data/1287900/0001065949-19-000186.txt
"PARKS AMERICA, INC",0001297937,PRKA,,10-K,2019-12-12,edgar/data/1297937/0001078782-19-000906.txt
HQDA ELDERLY LIFE NETWORK CORP.,0001304730,,,10-K,2019-10-25,edgar/data/1304730/0001493152-19-015971.txt
"Dolby Laboratories, Inc.",0001308547,DLB,,10-K,2019-11-25,edgar/data/1308547/0001628280-19-014472.txt
China Foods Holdings Ltd.,0001310630,CFOO,,10-K,2019-12-31,edgar/data/1310630/0001493152-19-019900.txt
ANAVEX LIFE SCIENCES CORP.,0001314052,AVXL,,10-K,2019-12-16,edgar/data/1314052/0001731122-19-000784.txt
Sonos Inc,0001314727,SONO,,10-K,2019-11-26,edgar/data/1314727/0001314727-19-000038.txt
Warner Music Group Corp.,0001319161,WMG,,10-K,2019-11-27,edgar/data/1319161/0001319161-19-000010.txt
"Advanced BioEnergy, LLC",0001325740,,,10-K,2019-12-30,edgar/data/1325740/0001564590-19-047147.txt
Baying Ecological Holding Group Inc.,0001333519,,,10-K,2019-10-02,edgar/data/1333519/0001477932-19-005657.txt
SemiLEDs Corp,0001333822,LEDS,,10-K,2019-11-20,edgar/data/1333822/0001564590-19-043920.txt
URANIUM ENERGY CORP,0001334933,UEC,,10-K,2019-10-15,edgar/data/1334933/0001437749-19-020004.txt
"Magyar Bancorp, Inc.",0001337068,MGYR,,10-K,2019-12-19,edgar/data/1337068/0001174947-19-001311.txt
Viacom Inc.,0001339947,,,10-K,2019-11-14,edgar/data/1339947/0001339947-19-000043.txt
"GULFSLOPE ENERGY, INC.",0001341726,,,10-K,2019-12-30,edgar/data/1341726/0001580695-19-000500.txt
Cannabics Pharmaceuticals Inc.,0001343009,CNBX,,10-K,2019-11-29,edgar/data/1343009/0001683168-19-003852.txt
Enertopia Corp.,0001346022,ENRT,,10-K,2019-11-27,edgar/data/1346022/0001062993-19-004611.txt
Lexaria Bioscience Corp.,0001348362,LEXX,,10-K,2019-11-14,edgar/data/1348362/0001640334-19-002303.txt
"Lincolnway Energy, LLC",0001350420,,,10-K,2019-12-30,edgar/data/1350420/0001350420-19-000009.txt
"Mueller Water Products, Inc.",0001350593,MWA,,10-K,2019-11-20,edgar/data/1350593/0001350593-19-000064.txt
Cardinal Ethanol LLC,0001352081,,,10-K,2019-11-22,edgar/data/1352081/0001352081-19-000030.txt
RedHawk Holdings Corp.,0001353406,,,10-K,2019-10-15,edgar/data/1353406/0001753926-19-000210.txt
Energy Services of America CORP,0001357971,ESOA,,10-K,2019-12-20,edgar/data/1357971/0001104659-19-074753.txt
"RED TRAIL ENERGY, LLC",0001359687,,,10-K,2019-12-20,edgar/data/1359687/0001359687-19-000017.txt
"AMYRIS, INC.",0001365916,,,10-K,2019-10-01,edgar/data/1365916/0001171843-19-006229.txt
"Sally Beauty Holdings, Inc.",0001368458,SBH,,10-K,2019-11-25,edgar/data/1368458/0001564590-19-044262.txt
Petrolia Energy Corp,0001368637,,,10-K,2019-10-16,edgar/data/1368637/0001493152-19-015549.txt
"Gryphon Resources, Inc.",0001372954,,,10-K,2019-11-12,edgar/data/1372954/0001017386-19-000298.txt
Indigenous Roots Corp.,0001373690,,,10-K,2019-10-24,edgar/data/1373690/0001640334-19-002106.txt
"Luvu Brands, Inc.",0001374567,LUVU,,10-K,2019-10-11,edgar/data/1374567/0001017386-19-000274.txt
"Super Micro Computer, Inc.",0001375365,SMCI,,10-K,2019-12-19,edgar/data/1375365/0001375365-19-000079.txt
"Amazing Energy Oil & Gas, Co.",0001375618,,,10-K,2019-11-13,edgar/data/1375618/0001199835-19-000034.txt
"Cavitation Technologies, Inc.",0001376793,CVAT,,10-K,2019-10-15,edgar/data/1376793/0001683168-19-003250.txt
Tennessee Valley Authority,0001376986,TVC,,10-K,2019-11-15,edgar/data/1376986/0001376986-19-000037.txt
Toga Ltd,0001378125,,,10-K,2019-11-14,edgar/data/1378125/0001640334-19-002299.txt
"Bridgeline Digital, Inc.",0001378590,BLIN,,10-K,2019-12-27,edgar/data/1378590/0001437749-19-024964.txt
"Wesco Aircraft Holdings, Inc",0001378718,,,10-K,2019-11-26,edgar/data/1378718/0001378718-19-000046.txt
"BERRY GLOBAL GROUP, INC.",0001378992,,,10-K,2019-11-22,edgar/data/1378992/0001140361-19-021238.txt
TFS Financial CORP,0001381668,TFSL,,10-K,2019-11-26,edgar/data/1381668/0001381668-19-000087.txt
"ESSA Bancorp, Inc.",0001382230,,,10-K,2019-12-16,edgar/data/1382230/0001564590-19-046041.txt
Fortem Resources Inc.,0001382231,,,10-K,2019-10-18,edgar/data/1382231/0001493152-19-015696.txt
PENNANTPARK INVESTMENT CORP,0001383414,PNNT,,10-K,2019-11-21,edgar/data/1383414/0001564590-19-044110.txt
TE Connectivity Ltd.,0001385157,TEL,,10-K,2019-11-12,edgar/data/1385157/0001558370-19-010758.txt
"Tongji Healthcare Group, Inc.",0001389518,,,10-K,2019-11-21,edgar/data/1389518/0001262463-19-000415.txt
Optex Systems Holdings Inc,0001397016,OPXS,,10-K,2019-12-16,edgar/data/1397016/0001493152-19-019283.txt
VISA INC.,0001403161,V,,10-K,2019-11-14,edgar/data/1403161/0001403161-19-000050.txt
Samson Oil & Gas LTD,0001404079,,,10-K,2019-10-15,edgar/data/1404079/0001104659-19-054152.txt
"THC Therapeutics, Inc.",0001404935,,,10-K,2019-11-14,edgar/data/1404935/0001477932-19-006512.txt
Forestar Group Inc.,0001406587,FOR,,10-K,2019-11-21,edgar/data/1406587/0001406587-19-000036.txt
Bunker Hill Mining Corp.,0001407583,BHLL,,10-K,2019-10-18,edgar/data/1407583/0001493152-19-015627.txt
"WECONNECT Tech International, Inc.",0001409175,,,10-K,2019-10-29,edgar/data/1409175/0001683168-19-003381.txt
"Bespoke Extracts, Inc.",0001409197,BSPK,,10-K,2019-12-16,edgar/data/1409197/0001213900-19-026230.txt
"MCTC Holdings, Inc.",0001413488,,,10-K,2019-10-21,edgar/data/1413488/0001079974-19-000543.txt
Concrete Leveling Systems Inc,0001414382,CLEV,,10-K,2019-10-29,edgar/data/1414382/0001165527-19-000175.txt
Oaktree Specialty Lending Corp,0001414932,OCSL,,10-K,2019-11-20,edgar/data/1414932/0001414932-19-000017.txt
"Hillenbrand, Inc.",0001417398,HI,,10-K,2019-11-13,edgar/data/1417398/0001417398-19-000037.txt
Avaya Holdings Corp.,0001418100,,,10-K,2019-11-29,edgar/data/1418100/0001418100-19-000132.txt
Almost Never Films Inc.,0001422768,,,10-K,2019-10-15,edgar/data/1422768/0001640334-19-002047.txt
Quanex Building Products CORP,0001423221,NX,,10-K,2019-12-12,edgar/data/1423221/0001423221-19-000018.txt
"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",0001424844,,,10-K,2019-12-20,edgar/data/1424844/0001424844-19-000013.txt
Rise Gold Corp.,0001424864,RYES,,10-K,2019-10-29,edgar/data/1424864/0001273511-19-000092.txt
THERAPY CELLS INC,0001429859,,,10-K,2019-10-03,edgar/data/1429859/0001683168-19-003154.txt
THERAPY CELLS INC,0001429859,,,10-K,2019-10-11,edgar/data/1429859/0001683168-19-003240.txt
Pharmagreen Biotech Inc.,0001435181,PHBI,,10-K,2019-12-30,edgar/data/1435181/0001273511-19-000126.txt
"First Savings Financial Group, Inc.",0001435508,FSFG,,10-K,2019-12-16,edgar/data/1435508/0001104659-19-072964.txt
"Golden Matrix Group, Inc.",0001437925,GMGI,,10-K,2019-10-23,edgar/data/1437925/0001477932-19-006002.txt
ALJ REGIONAL HOLDINGS INC,0001438731,,,10-K,2019-12-23,edgar/data/1438731/0001564590-19-046710.txt
"Bakhu Holdings, Corp.",0001440153,,,10-K,2019-11-13,edgar/data/1440153/0001391609-19-000171.txt
"WEARABLE HEALTH SOLUTIONS, INC.",0001443089,,,10-K,2019-10-23,edgar/data/1443089/0001683168-19-003345.txt
GREEN HYGIENICS HOLDINGS INC.,0001443388,,,10-K,2019-11-13,edgar/data/1443388/0001165527-19-000187.txt
ONCOSEC MEDICAL Inc,0001444307,,,10-K,2019-10-28,edgar/data/1444307/0001493152-19-016036.txt
"Xiamen Lutong International Travel Agency Co., Ltd.",0001445175,,,10-K,2019-10-15,edgar/data/1445175/0001731122-19-000604.txt
Texas Mineral Resources Corp.,0001445942,TMRC,,10-K,2019-11-27,edgar/data/1445942/0001580695-19-000462.txt
"GROW CAPITAL, INC.",0001448558,,,10-K,2019-10-15,edgar/data/1448558/0001445866-19-001243.txt
"ENTEST GROUP, INC.",0001449447,,,10-K,2019-12-20,edgar/data/1449447/0001640334-19-002635.txt
LNPR GROUP INC.,0001454510,,,10-K,2019-11-27,edgar/data/1454510/0001683168-19-003832.txt
LNPR GROUP INC.,0001454510,,,10-K,2019-11-27,edgar/data/1454510/0001683168-19-003840.txt
"MJ Holdings, Inc.",0001456857,,,10-K,2019-10-16,edgar/data/1456857/0001213900-19-020407.txt
Accenture plc,0001467373,ACN,,10-K,2019-10-29,edgar/data/1467373/0001467373-19-000339.txt
"Mi1 Global Telco., Inc.",0001469038,,,10-K,2019-10-11,edgar/data/1469038/0001683168-19-003234.txt
"XT Energy Group, Inc.",0001472468,,,10-K,2019-10-15,edgar/data/1472468/0001213900-19-020379.txt
"Wall Street Media Co, Inc.",0001473490,GLAI,,10-K,2019-11-01,edgar/data/1473490/0001493152-19-016353.txt
"GOLUB CAPITAL BDC, Inc.",0001476765,GBDC,,10-K,2019-11-25,edgar/data/1476765/0001476765-19-000106.txt
Hartford Great Health Corp.,0001482554,HFUS,,10-K,2019-11-14,edgar/data/1482554/0001079973-19-000591.txt
Medley Capital Corp,0001490349,PFXNZ,,10-K,2019-12-16,edgar/data/1490349/0001490349-19-000027.txt
"Capitol Federal Financial, Inc.",0001490906,CFFN,,10-K,2019-11-27,edgar/data/1490906/0001490906-19-000070.txt
"MACOM Technology Solutions Holdings, Inc.",0001493594,MTSI,,10-K,2019-11-26,edgar/data/1493594/0001493594-19-000064.txt
"Ascena Retail Group, Inc.",0001498301,,,10-K,2019-10-10,edgar/data/1498301/0001498301-19-000092.txt
NEUROONE MEDICAL TECHNOLOGIES Corp,0001500198,NMTC,,10-K,2019-12-20,edgar/data/1500198/0001213900-19-026720.txt
"AngioSoma, Inc.",0001502152,,,10-K,2019-12-31,edgar/data/1502152/0001185185-19-001771.txt
"CX Network Group, Inc.",0001502557,KPEA,,10-K,2019-12-30,edgar/data/1502557/0001213900-19-027150.txt
"Digipath, Inc.",0001502966,FUNI,,10-K,2019-12-31,edgar/data/1502966/0001493152-19-019894.txt
PennantPark Floating Rate Capital Ltd.,0001504619,PFLT,,10-K,2019-11-20,edgar/data/1504619/0001564590-19-043972.txt
"Citius Pharmaceuticals, Inc.",0001506251,CTXR,,10-K,2019-12-16,edgar/data/1506251/0001213900-19-026259.txt
"VERDE RESOURCES, INC.",0001506929,VRDR,,10-K,2019-10-11,edgar/data/1506929/0001640334-19-002016.txt
"Inspired Builders, Inc.",0001509786,,,10-K,2019-11-12,edgar/data/1509786/0001213900-19-022874.txt
Globe Net Wireless Corp.,0001511820,STEK,,10-K,2019-12-13,edgar/data/1511820/0001493152-19-019136.txt
"Propanc Biopharma, Inc.",0001517681,PPCB,,10-K,2019-10-15,edgar/data/1517681/0001493152-19-015529.txt
Global Seed Corp,0001524829,,,10-K,2019-10-15,edgar/data/1524829/0001213900-19-020346.txt
"mCig, Inc.",0001525852,,,10-K,2019-11-19,edgar/data/1525852/0001662252-19-000059.txt
"Generation NEXT Franchise Brands, Inc.",0001526689,,,10-K,2019-10-16,edgar/data/1526689/0001640334-19-002050.txt
"NuZee, Inc.",0001527613,IMG,,10-K,2019-12-26,edgar/data/1527613/0001376474-19-000307.txt
"Saleen Automotive, Inc.",0001528098,,,10-K,2019-10-04,edgar/data/1528098/0001493152-19-015009.txt
Apawthecary Pets USA,0001528697,,,10-K,2019-12-13,edgar/data/1528697/0001477932-19-007080.txt
"Darkstar Ventures, Inc.",0001530163,,,10-K,2019-11-12,edgar/data/1530163/0001213900-19-022775.txt
"Artisan Consumer Goods, Inc.",0001530425,ARRT,,10-K,2019-10-22,edgar/data/1530425/0001477932-19-005989.txt
"Post Holdings, Inc.",0001530950,POST,,10-K,2019-11-22,edgar/data/1530950/0001530950-19-000262.txt
"Ameri Metro, Inc. (formerly Yellowwood)",0001534155,,,10-K,2019-10-15,edgar/data/1534155/0001534155-19-000004.txt
Service Team Inc.,0001535635,,,10-K,2019-12-13,edgar/data/1535635/0001079973-19-000639.txt
"Arch Therapeutics, Inc.",0001537561,,,10-K,2019-11-19,edgar/data/1537561/0001104659-19-065500.txt
HAMMER FIBER OPTICS HOLDINGS CORP,0001539680,HMMR,,10-K,2019-11-14,edgar/data/1539680/0001078782-19-000853.txt
"Natural Grocers by Vitamin Cottage, Inc.",0001547459,NGVC,,10-K,2019-12-05,edgar/data/1547459/0001437749-19-023923.txt
"Notis Global, Inc.",0001547996,,,10-K,2019-11-27,edgar/data/1547996/0001493152-19-018486.txt
"Grand Perfecta, Inc.",0001550053,,,10-K,2019-12-18,edgar/data/1550053/0001683168-19-004026.txt
"MALVERN BANCORP, INC.",0001550603,,,10-K,2019-12-16,edgar/data/1550603/0001564590-19-046063.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-06,edgar/data/1554054/0001214659-19-007601.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-26,edgar/data/1554054/0001214659-19-007945.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-26,edgar/data/1554054/0001214659-19-007949.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-26,edgar/data/1554054/0001214659-19-007954.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-26,edgar/data/1554054/0001214659-19-007983.txt
AMPERICO CORP,0001554054,,,10-K,2019-12-30,edgar/data/1554054/0001214659-19-008021.txt
Emerge Energy Services LP,0001555177,,,10-K,2019-10-18,edgar/data/1555177/0001564590-19-037153.txt
"Tianci International, Inc.",0001557798,CIIT,,10-K,2019-10-10,edgar/data/1557798/0001683168-19-003220.txt
PETROTEQ ENERGY INC.,0001561180,,,10-K,2019-12-16,edgar/data/1561180/0001213900-19-026294.txt
"APPYEA, INC",0001568969,APYP,,10-K,2019-10-18,edgar/data/1568969/0001640334-19-002076.txt
BIGFOOT PROJECT INVESTMENTS INC,0001569568,,,10-K,2019-12-09,edgar/data/1569568/0001493152-19-018899.txt
"Zero Gravity Solutions, Inc.",0001574186,,,10-K,2019-10-17,edgar/data/1574186/0001437749-19-020155.txt
Bionovate Technologies Corp.,0001575420,,,10-K,2019-12-11,edgar/data/1575420/0001640334-19-002567.txt
AMERICAN BATTERY METALS CORP,0001576873,ABAT,,10-K,2019-12-27,edgar/data/1576873/0001078782-19-000954.txt
"Stitch Fix, Inc.",0001576942,SFIX,,10-K,2019-10-02,edgar/data/1576942/0001576942-19-000013.txt
Oaktree Strategic Income Corp,0001577791,,,10-K,2019-11-20,edgar/data/1577791/0001577791-19-000017.txt
"PRUDENTIAL BANCORP, INC.",0001578776,,,10-K,2019-12-16,edgar/data/1578776/0001104659-19-072989.txt
Twist Bioscience Corp,0001581280,TWST,,10-K,2019-12-13,edgar/data/1581280/0001193125-19-313115.txt
Freedom Leaf Inc.,0001581545,,,10-K,2019-11-14,edgar/data/1581545/0001683168-19-003615.txt
Corning Natural Gas Holding Corp,0001582244,,,10-K,2019-12-23,edgar/data/1582244/0001582244-19-000049.txt
Aramark,0001584509,ARMK,,10-K,2019-11-26,edgar/data/1584509/0001584509-19-000237.txt
Blue Bird Corp,0001589526,BLBD,,10-K,2019-12-12,edgar/data/1589526/0001589526-19-000054.txt
"BALLY, CORP.",0001591565,,,10-K,2019-12-17,edgar/data/1591565/0001640334-19-002605.txt
"SB/RH Holdings, LLC",0001592706,,,10-K,2019-11-15,edgar/data/1592706/0000109177-19-000050.txt
"NightFood Holdings, Inc.",0001593001,NGTF,,10-K,2019-10-15,edgar/data/1593001/0001213900-19-020355.txt
"Keysight Technologies, Inc.",0001601046,KEYS,,10-K,2019-12-18,edgar/data/1601046/0001601046-19-000110.txt
Agentix Corp.,0001603345,AGTX,,10-K,2019-12-05,edgar/data/1603345/0001477932-19-006966.txt
CABOT CORP,0000016040,CBT,,10-K,2019-11-22,edgar/data/16040/0001564590-19-044207.txt
"KushCo Holdings, Inc.",0001604627,,,10-K,2019-11-12,edgar/data/1604627/0001104659-19-062648.txt
Evoqua Water Technologies Corp.,0001604643,,,10-K,2019-11-25,edgar/data/1604643/0001604643-19-000032.txt
AB INTERNATIONAL GROUP CORP.,0001605331,AERA,,10-K,2019-10-22,edgar/data/1605331/0001663577-19-000384.txt
LUBYS INC,0000016099,,,10-K,2019-11-26,edgar/data/16099/0000016099-19-000084.txt
"Great Western Bancorp, Inc.",0001613665,,,10-K,2019-11-27,edgar/data/1613665/0001613665-19-000060.txt
TRENDMAKER INC. LTD.,0001613685,,,10-K,2019-10-11,edgar/data/1613685/0001493152-19-015395.txt
"SMART Global Holdings, Inc.",0001616533,PENG,,10-K,2019-11-06,edgar/data/1616533/0001564590-19-041109.txt
"PATRIOT TRANSPORTATION HOLDING, INC.",0001616741,,,10-K,2019-12-11,edgar/data/1616741/0000844059-19-000015.txt
LEGACY VENTURES INTERNATIONAL INC.,0001616788,,,10-K,2019-10-11,edgar/data/1616788/0001079974-19-000525.txt
LEPOTA INC,0001617351,,,10-K,2019-10-28,edgar/data/1617351/0001617351-19-000008.txt
World Gold Trust,0001618181,GLDW,,10-K,2019-12-10,edgar/data/1618181/0001193125-19-310359.txt
"Walgreens Boots Alliance, Inc.",0001618921,,,10-K,2019-10-28,edgar/data/1618921/0001618921-19-000069.txt
Summit Networks Inc.,0001619096,SNTW,,10-K,2019-12-09,edgar/data/1619096/0001091818-19-000318.txt
PANAMERA HEALTHCARE Corp,0001620749,PHCI,,10-K,2019-10-29,edgar/data/1620749/0001640334-19-002130.txt
"ARTELO BIOSCIENCES, INC.",0001621221,ARTL,,10-K,2019-11-25,edgar/data/1621221/0001640334-19-002443.txt
HEAVENSTONE CORP,0001624025,,,10-K,2019-11-25,edgar/data/1624025/0001104659-19-066998.txt
"Odyssey Group International, Inc.",0001626644,ODYY,,10-K,2019-10-23,edgar/data/1626644/0001683168-19-003350.txt
