Company Name,CIK,Ticker,CUSIP,Form Type,Date Filed,Filename
SANDISK CORP,0001000180,,,10-K,2016-02-12,edgar/data/1000180/0001000180-16-000068.txt
MEDALLION FINANCIAL CORP,0001000209,MBNKO,,10-K,2016-03-07,edgar/data/1000209/0001193125-16-495428.txt
HENRY SCHEIN INC,0001000228,HSIC,,10-K,2016-02-10,edgar/data/1000228/0001000228-16-000042.txt
CORE LABORATORIES N V,0001000229,,,10-K,2016-02-12,edgar/data/1000229/0001000229-16-000149.txt
OPTICAL CABLE CORP,0001000230,OCC,,10-K,2016-01-28,edgar/data/1000230/0001437749-16-024214.txt
KENTUCKY BANCSHARES INC /KY/,0001000232,,,10-K,2016-03-30,edgar/data/1000232/0001104659-16-108555.txt
IMPAC MORTGAGE HOLDINGS INC,0001000298,IMPM,,10-K,2016-03-11,edgar/data/1000298/0001047469-16-011036.txt
SCHWEITZER MAUDUIT INTERNATIONAL INC,0001000623,MATV,,10-K,2016-02-26,edgar/data/1000623/0001000623-16-000141.txt
BLONDER TONGUE LABORATORIES INC,0001000683,,,10-K,2016-03-30,edgar/data/1000683/0001144204-16-091323.txt
NOVAVAX INC,0001000694,NVAX,,10-K,2016-02-29,edgar/data/1000694/0001144204-16-084770.txt
WATERS CORP /DE/,0001000697,WAT,,10-K,2016-02-26,edgar/data/1000697/0001193125-16-480594.txt
"INSPERITY, INC.",0001000753,NSP,,10-K,2016-02-12,edgar/data/1000753/0001000753-16-000075.txt
DISH Network CORP,0001001082,,,10-K,2016-02-18,edgar/data/1001082/0001558370-16-003267.txt
BROADWAY FINANCIAL CORP \DE\,0001001171,BYFC,,10-K,2016-03-28,edgar/data/1001171/0001047469-16-011660.txt
TUCSON ELECTRIC POWER CO,0000100122,,,10-K,2016-02-18,edgar/data/100122/0000100122-16-000034.txt
SANGAMO BIOSCIENCES INC,0001001233,SGMO,,10-K,2016-02-18,edgar/data/1001233/0001564590-16-012882.txt
LEXMARK INTERNATIONAL INC /KY/,0001001288,,,10-K,2016-02-29,edgar/data/1001288/0001001288-16-000062.txt
"TG THERAPEUTICS, INC.",0001001316,TGTX,,10-K,2016-03-15,edgar/data/1001316/0001144204-16-088155.txt
NORTHWEST PIPE CO,0001001385,NWPX,,10-K,2016-03-04,edgar/data/1001385/0001437749-16-026859.txt
"Acacia Diversified Holdings, Inc.",0001001463,,,10-K,2016-02-12,edgar/data/1001463/0001185185-16-003668.txt
