Company Name,CIK,Form Type,Date Filed,Filename
AIR INDUSTRIES GROUP,0001009891,10-K,2020-03-27,edgar/data/1009891/0001213900-20-007657.txt
SIGA TECHNOLOGIES INC,0001010086,10-K,2020-03-05,edgar/data/1010086/0001010086-20-000006.txt
SYKES ENTERPRISES INC,0001010612,10-K,2020-02-27,edgar/data/1010612/0001564590-20-007363.txt
"CYNERGISTEK, INC",0001011432,10-K,2020-03-30,edgar/data/1011432/0001445866-20-000277.txt
"Medical Information Technology, Inc.",0001011452,10-K,2020-01-31,edgar/data/1011452/0001011452-20-000002.txt
Golden Minerals Co,0001011509,10-K,2020-02-27,edgar/data/1011509/0001558370-20-001509.txt
KNOLL INC,0001011570,10-K,2020-02-21,edgar/data/1011570/0001011570-20-000010.txt
MUFG Americas Holdings Corp,0001011659,10-K,2020-02-26,edgar/data/1011659/0001628280-20-002326.txt
UNITED FIRE GROUP INC,0000101199,10-K,2020-02-28,edgar/data/101199/0000101199-20-000032.txt
RUSH ENTERPRISES INC \TX\,0001012019,10-K,2020-02-26,edgar/data/1012019/0001437749-20-003589.txt
SEALED AIR CORP/DE,0001012100,10-K,2020-03-02,edgar/data/1012100/0001628280-20-002658.txt
AVADEL PHARMACEUTICALS PLC,0001012477,10-K,2020-03-16,edgar/data/1012477/0001012477-20-000007.txt
FBL FINANCIAL GROUP INC,0001012771,10-K,2020-02-26,edgar/data/1012771/0001012771-20-000009.txt
UNITED GUARDIAN INC,0000101295,10-K,2020-03-26,edgar/data/101295/0001171843-20-002021.txt
NORWOOD FINANCIAL CORP,0001013272,10-K,2020-03-13,edgar/data/1013272/0001193125-20-072309.txt
ANSYS INC,0001013462,10-K,2020-02-27,edgar/data/1013462/0001013462-20-000004.txt
BJs RESTAURANTS INC,0001013488,10-K,2020-02-25,edgar/data/1013488/0001564590-20-006165.txt
ENDOLOGIX INC /DE/,0001013606,10-K,2020-03-11,edgar/data/1013606/0001013606-20-000026.txt
"Wilhelmina International, Inc.",0001013706,10-K,2020-03-30,edgar/data/1013706/0001171843-20-002129.txt
UMB FINANCIAL CORP,0000101382,10-K,2020-02-27,edgar/data/101382/0001564590-20-007046.txt
PEGASYSTEMS INC,0001013857,10-K,2020-02-12,edgar/data/1013857/0001013857-20-000007.txt
"NRG ENERGY, INC.",0001013871,10-K,2020-02-27,edgar/data/1013871/0001013871-20-000013.txt
"TTEC Holdings, Inc.",0001013880,10-K,2020-03-04,edgar/data/1013880/0001558370-20-002033.txt
"Strategic Education, Inc.",0001013934,10-K,2020-03-02,edgar/data/1013934/0001013934-20-000004.txt
VERISIGN INC/CA,0001014473,10-K,2020-02-14,edgar/data/1014473/0001014473-20-000006.txt
"Option Care Health, Inc.",0001014739,10-K,2020-03-05,edgar/data/1014739/0001014739-20-000013.txt
AMARILLO BIOSCIENCES INC,0001014763,10-K,2020-03-30,edgar/data/1014763/0001437749-20-006575.txt
WINTRUST FINANCIAL CORP,0001015328,10-K,2020-02-28,edgar/data/1015328/0001015328-20-000067.txt
AWARE INC /MA/,0001015739,10-K,2020-02-18,edgar/data/1015739/0001104659-20-022309.txt
E TRADE FINANCIAL CORP,0001015780,10-K,2020-02-19,edgar/data/1015780/0001015780-20-000065.txt
US ENERGY CORP,0000101594,10-K,2020-03-30,edgar/data/101594/0001493152-20-005194.txt
"ANTARES PHARMA, INC.",0001016169,10-K,2020-03-03,edgar/data/1016169/0001564590-20-008465.txt
CARRIAGE SERVICES INC,0001016281,10-K,2020-02-28,edgar/data/1016281/0001016281-20-000035.txt
GENETHERA INC,0001017110,10-K,2020-02-27,edgar/data/1017110/0001654954-20-001984.txt
TRANSACT TECHNOLOGIES INC,0001017303,10-K,2020-03-16,edgar/data/1017303/0001017303-20-000012.txt
"SEELOS THERAPEUTICS, INC.",0001017491,10-K,2020-03-17,edgar/data/1017491/0001136261-20-000092.txt
PAID INC,0001017655,10-K,2020-03-30,edgar/data/1017655/0001654954-20-003514.txt
DOVER MOTORSPORTS INC,0001017673,10-K,2020-03-05,edgar/data/1017673/0001104659-20-029718.txt
MARATHON OIL CORP,0000101778,10-K,2020-02-20,edgar/data/101778/0000101778-20-000023.txt
WILLIS LEASE FINANCE CORP,0001018164,10-K,2020-03-12,edgar/data/1018164/0001018164-20-000008.txt
UNITED DOMINION REALTY L P,0001018254,10-K,2020-02-18,edgar/data/1018254/0000074208-20-000031.txt
UNITED TECHNOLOGIES CORP /DE/,0000101829,10-K,2020-02-06,edgar/data/101829/0000101829-20-000013.txt
ENTERPRISE BANCORP INC /MA/,0001018399,10-K,2020-03-10,edgar/data/1018399/0001018399-20-000019.txt
AMAZON COM INC,0001018724,10-K,2020-01-31,edgar/data/1018724/0001018724-20-000004.txt
ABERCROMBIE & FITCH CO /DE/,0001018840,10-K,2020-03-31,edgar/data/1018840/0001018840-20-000021.txt
ALLEGHENY TECHNOLOGIES INC,0001018963,10-K,2020-02-25,edgar/data/1018963/0001018963-20-000004.txt
AMERISAFE INC,0001018979,10-K,2020-02-25,edgar/data/1018979/0001564590-20-006372.txt
"PENSKE AUTOMOTIVE GROUP, INC.",0001019849,10-K,2020-02-21,edgar/data/1019849/0001558370-20-001163.txt
UNIVERSAL ELECTRONICS INC,0000101984,10-K,2020-03-16,edgar/data/101984/0000101984-20-000009.txt
CERUS CORP,0001020214,10-K,2020-02-21,edgar/data/1020214/0001564590-20-005756.txt
IRON MOUNTAIN INC,0001020569,10-K,2020-02-13,edgar/data/1020569/0001020569-20-000029.txt
DXP ENTERPRISES INC,0001020710,10-K,2020-03-13,edgar/data/1020710/0001020710-20-000015.txt
"BBQ HOLDINGS, INC.",0001021270,10-K,2020-03-27,edgar/data/1021270/0001558370-20-003261.txt
"NU SKIN ENTERPRISES, INC.",0001021561,10-K,2020-02-13,edgar/data/1021561/0001140361-20-002997.txt
ON TRACK INNOVATIONS LTD,0001021604,10-K,2020-03-24,edgar/data/1021604/0001213900-20-007241.txt
OGE ENERGY CORP.,0001021635,10-K,2020-02-27,edgar/data/1021635/0001021635-20-000016.txt
NATIONAL OILWELL VARCO INC,0001021860,10-K,2020-02-13,edgar/data/1021860/0001564590-20-004552.txt
QUEST DIAGNOSTICS INC,0001022079,10-K,2020-02-20,edgar/data/1022079/0001022079-20-000017.txt
UNIVEST FINANCIAL Corp,0000102212,10-K,2020-02-28,edgar/data/102212/0000102212-20-000017.txt
GENESIS ENERGY LP,0001022321,10-K,2020-02-27,edgar/data/1022321/0001022321-20-000026.txt
SIMON PROPERTY GROUP L P /DE/,0001022344,10-K,2020-02-21,edgar/data/1022344/0001558370-20-001135.txt
CIPHERLOC Corp,0001022505,10-K,2020-01-10,edgar/data/1022505/0001493152-20-000463.txt
INSEEGO CORP.,0001022652,10-K,2020-03-16,edgar/data/1022652/0001022652-20-000007.txt
STEEL DYNAMICS INC,0001022671,10-K,2020-02-27,edgar/data/1022671/0001558370-20-001641.txt
ANI PHARMACEUTICALS INC,0001023024,10-K,2020-02-27,edgar/data/1023024/0001104659-20-025744.txt
LITHIA MOTORS INC,0001023128,10-K,2020-02-21,edgar/data/1023128/0001023128-20-000018.txt
"FORRESTER RESEARCH, INC.",0001023313,10-K,2020-03-13,edgar/data/1023313/0001564590-20-010647.txt
"AutoWeb, Inc.",0001023364,10-K,2020-03-27,edgar/data/1023364/0001654954-20-003358.txt
AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,0001023458,10-K,2020-03-30,edgar/data/1023458/0000931755-20-000010.txt
"SG BLOCKS, INC.",0001023994,10-K,2020-03-30,edgar/data/1023994/0001213900-20-008003.txt
"Carnegie Development, Inc",0001024095,10-K,2020-02-18,edgar/data/1024095/0001477932-20-000773.txt
TENNECO INC,0001024725,10-K,2020-03-02,edgar/data/1024725/0001024725-20-000004.txt
"HELIOS TECHNOLOGIES, INC.",0001024795,10-K,2020-02-25,edgar/data/1024795/0001564590-20-006215.txt
W. P. Carey Inc.,0001025378,10-K,2020-02-21,edgar/data/1025378/0001025378-20-000011.txt
EARTHSTONE ENERGY INC,0000010254,10-K,2020-03-11,edgar/data/10254/0000010254-20-000038.txt
CHASE PACKAGING CORP,0001025771,10-K,2020-03-27,edgar/data/1025771/0001477932-20-001540.txt
ENTERPRISE FINANCIAL SERVICES CORP,0001025835,10-K,2020-02-21,edgar/data/1025835/0001025835-20-000014.txt
"NOVATION COMPANIES, INC.",0001025953,10-K,2020-03-23,edgar/data/1025953/0001437749-20-005915.txt
KILROY REALTY CORP,0001025996,10-K,2020-02-13,edgar/data/1025996/0001025996-20-000050.txt
FEDERAL HOME LOAN MORTGAGE CORP,0001026214,10-K,2020-02-13,edgar/data/1026214/0001026214-20-000016.txt
CORE MOLDING TECHNOLOGIES INC,0001026655,10-K,2020-03-13,edgar/data/1026655/0001026655-20-000013.txt
VALMONT INDUSTRIES INC,0000102729,10-K,2020-02-26,edgar/data/102729/0000102729-20-000004.txt
VSE CORP,0000102752,10-K,2020-03-09,edgar/data/102752/0000102752-20-000016.txt
TACTILE SYSTEMS TECHNOLOGY INC,0001027838,10-K,2020-02-26,edgar/data/1027838/0001558370-20-001467.txt
PACIFIC PREMIER BANCORP INC,0001028918,10-K,2020-02-28,edgar/data/1028918/0001028918-20-000049.txt
SB ONE BANCORP,0001028954,10-K,2020-03-10,edgar/data/1028954/0001558370-20-002330.txt
"Sun BioPharma, Inc.",0001029125,10-K,2020-03-24,edgar/data/1029125/0001437749-20-005968.txt
DYNAVAX TECHNOLOGIES CORP,0001029142,10-K,2020-03-11,edgar/data/1029142/0001564590-20-010075.txt
EURONET WORLDWIDE INC,0001029199,10-K,2020-03-02,edgar/data/1029199/0001029199-20-000009.txt
LADENBURG THALMANN FINANCIAL SERVICES INC.,0001029730,10-K,2020-03-13,edgar/data/1029730/0001029730-20-000003.txt
URSTADT BIDDLE PROPERTIES INC,0001029800,10-K,2020-01-10,edgar/data/1029800/0001029800-20-000008.txt
HILLMAN COMPANIES INC,0001029831,10-K,2020-03-27,edgar/data/1029831/0001029831-20-000006.txt
NEW JERSEY MINING CO,0001030192,10-K,2020-03-23,edgar/data/1030192/0001052918-20-000059.txt
OFG BANCORP,0001030469,10-K,2020-03-03,edgar/data/1030469/0001030469-20-000010.txt
"StarTek, Inc.",0001031029,10-K,2020-03-12,edgar/data/1031029/0001437749-20-004942.txt
"SILVER BULL RESOURCES, INC.",0001031093,10-K,2020-01-13,edgar/data/1031093/0001079973-20-000013.txt
GROUP 1 AUTOMOTIVE INC,0001031203,10-K,2020-02-13,edgar/data/1031203/0001031203-20-000006.txt
"Global Self Storage, Inc.",0001031235,10-K,2020-03-30,edgar/data/1031235/0001564590-20-014271.txt
FIRSTENERGY CORP,0001031296,10-K,2020-02-10,edgar/data/1031296/0001031296-20-000008.txt
FRANKLIN STREET PROPERTIES CORP /MA/,0001031316,10-K,2020-02-11,edgar/data/1031316/0001558370-20-000679.txt
VEECO INSTRUMENTS INC,0000103145,10-K,2020-02-21,edgar/data/103145/0001558370-20-001167.txt
GULF ISLAND FABRICATION INC,0001031623,10-K,2020-03-05,edgar/data/1031623/0001564590-20-008796.txt
SLM Corp,0001032033,10-K,2020-02-28,edgar/data/1032033/0001628280-20-002579.txt
SEMPRA ENERGY,0001032208,10-K,2020-02-27,edgar/data/1032208/0001032208-20-000006.txt
BASSETT FURNITURE INDUSTRIES INC,0000010329,10-K,2020-01-23,edgar/data/10329/0001437749-20-001052.txt
FLAGSTAR BANCORP INC,0001033012,10-K,2020-02-28,edgar/data/1033012/0001033012-20-000017.txt
FIRST INDUSTRIAL LP,0001033128,10-K,2020-02-13,edgar/data/1033128/0000921825-20-000011.txt
LUMINEX CORP,0001033905,10-K,2020-02-27,edgar/data/1033905/0001033905-20-000015.txt
SBA COMMUNICATIONS CORP,0001034054,10-K,2020-02-24,edgar/data/1034054/0001034054-20-000003.txt
ICAHN ENTERPRISES HOLDINGS L.P.,0001034563,10-K,2020-02-28,edgar/data/1034563/0000813762-20-000008.txt
BAY BANKS OF VIRGINIA INC,0001034594,10-K,2020-03-06,edgar/data/1034594/0001564590-20-009180.txt
AUTOLIV INC,0001034670,10-K,2020-02-21,edgar/data/1034670/0001564590-20-005667.txt
WIDEPOINT CORP,0001034760,10-K,2020-03-24,edgar/data/1034760/0001654954-20-003103.txt
RIGEL PHARMACEUTICALS INC,0001034842,10-K,2020-02-27,edgar/data/1034842/0001558370-20-001624.txt
VALERO ENERGY CORP/TX,0001035002,10-K,2020-02-26,edgar/data/1035002/0001035002-20-000007.txt
SHORE BANCSHARES INC,0001035092,10-K,2020-03-13,edgar/data/1035092/0001558370-20-002622.txt
CALIFORNIA WATER SERVICE GROUP,0001035201,10-K,2020-02-27,edgar/data/1035201/0001035201-20-000002.txt
SOUTH JERSEY GAS Co,0001035216,10-K,2020-02-27,edgar/data/1035216/0000091928-20-000013.txt
INTUITIVE SURGICAL INC,0001035267,10-K,2020-02-07,edgar/data/1035267/0001035267-20-000032.txt
"Eloxx Pharmaceuticals, Inc.",0001035354,10-K,2020-03-06,edgar/data/1035354/0001564590-20-009148.txt
"ALEXANDRIA REAL ESTATE EQUITIES, INC.",0001035443,10-K,2020-02-04,edgar/data/1035443/0001035443-20-000042.txt
"FNCB Bancorp, Inc.",0001035976,10-K,2020-03-09,edgar/data/1035976/0001437749-20-004600.txt
COMFORT SYSTEMS USA INC,0001035983,10-K,2020-02-26,edgar/data/1035983/0001558370-20-001491.txt
"Identiv, Inc.",0001036044,10-K,2020-03-18,edgar/data/1036044/0001564590-20-011497.txt
INTEST CORP,0001036262,10-K,2020-03-23,edgar/data/1036262/0001437749-20-005921.txt
VIRGINIA ELECTRIC & POWER CO,0000103682,10-K,2020-02-28,edgar/data/103682/0001193125-20-054469.txt
AEROCENTURY CORP,0001036848,10-K,2020-03-30,edgar/data/1036848/0001654954-20-003499.txt
VISHAY INTERTECHNOLOGY INC,0000103730,10-K,2020-02-14,edgar/data/103730/0000103730-20-000013.txt
"GRIFFIN INDUSTRIAL REALTY, INC.",0001037390,10-K,2020-02-13,edgar/data/1037390/0001558370-20-000756.txt
BOSTON PROPERTIES INC,0001037540,10-K,2020-03-02,edgar/data/1037540/0001656423-20-000007.txt
METTLER TOLEDO INTERNATIONAL INC/,0001037646,10-K,2020-02-07,edgar/data/1037646/0001037646-20-000005.txt
ARCH COAL INC,0001037676,10-K,2020-02-11,edgar/data/1037676/0001628280-20-001344.txt
AMETEK INC/,0001037868,10-K,2020-02-20,edgar/data/1037868/0001193125-20-043133.txt
JONES LANG LASALLE INC,0001037976,10-K,2020-02-27,edgar/data/1037976/0001037976-20-000011.txt
SILICON LABORATORIES INC.,0001038074,10-K,2020-01-29,edgar/data/1038074/0001104659-20-007928.txt
HESKA CORP,0001038133,10-K,2020-02-28,edgar/data/1038133/0001038133-20-000013.txt
INTERNATIONAL ISOTOPES INC,0001038277,10-K,2020-03-30,edgar/data/1038277/0001515971-20-000046.txt
PIONEER NATURAL RESOURCES CO,0001038357,10-K,2020-02-24,edgar/data/1038357/0001038357-20-000009.txt
PRUCO LIFE INSURANCE OF NEW JERSEY,0001038509,10-K,2020-03-05,edgar/data/1038509/0001038509-20-000007.txt
"VOLT INFORMATION SCIENCES, INC.",0000103872,10-K,2020-01-16,edgar/data/103872/0000103872-20-000006.txt
SMARTFINANCIAL INC.,0001038773,10-K,2020-03-12,edgar/data/1038773/0001038773-20-000062.txt
FORMFACTOR INC,0001039399,10-K,2020-02-21,edgar/data/1039399/0001039399-20-000011.txt
ONEOK INC /NEW/,0001039684,10-K,2020-02-25,edgar/data/1039684/0001039684-20-000012.txt
AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,0001039828,10-K,2020-02-25,edgar/data/1039828/0001039828-20-000013.txt
"PIXELWORKS, INC",0001040161,10-K,2020-03-11,edgar/data/1040161/0001040161-20-000010.txt
VORNADO REALTY LP,0001040765,10-K,2020-02-18,edgar/data/1040765/0000899689-20-000007.txt
"Ryman Hospitality Properties, Inc.",0001040829,10-K,2020-02-25,edgar/data/1040829/0001558370-20-001342.txt
"Intellicheck, Inc.",0001040896,10-K,2020-03-19,edgar/data/1040896/0001493152-20-004295.txt
SL GREEN REALTY CORP,0001040971,10-K,2020-02-28,edgar/data/1040971/0001040971-20-000006.txt
"ROCKWELL MEDICAL, INC.",0001041024,10-K,2020-03-17,edgar/data/1041024/0001628280-20-003683.txt
YUM BRANDS INC,0001041061,10-K,2020-02-20,edgar/data/1041061/0001041061-20-000015.txt
ACCESS-POWER INC,0001041588,10-K,2020-01-02,edgar/data/1041588/0001041588-20-000001.txt
Walmart Inc.,0000104169,10-K,2020-03-20,edgar/data/104169/0000104169-20-000011.txt
"Childrens Place, Inc.",0001041859,10-K,2020-03-19,edgar/data/1041859/0001628280-20-003840.txt
AMERICAN FINANCIAL GROUP INC,0001042046,10-K,2020-02-25,edgar/data/1042046/0001042046-20-000013.txt
"CymaBay Therapeutics, Inc.",0001042074,10-K,2020-03-16,edgar/data/1042074/0001193125-20-074946.txt
"Inhibitor Therapeutics, Inc.",0001042418,10-K,2020-03-30,edgar/data/1042418/0001193125-20-090201.txt
DISH DBS CORP,0001042642,10-K,2020-02-25,edgar/data/1042642/0001558370-20-001270.txt
MERCANTILE BANK CORP,0001042729,10-K,2020-03-02,edgar/data/1042729/0001437749-20-004062.txt
CENTERPOINT ENERGY RESOURCES CORP,0001042773,10-K,2020-02-27,edgar/data/1042773/0001130310-20-000016.txt
"Piedmont Office Realty Trust, Inc.",0001042776,10-K,2020-02-19,edgar/data/1042776/0001042776-20-000045.txt
DRIL-QUIP INC,0001042893,10-K,2020-02-27,edgar/data/1042893/0001564590-20-007447.txt
CAPITAL SENIOR LIVING CORP,0001043000,10-K,2020-03-31,edgar/data/1043000/0001564590-20-014583.txt
BOSTON PROPERTIES LTD PARTNERSHIP,0001043121,10-K,2020-03-02,edgar/data/1043121/0001656423-20-000007.txt
"Stabilis Energy, Inc.",0001043186,10-K,2020-03-16,edgar/data/1043186/0001043186-20-000012.txt
ANNALY CAPITAL MANAGEMENT INC,0001043219,10-K,2020-02-14,edgar/data/1043219/0001628280-20-001548.txt
"C. H. ROBINSON WORLDWIDE, INC.",0001043277,10-K,2020-02-19,edgar/data/1043277/0001043277-20-000016.txt
STONERIDGE INC,0001043337,10-K,2020-02-27,edgar/data/1043337/0001558370-20-001657.txt
SONIC AUTOMOTIVE INC,0001043509,10-K,2020-02-21,edgar/data/1043509/0001043509-20-000006.txt
POTOMAC FUTURES FUND LP,0001043565,10-K,2020-03-26,edgar/data/1043565/0001193125-20-086405.txt
JUNIPER NETWORKS INC,0001043604,10-K,2020-02-20,edgar/data/1043604/0001043604-20-000021.txt
CAMPBELL FUND TRUST,0001043951,10-K,2020-03-27,edgar/data/1043951/0001140361-20-007212.txt
"Precipio, Inc.",0001043961,10-K,2020-03-27,edgar/data/1043961/0001558370-20-003247.txt
BIOCEPT INC,0001044378,10-K,2020-03-27,edgar/data/1044378/0001564590-20-013670.txt
OneSpan Inc.,0001044777,10-K,2020-03-16,edgar/data/1044777/0001558370-20-002752.txt
W R GRACE & CO,0001045309,10-K,2020-02-27,edgar/data/1045309/0001045309-20-000033.txt
EPR PROPERTIES,0001045450,10-K,2020-02-25,edgar/data/1045450/0001045450-20-000019.txt
"Prologis, Inc.",0001045609,10-K,2020-02-11,edgar/data/1045609/0001564590-20-004096.txt
"Prologis, L.P.",0001045610,10-K,2020-02-11,edgar/data/1045610/0001564590-20-004096.txt
BAXTER INTERNATIONAL INC,0000010456,10-K,2020-03-17,edgar/data/10456/0001628280-20-003693.txt
LIVE VENTURES Inc,0001045742,10-K,2020-02-10,edgar/data/1045742/0001564590-20-003917.txt
NVIDIA CORP,0001045810,10-K,2020-02-20,edgar/data/1045810/0001045810-20-000010.txt
"Track Group, Inc.",0001045942,10-K,2020-01-10,edgar/data/1045942/0001654954-20-000262.txt
HERITAGE FINANCIAL CORP /WA/,0001046025,10-K,2020-02-28,edgar/data/1046025/0001046025-20-000037.txt
RITCHIE BROS AUCTIONEERS INC,0001046102,10-K,2020-02-27,edgar/data/1046102/0001104659-20-026287.txt
GUARANTY FEDERAL BANCSHARES INC,0001046203,10-K,2020-03-13,edgar/data/1046203/0001437749-20-005084.txt
Ingredion Inc,0001046257,10-K,2020-02-19,edgar/data/1046257/0001558370-20-000978.txt
CHOICE HOTELS INTERNATIONAL INC /DE,0001046311,10-K,2020-03-02,edgar/data/1046311/0001046311-20-000011.txt
REALNETWORKS INC,0001046327,10-K,2020-03-30,edgar/data/1046327/0001046327-20-000024.txt
PERDOCEO EDUCATION Corp,0001046568,10-K,2020-02-19,edgar/data/1046568/0001564590-20-005289.txt
EMAGIN CORP,0001046995,10-K,2020-03-11,edgar/data/1046995/0001046995-20-000022.txt
RAYTHEON CO/,0001047122,10-K,2020-02-12,edgar/data/1047122/0001047122-20-000009.txt
"AMKOR TECHNOLOGY, INC.",0001047127,10-K,2020-02-19,edgar/data/1047127/0001047127-20-000006.txt
UNITED RENTALS NORTH AMERICA INC,0001047166,10-K,2020-01-29,edgar/data/1047166/0001067701-20-000008.txt
NATIONAL HEALTHCARE CORP,0001047335,10-K,2020-02-21,edgar/data/1047335/0001437749-20-003248.txt
FRESH DEL MONTE PRODUCE INC,0001047340,10-K,2020-02-20,edgar/data/1047340/0001047340-20-000020.txt
CONSOLIDATED EDISON INC,0001047862,10-K,2020-02-20,edgar/data/1047862/0001047862-20-000041.txt
ANWORTH MORTGAGE ASSET CORP,0001047884,10-K,2020-03-05,edgar/data/1047884/0001558370-20-002082.txt
WASHINGTON GAS LIGHT CO,0000104819,10-K,2020-03-02,edgar/data/104819/0000104819-20-000003.txt
MARRIOTT INTERNATIONAL INC /MD/,0001048286,10-K,2020-02-27,edgar/data/1048286/0001628280-20-002376.txt
BIOMARIN PHARMACEUTICAL INC,0001048477,10-K,2020-02-27,edgar/data/1048477/0001048477-20-000009.txt
