Company Name,CIK,Form Type,Date Filed,Filename
NICHOLAS FINANCIAL INC,0001000045,10-K,2016-06-14,edgar/data/1000045/0001193125-16-620952.txt
MGT CAPITAL INVESTMENTS INC,0001001601,10-K,2016-04-14,edgar/data/1001601/0001013762-16-001482.txt
"NetApp, Inc.",0001002047,10-K,2016-06-22,edgar/data/1002047/0001564590-16-020754.txt
WESTELL TECHNOLOGIES INC,0001002135,10-K,2016-05-24,edgar/data/1002135/0001002135-16-000069.txt
GILLA INC.,0001004411,10-K,2016-04-08,edgar/data/1004411/0001354488-16-006915.txt
COLUMBUS MCKINNON CORP,0001005229,10-K,2016-06-01,edgar/data/1005229/0001005229-16-000350.txt
ARGAN INC,0000100591,10-K,2016-04-15,edgar/data/100591/0001104659-16-111566.txt
STREAMLINE HEALTH SOLUTIONS INC.,0001008586,10-K,2016-04-20,edgar/data/1008586/0001628280-16-014497.txt
CAPSTONE TURBINE Corp,0001009759,10-K,2016-06-09,edgar/data/1009759/0001558370-16-006343.txt
AIR INDUSTRIES GROUP,0001009891,10-K,2016-04-04,edgar/data/1009891/0001193805-16-003011.txt
"American Fiber Green Products, Inc.",0001009925,10-K,2016-05-09,edgar/data/1009925/0001477932-16-010123.txt
CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD,0001010566,10-K,2016-04-14,edgar/data/1010566/0001062993-16-008979.txt
AdvanSource Biomaterials Corp,0001011060,10-K,2016-06-27,edgar/data/1011060/0001011060-16-000038.txt
99 CENTS ONLY STORES LLC,0001011290,10-K,2016-04-28,edgar/data/1011290/0001104659-16-115387.txt
Geospatial Corp,0001011395,10-K,2016-04-14,edgar/data/1011395/0001387131-16-004994.txt
US ENERGY CORP,0000101594,10-K,2016-04-14,edgar/data/101594/0001615774-16-004967.txt
GENETHERA INC,0001017110,10-K,2016-05-13,edgar/data/1017110/0001017110-16-000028.txt
Silver Dragon Resources Inc.,0001017290,10-K,2016-05-02,edgar/data/1017290/0001062993-16-009338.txt
"ONE WORLD HOLDINGS, INC.",0001017616,10-K,2016-04-14,edgar/data/1017616/0001445866-16-001938.txt
SPRINT Corp,0000101830,10-K,2016-05-17,edgar/data/101830/0000101830-16-000066.txt
SEACHANGE INTERNATIONAL INC,0001019671,10-K,2016-04-13,edgar/data/1019671/0001193125-16-538823.txt
UNIVERSAL CORP /VA/,0000102037,10-K,2016-05-27,edgar/data/102037/0000102037-16-000046.txt
TRIUMPH GROUP INC,0001021162,10-K,2016-05-27,edgar/data/1021162/0001021162-16-000059.txt
CALMARE THERAPEUTICS Inc,0000102198,10-K,2016-04-14,edgar/data/102198/0001615774-16-004969.txt
EPLUS INC,0001022408,10-K,2016-05-26,edgar/data/1022408/0001022408-16-000072.txt
8X8 INC /DE/,0001023731,10-K,2016-05-31,edgar/data/1023731/0001136261-16-000496.txt
"CANNABIS SCIENCE, INC.",0001024626,10-K,2016-05-09,edgar/data/1024626/0001517126-16-000323.txt
ZAP,0001024628,10-K,2016-04-14,edgar/data/1024628/0001214659-16-010866.txt
"Axion Power International, Inc.",0001028153,10-K,2016-04-12,edgar/data/1028153/0001615774-16-004910.txt
PREMIER HOLDING CORP.,0001030916,10-K,2016-04-14,edgar/data/1030916/0001019687-16-005881.txt
LOGITECH INTERNATIONAL SA,0001032975,10-K,2016-05-23,edgar/data/1032975/0001032975-16-000083.txt
QAD INC,0001036188,10-K,2016-04-15,edgar/data/1036188/0001567619-16-002175.txt
GENIE GATEWAY,0001036478,10-K,2016-04-19,edgar/data/1036478/0001551163-16-000358.txt
RALPH LAUREN CORP,0001037038,10-K,2016-05-19,edgar/data/1037038/0001037038-16-000019.txt
PLAYERS NETWORK,0001037131,10-K,2016-05-13,edgar/data/1037131/0001493152-16-009742.txt
PETMED EXPRESS INC,0001040130,10-K,2016-05-24,edgar/data/1040130/0001571049-16-015491.txt
"AGRITEK HOLDINGS, INC.",0001040850,10-K,2016-05-19,edgar/data/1040850/0001554795-16-000698.txt
RIVERVIEW BANCORP INC,0001041368,10-K,2016-06-14,edgar/data/1041368/0000939057-16-000878.txt
CHINAWE COM INC,0001043222,10-K,2016-04-14,edgar/data/1043222/0001144204-16-094217.txt
ENVIRO VORAXIAL TECHNOLOGY INC,0001043894,10-K,2016-04-05,edgar/data/1043894/0001099910-16-000327.txt
TRANSGENOMIC INC,0001043961,10-K,2016-04-14,edgar/data/1043961/0001043961-16-000022.txt
FIRST COLOMBIA GOLD CORP.,0001045929,10-K,2016-05-31,edgar/data/1045929/0001354488-16-007690.txt
STEELCASE INC,0001050825,10-K,2016-04-15,edgar/data/1050825/0001050825-16-000276.txt
"Agritech Worldwide, Inc.",0001052257,10-K,2016-04-14,edgar/data/1052257/0001140361-16-061137.txt
ELITE PHARMACEUTICALS INC /NV/,0001053369,10-K,2016-06-15,edgar/data/1053369/0001144204-16-108327.txt
"KIRKLAND'S, INC",0001056285,10-K,2016-04-08,edgar/data/1056285/0001193125-16-535625.txt
SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA,0001056757,10-K,2016-06-15,edgar/data/1056757/0001079974-16-001359.txt
"SUNVESTA, INC.",0001060409,10-K,2016-05-13,edgar/data/1060409/0001211524-16-000215.txt
"SPENDSMART NETWORKS, INC.",0001062273,10-K,2016-04-15,edgar/data/1062273/0001354488-16-007010.txt
"DigitalTown, Inc.",0001065598,10-K,2016-06-06,edgar/data/1065598/0001056520-16-000256.txt
COMMUNITY SHORES BANK CORP,0001070523,10-K,2016-04-14,edgar/data/1070523/0001144204-16-094340.txt
"WILEY JOHN & SONS, INC.",0000107140,10-K,2016-06-29,edgar/data/107140/0000107140-16-000050.txt
ECOSPHERE TECHNOLOGIES INC,0001071760,10-K,2016-04-14,edgar/data/1071760/0001553350-16-001894.txt
"INNOCOM TECHNOLOGY HOLDINGS, INC.",0001076541,10-K,2016-05-24,edgar/data/1076541/0001078782-16-002903.txt
"EMAV Holdings, Inc.",0001076744,10-K,2016-04-04,edgar/data/1076744/0001096906-16-001525.txt
"Yosen Group, Inc.",0001076784,10-K,2016-04-05,edgar/data/1076784/0001607062-16-000771.txt
"Prism Technologies Group, Inc.",0001077370,10-K,2016-04-15,edgar/data/1077370/0001437749-16-029533.txt
HOOKER FURNITURE CORP,0001077688,10-K,2016-04-15,edgar/data/1077688/0001185185-16-004265.txt
"REMEDENT, INC.",0001078037,10-K,2016-06-29,edgar/data/1078037/0001144204-16-110537.txt
NETSCOUT SYSTEMS INC,0001078075,10-K,2016-05-31,edgar/data/1078075/0001628280-16-016851.txt
EMPIRE GLOBAL CORP.,0001080319,10-K,2016-04-15,edgar/data/1080319/0001017386-16-000408.txt
NORTHSTAR ELECTRONICS INC,0001082027,10-K,2016-04-19,edgar/data/1082027/0001393905-16-000866.txt
NORTHSTAR ELECTRONICS INC,0001082027,10-K,2016-05-23,edgar/data/1082027/0001393905-16-000926.txt
"NuSTATE ENERGY HOLDINGS, INC.",0001082733,10-K,2016-04-11,edgar/data/1082733/0001493152-16-008799.txt
"Apollo Medical Holdings, Inc.",0001083446,10-K,2016-06-29,edgar/data/1083446/0001144204-16-110594.txt
WORLD ACCEPTANCE CORP,0000108385,10-K,2016-06-01,edgar/data/108385/0000108385-16-000127.txt
WNC HOUSING TAX CREDIT FUND VI LP SERIES 7,0001084067,10-K,2016-06-07,edgar/data/1084067/0001354488-16-007752.txt
Searchlight Minerals Corp.,0001084226,10-K,2016-04-05,edgar/data/1084226/0001144204-16-092695.txt
SALON MEDIA GROUP INC,0001084332,10-K,2016-06-24,edgar/data/1084332/0001437749-16-034380.txt
"Inventergy Global, Inc.",0001084752,10-K,2016-04-04,edgar/data/1084752/0001144204-16-092554.txt
SKINVISIBLE INC,0001085277,10-K,2016-04-14,edgar/data/1085277/0001663577-16-000117.txt
RED HAT INC,0001087423,10-K,2016-04-26,edgar/data/1087423/0001193125-16-556503.txt
MAD CATZ INTERACTIVE INC,0001088162,10-K,2016-06-02,edgar/data/1088162/0001564590-16-020244.txt
FINDEX COM INC,0001089061,10-K,2016-04-14,edgar/data/1089061/0001213900-16-012536.txt
BAYNON INTERNATIONAL CORP,0001089598,10-K,2016-04-01,edgar/data/1089598/0001014897-16-000503.txt
FULLNET COMMUNICATIONS INC,0001092570,10-K,2016-04-01,edgar/data/1092570/0001254089-16-000041.txt
