cik;name;ticker;cikmatch;delisted
0001094651;TRIMAX CORP;;True;False
0001094738;M&F BANCORP INC /NC/;;True;False
0001094739;FINISAR CORP;;False;True
0001094742;MAINSTREET BANKSHARES INC;;True;False
0001094788;"Integrative Health Technologies, Inc.";;True;False
0001094808;"Vertro, Inc.";;False;True
0001094810;MUTUALFIRST FINANCIAL INC;;False;True
0001094814;"Cartesian, Inc.";;False;True
0001094816;VOICE MOBILITY INTERNATIONAL INC;;True;False
0001094831;"BGC Partners, Inc.";BGC;False;False
0001094847;"ONCOVISTA INNOVATIVE THERAPIES, INC";;True;False
0001095007;DIVERSIFIED 2000 FUTURES FUND L.P.;;True;False
0001095073;EVEREST RE GROUP LTD;EG;False;False
0001095130;"IOTA COMMUNICATIONS, INC.";;True;False
0001095133;ISA INTERNATIONALE INC;;True;False
0001095146;GAMEPLAN INC;ABIT;True;False
0001095266;WORKSTREAM INC;;True;False
0001095274;FIRST NATIONAL BANCSHARES INC /SC/;;False;True
0001095276;TIGRENT INC;;True;False
0001095277;INTERSECTIONS INC;;False;True
0001095291;"WEB.COM GROUP, INC.";;False;True
0001095315;PFSWEB INC;;False;True
0001095330;SYMYX TECHNOLOGIES INC;;False;True
0001095373;WOODSTOCK HOLDINGS INC.;;True;False
0001095565;HEALTHSTREAM INC;HSTM;False;False
0001095600;BLUE COAT SYSTEMS INC;;True;False
0001095651;ISTAR INC.;SAFE;False;True
0001095751;"SKYE INTERNATIONAL, INC";;True;False
0001095858;"ERBA Diagnostics, Inc.";;False;True
0001095981;"PLUS THERAPEUTICS, INC.";PSTV;False;False
0001095996;WILLIAM LYON HOMES;;False;True
0001096056;LUXFER HOLDINGS PLC;LXFR;False;True
0001096132;"PETRONE WORLDWIDE, INC.";;True;False
0001096142;GENTIVA HEALTH SERVICES INC;;False;True
0001096199;"Geeknet, Inc";;False;True
0001096275;Worksport Ltd;WKSP;False;False
0001096294;GFR PHARMACEUTICALS INC;;True;False
0001096296;MINERALRITE Corp;RITE;True;False
0001096298;"ASIA8, INC.";;True;False
0001096325;INTERSIL CORP/DE;;False;True
0001096339;SARATOGA RESOURCES INC /TX;;False;True
0001096343;MARKEL CORP;MKL;False;False
0001096376;NUTRI SYSTEM INC /DE/;;False;True
0001096385;VECTREN CORP;;False;True
0001096481;ANGIOTECH PHARMACEUTICALS INC;;False;True
0001096550;"ENERGY QUEST, INC.";;True;False
0001096555;"Myriad Interactive Media, Inc.";;True;False
0001096560;SULPHCO INC;;False;True
0001096613;FIRST TRANSACTION MANAGEMENT INC;;True;False
0001096637;SaviCorp;;True;False
0001096654;OHIO LEGACY CORP;;False;True
0001096655;"GLOBAL BEVERAGES, INC.";;True;False
0001096738;EPOCRATES INC;;False;True
0001096752;EDGEWELL PERSONAL CARE Co;EPC;False;False
0001096759;Sanwire Corp;;True;False
0001096768;"VIDABLE, INC.";;True;False
0001096788;KNOLOGY INC;;False;True
0001096791;Oilsands Quest Inc;;False;True
0001096840;Sunway Global Inc.;;True;False
0001096841;CASE FINANCIAL INC;;True;False
0001096857;"DOCUMENT CAPTURE TECHNOLOGIES, INC.";;True;False
0001096915;"SAVANNA EAST AFRICA, INC.";;True;False
0001096934;"ENTERPRISE DIVERSIFIED, INC.";;True;False
0001096935;"American BioCare, Inc.";;True;False
0001096938;"United Health Products, Inc.";UEEC;True;False
0001096939;Vista International Technologies Inc;;True;False
0001096950;"ADVANCED CONTAINER TECHNOLOGIES, INC.";;True;False
0001096958;OPENTV CORP;;False;True
0001097136;SENORX INC;;False;True
0001097149;ALIGN TECHNOLOGY INC;ALGN;False;False
0001097264;ALLOS THERAPEUTICS INC;;False;True
0001097396;CERES TACTICAL GLOBAL L.P.;;True;False
0001097430;INTERNATIONAL MONETARY SYSTEMS LTD /WI/;;True;False
0001097575;"AcuNetx, Inc.";;True;False
0001097718;"UnifiedOnline, Inc.";;True;False
0001097752;BASSET ENTERPRISES INC;;True;False
0001097792;"Ominto, Inc.";;False;True
0001097864;ON SEMICONDUCTOR CORP;ON;False;False
0001097896;"Big Tree Group, Inc.";;True;False
0001098009;America Great Health;;True;False
0001098146;PATRIOT NATIONAL BANCORP INC;PNBK;False;False
0001098151;FIDELITY D & D BANCORP INC;FDBC;False;False
0001098277;WEBSENSE INC;;False;True
0001098296;MIDAMERICAN FUNDING LLC;;True;False
0001098482;"Innovaro, Inc.";INNI;False;True
0001098659;MEDIACOM COMMUNICATIONS CORP;;False;True
0001098813;COMMERCEFIRST BANCORP INC;;False;True
0001098875;Bay Acquisition Corp.;;True;False
0001098880;IntelGenx Technologies Corp.;;True;False
0001098881;"U.S. RARE EARTHS, INC";;True;False
0001098911;CENTERPOINT ENERGY TRANSITION BOND CO LLC;;True;False
0001098972;AGENUS INC;AGEN;False;False
0001098996;ORANCO INC;;True;False
0001099132;MANHATTAN SCIENTIFICS INC;;True;False
0001099160;BEASLEY BROADCAST GROUP INC;BBGI;False;False
0001099215;PROTALEX INC;;True;False
0001099219;METLIFE INC;MET-PF;False;False
0001099234;"InCapta, Inc.";MLMC;True;False
0001099290;Hongli Clean Energy Technologies Corp.;;False;True
0001099305;VIRGINIA COMMERCE BANCORP INC;;False;True
0001099332;TIRE INTERNATIONAL ENVIRONMENTAL SOLUTIONS INC.;;True;False
0001099369;DESTINY MEDIA TECHNOLOGIES INC;DSNY;True;False
0001099509;VERTICAL COMPUTER SYSTEMS INC;;True;False
0001099534;EME HOMER CITY GENERATION LP;;True;False
0001099568;WESTGATE ACQUISITIONS CORP;;True;False
0001099574;EASTGATE BIOTECH CORP;;True;False
0001099590;MERCADOLIBRE INC;MELI;False;False
0001099668;FIRST OTTAWA BANCSHARES INC;FOTB;True;False
0001099728;"Sibling Group Holdings, Inc.";;True;False
0001099800;Edwards Lifesciences Corp;EW;False;False
0001099918;"Henry Bros. Electronics, Inc.";;False;True
0001099932;CENTRA FINANCIAL HOLDINGS INC;;True;False
0001099941;"MVC CAPITAL, INC.";;False;True
0001099958;SANTANDER BANCORP;;False;True
0001099963;Magnum dOr Resources Inc;;True;False
0001099977;CHINA MARINE FOOD GROUP LTD;;False;True
0001099980;TAMALPAIS BANCORP;;False;True
0001100179;ONCOR ELECTRIC DELIVERY TRANSITION BOND CO LLC;;True;False
0001100202;LENCO MOBILE INC.;;True;False
0001100270;KRISPY KREME DOUGHNUTS INC;;True;False
0001100313;STRATEGIC PARTNERS INC;;True;False
0001100380;LUMINARY ACQUISITION CORP;;True;False
0001100394;"REDFIN NETWORK, INC.";;True;False
0001100397;"Ayala Pharmaceuticals, Inc.";ADXS;False;True
0001100412;ARRAY BIOPHARMA INC;;False;True
0001100441;"RTI SURGICAL, INC.";;True;False
0001100542;ALAMOGORDO FINANCIAL CORP;;True;False
0001100592;"ASSURED PHARMACY, INC.";;True;False
0001100644;VALIDIAN CORP;;True;False
0001100682;"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.";CRL;False;False
0001100734;"Zendex Holdings, Inc.";;True;False
0001100747;TARA GOLD RESOURCES CORP.;;True;False
0001100748;"CLEAN ENERGY & POWER, INC.";;True;False
0001100778;Rokk3r Inc.;;True;False
0001100779;"Millennium Prime, Inc.";;True;False
0001100788;INTERNATIONAL STAR INC;ILST;True;False
0001100820;"Encompass Group Affiliates, Inc";;True;False
0001100878;ML SELECT FUTURES I LP;;True;False
0001100917;ONVIA INC;;False;True
0001100962;ENDO HEALTH SOLUTIONS INC.;;True;False
0001100969;"ASIAINFO-LINKAGE, INC";;False;True
0001101020;OVERHILL FARMS INC;;False;True
0001101026;"Zivo Bioscience, Inc.";ZIVOW;False;True
0001101093;"Safer Shot, Inc.";;True;False
0001101169;VIASYSTEMS GROUP INC;;False;True
0001101215;"BREAD FINANCIAL HOLDINGS, INC.";BFH-PA;False;False
0001101239;EQUINIX INC;EQIX;False;False
0001101246;"Telidyne, Inc.";;True;False
0001101268;"Purple Communications, Inc.";;True;False
0001101302;ENTEGRIS INC;ENTG;False;False
0001101396;"DELTA APPAREL, INC";;False;False
0001101423;"VANTONE INTERNATIONAL GROUP, INC.";;True;False
0001101433;QUOTEMEDIA INC;QMCI;True;False
0001101680;DZS INC.;;False;False
0001101688;Teleconnect Inc.;;True;False
0001101723;UNITED SURGICAL PARTNERS INTERNATIONAL INC;;True;False
0001101783;Teliphone Corp;;True;False
0001101865;"Net Medical Xpress Solutions, Inc.";;True;False
0001102112;PACWEST BANCORP;;True;False
0001102238;AMERICAN REALTY INVESTORS INC;ARL;False;False
0001102266;CenterState Bank Corp;;False;True
0001102287;PREMIERWEST BANCORP;;False;True
0001102358;"HighCom Global Security, Inc.";;True;False
0001102392;"Royal Energy Resources, Inc.";;True;False
0001102414;Westport Energy Holdings Inc.;;True;False
0001102432;"VIKING ENERGY GROUP, INC.";;True;False
0001102541;EarthLink Holdings Corp.;;False;True
0001102709;FORMCAP CORP.;;True;False
0001102741;"STEC, INC.";;False;True
0001102750;DAC TECHNOLOGIES GROUP INTERNATIONAL INC;;True;False
0001102934;"CMC Materials, Inc.";;False;True
0001102942;"InnovaQor, Inc.";;True;False
0001102993;LIVEPERSON INC;LPSN;False;False
0001103021;BIODELIVERY SCIENCES INTERNATIONAL INC;;False;True
0001103025;TRX INC/GA;;False;True
0001103076;EXCELSIOR VENTURE PARTNERS III LLC;;True;False
0001103078;RASER TECHNOLOGIES INC;;False;True
0001103090;"REFLECT SCIENTIFIC, INC.";RSCF;True;False
0001103120;Tsingyuan Brewery Ltd.;;True;False
0001103184;ULTICOM INC;;False;True
0001103345;BEACON POWER CORP;;False;True
0001103384;All Energy Corp;;True;False
0001103390;"Ardea Biosciences, Inc./DE";;False;True
0001103577;"SPARE BACKUP, INC.";;True;False
0001103601;WGL HOLDINGS INC;;False;True
0001103640;"OMPHALOS, CORP";;True;False
0001103795;"QS Energy, Inc.";QSEP;True;False
0001103833;"Crown Equity Holdings, Inc.";CRWE;True;False
0001103837;CROWN MEDIA HOLDINGS INC;;False;True
0001103977;RUBICON FINANCIAL INC;;True;False
0001103982;"Mondelez International, Inc.";MDLZ;False;False
0001103993;LAS VEGAS GAMING INC;;True;False
0001104038;"VerifyMe, Inc.";VRME;False;False
0001104040;Asia Cork Inc.;;True;False
0001104042;ADVANCED ANALOGIC TECHNOLOGIES INC;;False;True
0001104188;SOHU COM INC;;True;False
0001104206;NEVTAH CAPITAL MANAGEMENT CORP;;True;False
0001104252;DDI CORP;;False;True
0001104254;"LANSDOWNE SECURITY, INC.";;True;False
0001104265;"GROW SOLUTIONS HOLDINGS, INC.";;True;False
0001104280;SANGUI BIOTECH INTERNATIONAL INC;;True;False
0001104349;CAPELLA EDUCATION CO;;False;True
0001104358;BROADVIEW NETWORKS HOLDINGS INC;;True;False
0001104462;"Colambda Technologies, Inc.";;True;False
0001104485;"NORTHERN OIL & GAS, INC.";NOG;False;False
0001104502;ACRONGENOMICS INC;;True;False
0001104506;INSMED Inc;INSM;False;False
0001104657;MATERION Corp;MTRN;False;False
0001104672;"PARK VIDA GROUP, INC.";;True;False
0001104855;"Support.com, Inc.";;False;True
0001104891;SUPERCLICK INC;;True;False
0001104904;XINHUA CHINA LTD;;True;False
0001105055;"DYNEGY HOLDINGS, LLC";;True;False
0001105064;"IVOICE, INC /NJ";;True;False
0001105184;NANOSPHERE INC;;False;True
0001105284;Global Immune Technologies Inc.;;True;False
0001105360;"SALARY. COM, INC.";;False;True
0001105472;SONUS NETWORKS INC;;True;False
0001105533;ARGOS THERAPEUTICS INC;;False;True
0001105705;TIME WARNER INC.;;False;True
0001105982;"OTIX GLOBAL, INC.";;False;True
0001106181;WESTSTAR FINANCIAL SERVICES CORP;;True;False
0001106213;SEAFARER EXPLORATION CORP;SFRX;True;False
0001106644;"CHINA PHARMA HOLDINGS, INC.";CPHI;False;False
0001106645;DEBT RESOLVE INC;;True;False
0001106838;"Sonnet BioTherapeutics Holdings, Inc.";;True;False
0001106848;"EGPI FIRECREEK, INC.";;True;False
0001106851;OMNIVISION TECHNOLOGIES INC;;False;True
0001106861;FLASHZERO CORP.;CSDX;True;False
0001106935;IVANHOE ENERGY INC;;False;True
0001106942;BLACKBOARD INC;;False;True
0001106974;WESTERGAARD COM INC;;True;False
0001107160;HARLEYSVILLE SAVINGS FINANCIAL CORP;;False;True
0001107216;ORCHID CELLMARK INC;;False;True
0001107280;OCULUS VISIONTECH INC.;OVTZ;True;False
0001107332;DENDREON CORP;;False;True
0001107421;"Alaunos Therapeutics, Inc.";TCRT;False;False
0001107694;"RACKSPACE HOSTING, INC.";;False;True
0001107699;SUBJEX CORP;;True;False
0001107796;MOTIVATING THE MASSES INC;;True;False
0001107843;"QUALYS, INC.";QLYS;False;False
0001107998;CLICKER INC.;;True;False
0001108046;AlumiFuel Power Corp;;True;False
0001108058;MICROTUNE INC;;False;True
0001108064;NEW GREEN TECHNOLOGIES INC.;;True;False
0001108109;COMMUNITY HEALTH SYSTEMS INC;CYH;False;False
0001108134;BERKSHIRE HILLS BANCORP INC;BBT;True;False
0001108185;OCCAM NETWORKS INC/DE;;False;True
0001108205;CURIS INC;CRIS;False;False
0001108236;AMERICAN RIVER BANKSHARES;;False;True
0001108320;SMTC CORP;;False;True
0001108348;CITIBANK CREDIT CARD ISSUANCE TRUST;;True;False
0001108426;PNM RESOURCES INC;TXNM;False;False
0001108524;"Salesforce, Inc.";CRM;False;False
0001108630;Live Current Media Inc.;;True;False
0001108645;"Correlate Infrastructure Partners, Inc.";;True;False
0001108730;PUBLIC MEDIA WORKS INC;;True;False
0001108827;"QEP RESOURCES, INC.";;False;True
0001108924;OPNET TECHNOLOGIES INC;;False;True
0001108967;"Orbital Infrastructure Group, Inc.";;False;True
0001109067;"MOVIE STUDIO, INC.";;True;False
0001109116;ENTRAVISION COMMUNICATIONS CORP;EVC;False;False
0001109153;"TRISTAR WELLNESS SOLUTIONS, INC.";;True;False
0001109189;"BASIC ENERGY SERVICES, INC.";;False;True
0001109196;"MABVAX THERAPEUTICS HOLDINGS, INC.";;False;True
0001109219;"DEFI GLOBAL, INC";;True;False
0001109242;HANMI FINANCIAL CORP;HAFC;False;False
0001109354;BRUKER CORP;BRKRP;False;False
0001109357;EXELON CORP;EXC;False;False
0001109448;ALLIANCEBERNSTEIN L.P.;;True;False
0001109486;Endexx Corp;EDXC;True;False
0001109525;BANCORP RHODE ISLAND INC;;False;True
0001109546;PACIFIC MERCANTILE BANCORP;;False;True
0001109553;"KODIAK ENERGY, INC.";;True;False
0001109879;"Computer Software Innovations, Inc.";;True;False
0001110361;EROOMSYSTEM TECHNOLOGIES INC;;True;False
0001110482;WINGS & THINGS INC;;True;False
0001110503;HSBC CREDIT CARD MASTER NOTE TRUST (USA) I;;True;False
0001110607;"Koil Energy Solutions, Inc.";KLNG;True;False
0001110611;ON24 INC.;ONTF;False;False
0001110647;"OCLARO, INC.";;False;True
0001110648;"IMAGE PROTECT, INC.";;True;False
0001110737;UNICO INC /AZ/;;True;False
0001110783;MONSANTO CO /NEW/;;False;True
0001110795;METLIFE POLICYHOLDER TRUST;;True;False
0001110803;"ILLUMINA, INC.";ILMN;False;False
0001110805;NuStar Energy L.P.;;False;False
0001110903;NETWORK ENGINES INC;;False;True
0001111118;"MOTOR SPORT COUNTRY CLUB HOLDINGS, INC.";;True;False
0001111247;RIGHTNOW TECHNOLOGIES INC;;False;True
0001111284;"GOLD HORSE INTERNATIONAL, INC.";;True;False
0001111285;SEGWAY IV CORP;;True;False
0001111335;VISTEON CORP;VC;False;False
0001111391;AMERICAN ENERGY PRODUCTION INC;;True;False
0001111468;TRANQUILITY INC;;True;False
0001111473;"Med One Oak, Inc.";;True;False
0001111485;"RxSight, Inc.";RXST;False;False
0001111559;TRADESTATION GROUP INC;;False;True
0001111632;AVISTAR COMMUNICATIONS CORP;;True;False
0001111634;XO HOLDINGS INC;;True;False
0001111665;TELECOMMUNICATION SYSTEMS INC /FA/;;False;True
0001111711;NISOURCE INC.;NI;False;False
0001111741;DYNARESOURCE INC;DYNR;True;False
0001111816;WORLDWIDE ENERGY & MANUFACTURING USA INC;;True;False
0001111817;LONGWEI PETROLEUM INVESTMENT HOLDING LTD;;False;True
0001111928;IPG PHOTONICS CORP;IPGP;False;False
0001112064;PROVIDENCE RESOURCES INC;;True;False
0001112372;MEDICAL INTERNATIONAL TECHNOLOGY INC;;True;False
0001112412;ENDEAVOUR INTERNATIONAL CORP;;False;True
0001112551;MERCI INC;;True;False
0001112682;eTELCHARGE.COM;;True;False
0001112706;CANYON COPPER CORP.;;True;False
0001112748;HAZ Holdings Inc;;True;False
0001112920;GLOBALSCAPE INC;;False;True
0001112985;Delta International Oil & Gas Inc.;;True;False
0001113026;PIONEER BANKSHARES INC/VA;;True;False
0001113148;"INFINITY PHARMACEUTICALS, INC.";;False;True
0001113169;PRICE T ROWE GROUP INC;TROW;False;False
0001113232;AXCELIS TECHNOLOGIES INC;ACLS;False;False
0001113256;"MERITOR, INC.";;False;True
0001113313;ARVANA INC;AVNI;True;False
0001113336;CNB FINANCIAL SERVICES INC;;True;False
0001113481;MEDICINES CO /DE;;False;True
0001113513;"MobileSmith, Inc.";;True;False
0001113524;CREATIVE VISTAS INC;;True;False
0001113668;PRINCETON REVIEW INC;;False;True
0001113784;"CardioNet, Inc.";;True;False
0001113809;BUILD-A-BEAR WORKSHOP INC;BBW;False;False
0001114200;AMERICAN MEDICAL SYSTEMS HOLDINGS INC;;False;True
0001114208;"NightCulture, Inc.";;True;False
0001114220;KERYX BIOPHARMACEUTICALS INC;;False;True
0001114274;COL CHINA ONLINE INTERNATIONAL INC;;True;False
0001114483;Integer Holdings Corp;ITGR;False;False
0001114485;CAMPBELL ALTERNATIVE ASSET TRUST;;True;False
0001114605;AMERICAN SCIENTIFIC RESOURCES INC;;True;False
0001114714;KENEXA CORP;;False;True
0001114925;LANTRONIX INC;LTRX;False;False
0001114927;FIRST NORTHERN COMMUNITY BANCORP;FNRN;True;False
0001114936;ALPHARX INC;UMEWF;True;False
0001114995;IMPINJ INC;PI;False;False
0001115055;PINNACLE FINANCIAL PARTNERS INC;;False;False
0001115128;Quotient Technology Inc.;;False;True
0001115222;DUN & BRADSTREET CORP/NW;;True;False
0001115252;CNH CAPITAL RECEIVABLES LLC;;True;False
0001115818;"Camelot Entertainment Group, Inc.";;True;False
0001115836;Belmond Ltd.;;False;True
0001115864;"International Luxury Products, Inc.";;True;False
0001115975;SILVERGRAPH INTERNATIONAL INC;;True;False
0001116112;US FUEL CORP;;True;False
0001116132;"TAPESTRY, INC.";TPR;False;False
0001116137;BRAVO RESOURCE PARTNERS LTD;;True;False
0001116204;SINO ASSURANCE INC.;;True;False
0001116317;XM SATELLITE RADIO INC;;True;False
0001116435;AIRVANA INC;;False;True
0001116463;ORASURE TECHNOLOGIES INC;OSUR;False;False
0001116521;AVAYA INC;;True;False
0001116694;CAPITAL GROWTH SYSTEMS INC /FL/;;True;False
0001116734;UNITED ENERGY CORP /NV/;;True;False
0001116927;GEOPETRO RESOURCES CO;;False;True
0001116942;TTM TECHNOLOGIES INC;TTMI;False;False
0001117045;"Trycera Financial, Inc.";;True;False
0001117057;Planet Green Holdings Corp.;PLAG;False;False
0001117106;NETSUITE INC;;False;True
0001117171;"CBAK Energy Technology, Inc.";CBAT;False;False
0001117228;MASS MEGAWATTS WIND POWER INC;MMMW;True;False
0001117297;"QUINSTREET, INC";QNST;False;False
0001117414;PBSJ CORP /FL/;;True;False
0001117480;CHIMERIX INC;;False;False
0001117733;CAFEPRESS INC.;;False;True
0001118004;BANCPLUS CORP;;True;False
0001118037;SAJAN INC;;False;True
0001118072;SKINOVATION PHARMACEUTICAL INC;;True;False
0001118148;AMERICAN PHYSICIANS CAPITAL INC;;False;True
0001118233;WORLDNET INC OF NEVADA;;True;False
0001118237;MBT FINANCIAL CORP;;False;True
0001118384;ROGERS INTERNATIONAL RAW MATERIALS FUND LP;;True;False
0001118417;"MODEL N, INC.";;False;False
0001118761;COMCAM INTERNATIONAL INC;;True;False
0001118941;ENDWAVE CORP;;False;True
0001118974;"30DC, INC.";;True;False
0001119046;ADVANCED TECHNOLOGIES GROUP LTD;;True;False
0001119190;"HUMBL, INC.";HMBL;True;False
0001119643;NUTRA PHARMA CORP;;True;False
0001119721;Eastern Environment Solutions Corp.;;True;False
0001119807;TRAILBLAZER RESOURCES INC.;;True;False
0001119809;SUNNYSIDE ACRES MOBILE ESTATES;;True;False
0001119897;PCT LTD;;True;False
0001119951;"Huifeng Bio-Pharmaceutical Technology, Inc.";;True;False
0001120096;Sino Clean Energy Inc;;False;True
0001120129;FUELS INC;;True;False
0001120193;"NASDAQ, INC.";NDAQ;False;False
0001120295;IXIA;;False;True
0001120370;"BROADWIND, INC.";BWEN;False;False
0001120427;SONOMA VALLEY BANCORP;;True;False
0001120434;FRIENDLY ENERGY EXPLORATION;;True;False
0001120462;IOWA TELECOMMUNICATIONS SERVICES INC;;False;True
0001120792;nFinanSe Inc.;;True;False
0001120830;"China Natural Gas, Inc.";;False;True
0001120914;PDF SOLUTIONS INC;PDFS;False;False
0001120916;AMERICAN OIL & GAS INC;;False;True
0001120970;Comstock Inc.;LODE;False;False
0001121142;Maxar Technologies Inc.;;False;True
0001121484;"OIL STATES INTERNATIONAL, INC";OIS;False;False
0001121702;"YIELD10 BIOSCIENCE, INC.";;False;False
0001121716;ICON INCOME FUND EIGHT B LP;;True;False
0001121745;ATLAS AMERICA PUBLIC #9 LTD.;;True;False
0001121783;AMERICAN SPECTRUM REALTY INC;;False;True
0001121788;GARMIN LTD;GRMN;False;False
0001121793;"JAGGED PEAK, INC.";;True;False
0001121795;GHST World Inc.;GHST;True;False
0001121901;"GLOBAL EARTH ENERGY, INC.";;True;False
0001122020;PCS EDVENTURES COM INC;PCSV;True;False
0001122051;"XTERA COMMUNICATIONS, INC.";;False;True
0001122063;"FTE Networks, Inc.";;False;True
0001122099;VILLAGEEDOCS INC;;True;False
0001122101;"EPIC ENERGY RESOURCES, INC.";;True;False
0001122108;"GLOBAL FOOD TECHNOLOGIES, INC.";;True;False
0001122130;"THEDIRECTORY.COM, INC.";;True;False
0001122304;AETNA INC /PA/;;False;True
0001122342;ALLIANCE FIBER OPTIC PRODUCTS INC;;False;True
0001122388;ELLIE MAE INC;;False;True
0001122742;"FEARLESS FILMS, INC.";;True;False
0001122887;JAVA DETOUR INC.;;True;False
0001122897;CVENT INC;;True;False
0001122904;"NETGEAR, INC.";NTGR;False;False
0001122976;AVIENT CORP;AVNT;False;False
0001122991;"Unified Signal, Inc.";;True;False
0001122993;BROOKMOUNT EXPLORATIONS INC;BMXI;True;False
0001123270;BANK MUTUAL CORP;;False;True
0001123312;Yasheng Group;;True;False
0001123316;"Crystal Rock Holdings, Inc.";;False;True
0001123360;GLOBAL PAYMENTS INC;GPN;False;False
0001123425;SYNTEC BIOFUEL INC;;True;False
0001123493;China Logistics Group Inc;;True;False
0001123494;HARVARD BIOSCIENCE INC;HBIO;False;False
0001123541;PENSON WORLDWIDE INC;;False;True
0001123596;"BAB, INC.";BABB;True;False
0001123647;ATP OIL & GAS CORP;;False;True
0001123695;IMARX THERAPEUTICS INC;;True;False
0001123735;COMMUNITY FINANCIAL SHARES INC;;True;False
0001123836;DIAMOND DISCOVERIES INTERNATIONAL CORP;;True;False
0001123846;"EXERGETIC ENERGY, INC.";;True;False
0001123852;NORTHERN STATES POWER CO;;True;False
0001123871;ARENA RESOURCES INC;;False;True
0001123979;SENOMYX INC;;False;True
0001124019;360 GLOBAL WINE CO;;True;False
0001124024;FAR EAST ENERGY CORP;;True;False
0001124105;"CATALYST BIOSCIENCES, INC.";GYRE;False;False
0001124127;MINT LEASING INC;;True;False
0001124140;EXACT SCIENCES CORP;EXAS;False;False
0001124198;FLUOR CORP;FLR;False;False
0001124524;"Cryoport, Inc.";CYRX;False;False
0001124608;RESPONSE GENETICS INC;;False;True
0001124610;"VMWARE, INC.";;False;True
0001124676;FIRST CENTURY BANCORP.;;True;False
0001124796;"NLIGHT, INC.";LASR;False;False
0001124804;"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.";MDRX;False;False
0001124827;UTi WORLDWIDE INC;;False;True
0001124941;BEACON ROOFING SUPPLY INC;;False;False
0001125053;"InterAmerican Gaming, Inc.";;True;False
0001125057;ENCORE ACQUISITION CO;;False;True
0001125259;CARNIVAL PLC;CUKPF;True;False
0001125264;ATEL CAPITAL EQUIPMENT FUND IX LLC;;True;False
0001125280;"Intellicell Biosciences, Inc.";;True;False
0001125345;MACROGENICS INC;MGNX;False;False
0001125376;"ENSIGN GROUP, INC";ENSG;False;False
0001125536;CONVERA Corp;;False;True
0001125699;DAIS Corp;;True;False
0001125903;SHELRON GROUP INC;;True;False
0001125914;OPENTABLE INC;;False;True
0001125920;SHUTTERFLY INC;;False;True
0001126003;ALTERNET SYSTEMS INC;;True;False
0001126115;"LZG INTERNATIONAL, INC.";;True;False
0001126162;Purthanol Resources Ltd;;True;False
0001126216;"NTS, INC.";;False;True
0001126234;"LUMOS PHARMA, INC.";;False;False
0001126294;"GenOn Energy, Inc.";;True;False
0001126302;"METRO ONE DEVELOPMENT, INC";;True;False
0001126328;PRINCIPAL FINANCIAL GROUP INC;PFG;False;False
0001126411;"SURGLINE INTERNATIONAL, INC.";;True;False
0001126533;"Andover Holdings, Inc./FL";;True;False
0001126703;Shoshone Silver/Gold Mining Co;;True;False
0001126741;GSI TECHNOLOGY INC;GSIT;False;False
0001126956;SPIRE INC;SRJN;False;False
0001126961;GRANDSOUTH BANCORPORATION;;True;False
0001126975;"Magellan Midstream Partners, L.P.";;False;True
0001127007;"WATAIRE INTERNATIONAL, INC.";VYRE;True;False
0001127160;CAROLINA BANK HOLDINGS INC;;False;True
0001127242;ADARNA ENERGY Corp;;True;False
0001127245;WELLS REAL ESTATE FUND XIII L P;;True;False
0001127342;GMX RESOURCES INC;;True;False
0001127371;CENTRAL VALLEY COMMUNITY BANCORP;CWBC;False;False
0001127475;"Digital Brand Media & Marketing Group, Inc.";DBMM;True;False
0001127537;Pulmonx Corp;LUNG;False;False
0001127703;PROASSURANCE CORP;PRA;False;False
0001127993;"GALAXY NEXT GENERATION, INC.";;True;False
0001128189;"ProtoKinetix, Inc.";PKTX;True;False
0001128227;"First Federal of Northern Michigan Bancorp, Inc.";;False;True
0001128250;BA Credit Card Trust;;True;False
0001128252;"SIPP International Industries, Inc.";SIPN;True;False
0001128281;"Saker Aviation Services, Inc.";SKAS;True;False
0001128353;ENERTECK CORP;;True;False
0001128361;HOPE BANCORP INC;HOPE;False;False
0001128383;NEVADA CLASSIC THOROUGHBREDS INC;;True;False
0001128495;ANADYS PHARMACEUTICALS INC;;False;True
0001128581;Todays Alternative Energy Corp;;True;False
0001128725;"INTERCLOUD SYSTEMS, INC.";;False;True
0001128928;FLOWERS FOODS INC;FLO;False;False
0001128949;Global Resource CORP;;True;False
0001129018;ARDENT MINES LTD;;True;False
0001129048;"AnythingIT, Inc.";;True;False
0001129068;NISSAN AUTO RECEIVABLES CORP II;;True;False
0001129096;INFITECH VENTURES INC;;True;False
0001129120;E-Debit Global Corp.;;True;False
0001129155;MARINE PRODUCTS CORP;MPX;False;False
0001129260;"VOCERA COMMUNICATIONS, INC.";;False;True
0001129425;ZYMOGENETICS INC;;False;True
0001129542;VECTREN UTILITY HOLDINGS INC;;True;False
0001129623;ODYSSEY HEALTHCARE INC;;False;True
0001129633;PHOENIX COMPANIES INC/DE;;False;True
0001129920;MISSION COMMUNITY BANCORP;;True;False
0001130126;"Kentucky Energy, Inc.";;True;False
0001130128;"CHINA IVY SCHOOL, INC.";;True;False
0001130144;SIERRA BANCORP;BSRR;False;False
0001130166;"Cyclacel Pharmaceuticals, Inc.";BGMSP;False;False
